,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
high,31.08,22.75,,,,,
low,17.82,9.14,,,,,
change,-0.23879999999999998,-0.5119,,,,,
Date,,,2021-10-30 00:00:00,2022-01-29 00:00:00,2022-04-30 00:00:00,2022-07-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,221.0,212.0,191.0,125.0,Balance Sheet
"Trade Accts Recvble, Gross",,,47.0,57.0,43.0,46.0,Balance Sheet
Prov. for Doubtful Accts,,,-2.0,-1.0,-1.0,-1.0,Balance Sheet
"Total Receivables, Net",,,45.0,56.0,42.0,45.0,Balance Sheet
Total Inventory,,,644.0,675.0,682.0,723.0,Balance Sheet
Prepaid Expenses,,,38.0,42.0,52.0,54.0,Balance Sheet
"Other Curr. Assets, Total",,,41.0,86.0,82.0,67.0,Balance Sheet
Total Current Assets,,,990.0,1071.0,1049.0,1014.0,Balance Sheet
Other Prop./Plant/Equip.,,,1658.0,1746.0,1792.0,1873.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,1658.0,1746.0,1792.0,1873.0,Balance Sheet
Accumulated Depreciation,,,-975.0,-1019.0,-1057.0,-1101.0,Balance Sheet
Prop./Plant/Equip. - Net,,,2052.0,2065.0,2092.0,2150.0,Balance Sheet
"Goodwill, Net",,,2183.0,2184.0,2184.0,2187.0,Balance Sheet
Intangibles - Gross,,,5.0,,,,Balance Sheet
Accum. Intangible Amort.,,,-4.0,,,,Balance Sheet
Intangibles - Net,,,1025.0,1025.0,1025.0,1025.0,Balance Sheet
Other Long Term Assets,,,219.0,153.0,156.0,167.0,Balance Sheet
Total Assets,,,6470.0,6498.0,6506.0,6542.0,Balance Sheet
Accounts Payable,,,380.0,404.0,393.0,417.0,Balance Sheet
Accrued Expenses,,,631.0,627.0,597.0,597.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,20.0,22.0,22.0,22.0,Balance Sheet
Total Current Liabilities,,,1032.0,1053.0,1012.0,1035.0,Balance Sheet
Total Long Term Debt,,,1643.0,1640.0,1637.0,1634.0,Balance Sheet
Total Debt,,,1664.0,1662.0,1659.0,1657.0,Balance Sheet
Deferred Income Tax,,,309.0,318.0,323.0,327.0,Balance Sheet
Minority Interest,,,-16.0,-18.0,-19.0,0.0,Balance Sheet
"Other Liabilities, Total",,,1265.0,1230.0,1246.0,1267.0,Balance Sheet
Total Liabilities,,,4232.0,4224.0,4199.0,4263.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,2126.0,2134.0,2144.0,2103.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,113.0,142.0,167.0,180.0,Balance Sheet
"Other Equity, Total",,,-2.0,-2.0,-4.0,-5.0,Balance Sheet
Total Equity,,,2237.0,2274.0,2307.0,2279.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,6470.0,6498.0,6506.0,6542.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,227.0,227.0,228.0,228.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,38.0,38.0,38.0,38.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 3,,,38.0,38.0,38.0,38.0,Balance Sheet
Ttl Comm. Shares Outs.,,,302.0,303.0,303.0,304.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 3,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-10-30 00:00:00,2022-01-29 00:00:00,2022-04-30 00:00:00,2022-07-30 00:00:00,Income Statement
Total Revenue,,,1443.0,1514.0,1476.0,1481.0,Income Statement
"Cost of Revenue, Total",,,849.0,879.0,868.0,886.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,533.0,553.0,558.0,544.0,Income Statement
Unusual Expense (Income),,,0.0,0.0,0.0,0.0,Income Statement
Total Operating Expense,,,1381.0,1431.0,1426.0,1431.0,Income Statement
Total Operating Income,,,62.0,83.0,50.0,50.0,Income Statement
"Inter Expse,Net Non-Operat",,,-19.0,-19.0,-20.0,-22.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,0.0,0.0,0.0,0.0,Income Statement
