,2017,2018,2019,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
high,155.0,261.8,210.0,236.1,327.24,324.99,,,,,
low,139.5,121.4,112.0,99.58,170.86,179.47,,,,,
change,0.0318,-0.1495,0.5228,-0.1057,0.7907,-0.3091,,,,,
Date,,,,,,,2022-01-01 00:00:00,2022-04-02 00:00:00,2022-07-02 00:00:00,2022-10-01 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,267.0,244.0,238.0,333.0,Balance Sheet
Short Term Investments,,,,,,,21.0,20.0,16.0,16.0,Balance Sheet
Cash and Short Term Invs,,,,,,,288.0,264.0,254.0,350.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,65.0,96.0,108.0,97.0,Balance Sheet
Notes Recvble - Short Term,,,,,,,55.0,53.0,55.0,51.0,Balance Sheet
"Total Receivables, Net",,,,,,,119.0,149.0,163.0,148.0,Balance Sheet
Invent. - Finished Goods,,,,,,,88.0,117.0,126.0,111.0,Balance Sheet
Invent. - Work In Progress,,,,,,,27.0,31.0,31.0,30.0,Balance Sheet
Invent. - Raw Materials,,,,,,,85.0,96.0,98.0,93.0,Balance Sheet
Total Inventory,,,,,,,200.0,244.0,255.0,234.0,Balance Sheet
Prepaid Expenses,,,,,,,80.0,72.0,62.0,74.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,16.0,15.0,15.0,15.0,Balance Sheet
Total Current Assets,,,,,,,704.0,744.0,748.0,820.0,Balance Sheet
Buildings,,,,,,,119.0,101.0,116.0,143.0,Balance Sheet
Land/Improvements,,,,,,,33.0,32.0,36.0,35.0,Balance Sheet
Machinery/Equipment,,,,,,,49.0,49.0,50.0,57.0,Balance Sheet
Construction in Progress,,,,,,,,29.0,37.0,12.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,16.0,17.0,17.0,16.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,217.0,228.0,256.0,263.0,Balance Sheet
Accumulated Depreciation,,,,,,,-43.0,-47.0,-53.0,-57.0,Balance Sheet
