,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,66.99,66.52,58.77,58.83,64.75,50.1,,,,,
low,56.51,44.28,44.61,22.47,38.66,30.2,,,,,
change,0.1574,-0.2948,0.1722,-0.1429,-0.07830000000000001,-0.09150000000000001,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,12480.0,13098.0,13234.0,10443.0,Balance Sheet
Short Term Investments,,,,,,,3024.0,2642.0,3197.0,3230.0,Balance Sheet
Cash and Short Term Invs,,,,,,,15504.0,15740.0,16431.0,13673.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,490.0,567.0,600.0,646.0,Balance Sheet
Other Receivables,,,,,,,867.0,1125.0,789.0,670.0,Balance Sheet
"Total Receivables, Net",,,,,,,1357.0,1692.0,1389.0,1316.0,Balance Sheet
Total Inventory,,,,,,,537.0,623.0,751.0,776.0,Balance Sheet
Prepaid Expenses,,,,,,,638.0,767.0,825.0,653.0,Balance Sheet
Total Current Assets,,,,,,,18036.0,18822.0,19396.0,16418.0,Balance Sheet
Land/Improvements,,,,,,,6342.0,6472.0,6563.0,6727.0,Balance Sheet
Machinery/Equipment,,,,,,,21226.0,21147.0,21598.0,22505.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,1596.0,1818.0,2144.0,2055.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,29164.0,29437.0,30305.0,31287.0,Balance Sheet
Accumulated Depreciation,,,,,,,-12732.0,-12945.0,-13216.0,-13501.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,16432.0,16492.0,17089.0,17786.0,Balance Sheet
"Goodwill, Net",,,,,,,970.0,970.0,970.0,970.0,Balance Sheet
Intangibles - Net,,,,,,,295.0,295.0,295.0,295.0,Balance Sheet
Other Long Term Assets,,,,,,,587.0,683.0,552.0,477.0,Balance Sheet
Total Assets,,,,,,,36320.0,37262.0,38302.0,35946.0,Balance Sheet
Accounts Payable,,,,,,,368.0,581.0,724.0,592.0,Balance Sheet
Accrued Expenses,,,,,,,2104.0,1752.0,2073.0,2256.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,453.0,415.0,1662.0,381.0,Balance Sheet
