,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
high,52.26,25.54,,,,,
low,21.01,10.19,,,,,
change,-0.1568,-0.4974,,,,,
Date,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Balance Sheet
Cash & Equivalents,,,141440.0,95688.0,47672.0,46338.0,Balance Sheet
Short Term Investments,,,66195.0,110266.0,153409.0,145767.0,Balance Sheet
Cash and Short Term Invs,,,207635.0,205954.0,201081.0,192105.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,36804.0,,,Balance Sheet
Prov. for Doubtful Accts,,,,-108.0,,,Balance Sheet
"Total Receivables, Net",,,22525.0,36696.0,24622.0,29018.0,Balance Sheet
Prepaid Expenses,,,7419.0,6815.0,6596.0,8061.0,Balance Sheet
"Other Curr. Assets, Total",,,9987.0,13527.0,12966.0,13119.0,Balance Sheet
Total Current Assets,,,247566.0,262992.0,245265.0,242303.0,Balance Sheet
Buildings,,,1582.0,1582.0,1582.0,1555.0,Balance Sheet
Machinery/Equipment,,,9468.0,9483.0,9214.0,10446.0,Balance Sheet
Construction in Progress,,,,,772.0,1391.0,Balance Sheet
Other Prop./Plant/Equip.,,,412.0,412.0,8095.0,8111.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,11462.0,11477.0,19663.0,21503.0,Balance Sheet
Accumulated Depreciation,,,-6479.0,-7189.0,-7654.0,-8168.0,Balance Sheet
Prop./Plant/Equip. - Net,,,4983.0,4288.0,12009.0,13335.0,Balance Sheet
Deferred Charges,,,10785.0,13143.0,8267.0,7798.0,Balance Sheet
Restricted Cash - LT,,,543.0,543.0,543.0,543.0,Balance Sheet
Other Long Term Assets,,,-4188.0,-4224.0,910.0,791.0,Balance Sheet
Total Assets,,,259689.0,276742.0,266994.0,264770.0,Balance Sheet
Accounts Payable,,,3518.0,1923.0,2640.0,5579.0,Balance Sheet
Accrued Expenses,,,10258.0,15463.0,12752.0,15906.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,48226.0,69010.0,68466.0,67139.0,Balance Sheet
Income Taxes Payable,,,237.0,414.0,372.0,491.0,Balance Sheet
Other Current Liabilities,,,1961.0,3497.0,564.0,1311.0,Balance Sheet
"Other Curr. Lblts, Total",,,50424.0,72921.0,69402.0,68941.0,Balance Sheet
Total Current Liabilities,,,64200.0,90307.0,84794.0,90426.0,Balance Sheet
Total Long Term Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,4021.0,3220.0,7916.0,7958.0,Balance Sheet
Total Liabilities,,,68221.0,93527.0,92710.0,98384.0,Balance Sheet
Redeemable Preferred Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,520243.0,525392.0,536981.0,544614.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-328746.0,-341982.0,-361816.0,-377185.0,Balance Sheet
Unrealized Gain (Loss),,,-29.0,-195.0,-881.0,-1043.0,Balance Sheet
"Other Equity, Total",,,0.0,0.0,0.0,0.0,Balance Sheet
Total Equity,,,191468.0,183215.0,174284.0,166386.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,259689.0,276742.0,266994.0,264770.0,Balance Sheet
Ttl Comm. Shares Outs.,,,43566.0,43847.0,44537.0,44772.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Income Statement
Total Revenue,,,30824.0,35064.0,34853.0,39791.0,Income Statement
"Cost of Revenue, Total",,,3736.0,4128.0,4651.0,4781.0,Income Statement
Selling/Gen/Admin Expense,,,27344.0,27917.0,31434.0,31520.0,Income Statement
Labor & Related Expense,,,2132.0,2315.0,3335.0,4382.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,29476.0,30232.0,34769.0,35902.0,Income Statement
Research & Development,,,13103.0,13372.0,14421.0,14341.0,Income Statement
Total Operating Expense,,,46315.0,47732.0,53841.0,55024.0,Income Statement
Total Operating Income,,,-15491.0,-12668.0,-18988.0,-15233.0,Income Statement
"Inter Expse,Net Non-Operat",,,-133.0,-26.0,-25.0,-25.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,0.0,,,Income Statement
OtherNon-OperatInc (Expnse),,,-51.0,-256.0,-556.0,261.0,Income Statement
"Other, Net",,,-51.0,-256.0,-556.0,261.0,Income Statement
Income Before Tax,,,-15675.0,-12950.0,-19569.0,-14997.0,Income Statement
Income Tax - Total,,,249.0,286.0,265.0,372.0,Income Statement
Income After Tax,,,-15924.0,-13236.0,-19834.0,-15369.0,Income Statement
Net Inc Before Extra Items,,,-15924.0,-13236.0,-19834.0,-15369.0,Income Statement
Total Net Income,,,-15924.0,-13236.0,-19834.0,-15369.0,Income Statement
Total Adjust to Net Income,,,0.0,0.0,0.0,0.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-15924.0,-13236.0,-19834.0,-15369.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-15924.0,-13236.0,-19834.0,-15369.0,Income Statement
Basic/Primary Weighted Average Shares,,,43595.0,43688.0,44265.0,44648.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.37,-0.3,-0.45,-0.34,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.37,-0.3,-0.45,-0.34,Income Statement
Diluted Weighted Average Shares,,,43595.0,43688.0,44265.0,44648.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.37,-0.3,-0.45,-0.34,Income Statement
