,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,94.27,112.45,86.18,104.83,130.47,129.48,,,,,
low,89.64,67.4,61.22,34.44,96.27,69.91,,,,,
change,0.0177,-0.2175,0.0999,0.24730000000000002,0.1952,-0.2841,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,459.0,487.0,456.0,461.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,1173.0,1187.0,1210.0,1137.0,Balance Sheet
Other Receivables,,,,,,,407.0,461.0,425.0,457.0,Balance Sheet
"Total Receivables, Net",,,,,,,1580.0,1648.0,1635.0,1594.0,Balance Sheet
Invent. - Finished Goods,,,,,,,1007.0,1048.0,1241.0,1311.0,Balance Sheet
Invent. - Work In Progress,,,,,,,273.0,311.0,283.0,330.0,Balance Sheet
Invent. - Raw Materials,,,,,,,589.0,677.0,692.0,770.0,Balance Sheet
LIFO Reserve,,,,,,,-365.0,-365.0,-390.0,-436.0,Balance Sheet
Total Inventory,,,,,,,1504.0,1671.0,1826.0,1975.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,,,1007.0,1030.0,0.0,0.0,Balance Sheet
Other Current Assets,,,,,,,96.0,93.0,86.0,75.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,1103.0,1123.0,86.0,75.0,Balance Sheet
Total Current Assets,,,,,,,4646.0,4929.0,4003.0,4105.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,12680.0,12753.0,12743.0,12645.0,Balance Sheet
Accumulated Depreciation,,,,,,,-7684.0,-7756.0,-7784.0,-7663.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,5212.0,5202.0,5168.0,5187.0,Balance Sheet
"Goodwill, Net",,,,,,,3641.0,3665.0,3663.0,3644.0,Balance Sheet
Intangibles - Net,,,,,,,1362.0,1303.0,1248.0,1206.0,Balance Sheet
Other Long Term Assets,,,,,,,658.0,707.0,793.0,843.0,Balance Sheet
Total Assets,,,,,,,15519.0,15806.0,14875.0,14985.0,Balance Sheet
Accounts Payable,,,,,,,1228.0,1381.0,1395.0,1407.0,Balance Sheet
Accrued Expenses,,,,,,,431.0,231.0,263.0,258.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,236.0,0.0,355.0,Balance Sheet
