,2020,2021,2022,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Report
high,11.39,21.34,12.33,,,,,
low,9.72,9.5,3.53,,,,,
change,0.0369,0.19219999999999998,-0.6656000000000001,,,,,
Date,,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,793.0,691.0,603.0,543.0,Balance Sheet
"Trade Accts Recvble, Net",,,,13.0,16.0,39.0,45.0,Balance Sheet
Other Receivables,,,,,,4.0,4.0,Balance Sheet
"Total Receivables, Net",,,,13.0,16.0,42.0,49.0,Balance Sheet
Invent. - Finished Goods,,,,,,3.0,4.0,Balance Sheet
Invent. - Work In Progress,,,,20.0,24.0,49.0,50.0,Balance Sheet
Invent. - Raw Materials,,,,18.0,22.0,26.0,31.0,Balance Sheet
Inventories - Other,,,,,2.0,,,Balance Sheet
Total Inventory,,,,38.0,48.0,78.0,86.0,Balance Sheet
Prepaid Expenses,,,,9.0,17.0,18.0,22.0,Balance Sheet
"Other Curr. Assets, Total",,,,2.0,2.0,5.0,7.0,Balance Sheet
Total Current Assets,,,,855.0,775.0,746.0,706.0,Balance Sheet
Buildings,,,,25.0,25.0,36.0,35.0,Balance Sheet
Machinery/Equipment,,,,30.0,30.0,58.0,63.0,Balance Sheet
Construction in Progress,,,,12.0,22.0,19.0,14.0,Balance Sheet
Other Prop./Plant/Equip.,,,,34.0,38.0,62.0,59.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,101.0,116.0,175.0,172.0,Balance Sheet
Accumulated Depreciation,,,,-21.0,-22.0,-26.0,-28.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,80.0,94.0,149.0,144.0,Balance Sheet
"Goodwill, Net",,,,3.0,43.0,59.0,58.0,Balance Sheet
Intangibles - Gross,,,,15.0,64.0,97.0,97.0,Balance Sheet
Accum. Intangible Amort.,,,,-5.0,-7.0,-10.0,-13.0,Balance Sheet
Intangibles - Net,,,,10.0,57.0,88.0,85.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,6.0,6.0,7.0,4.0,Balance Sheet
Restricted Cash - LT,,,,1.0,1.0,5.0,4.0,Balance Sheet
