,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,58.48,30.88,46.57,,,,,
low,17.8,15.51,16.78,,,,,
change,0.2774,-0.1097,0.8845000000000001,,,,,
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,68985.0,201741.0,238173.0,278401.0,Balance Sheet
Short Term Investments,,,,176985.0,132900.0,116326.0,83825.0,Balance Sheet
Cash and Short Term Invs,,,,245970.0,334641.0,354499.0,362226.0,Balance Sheet
Prepaid Expenses,,,,10378.0,7582.0,9226.0,7533.0,Balance Sheet
Total Current Assets,,,,256348.0,342223.0,363725.0,369759.0,Balance Sheet
Buildings,,,,0.0,1329.0,1329.0,1352.0,Balance Sheet
Machinery/Equipment,,,,9883.0,11322.0,11970.0,12402.0,Balance Sheet
Construction in Progress,,,,0.0,,,,Balance Sheet
Other Prop./Plant/Equip.,,,,29577.0,27729.0,26164.0,24495.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,39460.0,40380.0,39463.0,38249.0,Balance Sheet
Accumulated Depreciation,,,,-3548.0,-4121.0,-4731.0,-5415.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,35912.0,36259.0,34732.0,32834.0,Balance Sheet
Long Term Investments,,,,27117.0,17697.0,6862.0,3977.0,Balance Sheet
Other Long Term Assets,,,,4089.0,5667.0,5429.0,4624.0,Balance Sheet
Total Assets,,,,324337.0,402717.0,411619.0,412065.0,Balance Sheet
Accounts Payable,,,,6758.0,4801.0,7039.0,5485.0,Balance Sheet
Accrued Expenses,,,,21958.0,22448.0,23428.0,33824.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,0.0,,,,Balance Sheet
Total Current Liabilities,,,,28716.0,27249.0,30467.0,39309.0,Balance Sheet
Total Long Term Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,,11603.0,15925.0,14652.0,13445.0,Balance Sheet
Total Liabilities,,,,40319.0,43174.0,45119.0,52754.0,Balance Sheet
Common Stock,,,,56.0,59.0,62.0,64.0,Balance Sheet
Additional Paid-In Capital,,,,582844.0,697944.0,753501.0,803980.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-298641.0,-337627.0,-386159.0,-444076.0,Balance Sheet
"Other Equity, Total",,,,-241.0,-833.0,-904.0,-657.0,Balance Sheet
