,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,38.45,39.95,40.7,39.07,42.5,44.15,,,,,
low,34.0,29.13,30.67,19.67,31.57,33.11,,,,,
change,-0.050499999999999996,-0.1199,0.2511,-0.1671,0.10439999999999999,0.1471,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Due from Banks,,,,,,,283.0,383.0,353.0,322.0,Balance Sheet
Interest-Earning Deposits,,,,,,,3474.0,2419.0,1305.0,1033.0,Balance Sheet
Fed. Fund/Resale,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Other Short Trm Invest.,,,,,,,240.0,246.0,246.0,267.0,Balance Sheet
Securities Held,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Securities for Sale,,,,,,,4055.0,4773.0,4826.0,4655.0,Balance Sheet
Total Invest. Securities,,,,,,,4056.0,4774.0,4827.0,4656.0,Balance Sheet
Loans Held for Sale,,,,,,,504.0,340.0,221.0,210.0,Balance Sheet
Other Earning Assets,,,,,,,,479.0,473.0,479.0,Balance Sheet
"Other Erng. Assets, Total",,,,,,,8275.0,8260.0,7073.0,6646.0,Balance Sheet
Total Gross Loans,,,,,,,18051.0,18419.0,18994.0,19722.0,Balance Sheet
Loan Loss Allowances,,,,,,,-216.0,-215.0,-214.0,-220.0,Balance Sheet
Unearned Income,,,,,,,-28.0,-27.0,-24.0,-22.0,Balance Sheet
Net Loans,,,,,,,17808.0,18177.0,18757.0,19480.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,279.0,277.0,273.0,273.0,Balance Sheet
"Goodwill, Net",,,,,,,1886.0,1889.0,1889.0,1889.0,Balance Sheet
Intangibles - Gross,,,,,,,129.0,128.0,128.0,105.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-83.0,-83.0,-85.0,-86.0,Balance Sheet
Intangibles - Net,,,,,,,46.0,45.0,43.0,41.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,57.0,,,,Balance Sheet
Interest Receivable,,,,,,,65.0,67.0,71.0,82.0,Balance Sheet
Other Assets,,,,,,,629.0,267.0,319.0,314.0,Balance Sheet
"Other Assets, Total",,,,,,,694.0,334.0,390.0,397.0,Balance Sheet
Total Assets,,,,,,,29329.0,29366.0,28778.0,29048.0,Balance Sheet
Accrued Expenses,,,,,,,282.0,306.0,296.0,266.0,Balance Sheet
Non-Interest Bearing Dep.,,,,,,,8981.0,9007.0,9031.0,7619.0,Balance Sheet
Interest Bearing Deposits,,,,,,,14370.0,14467.0,13996.0,15245.0,Balance Sheet
Total Deposits,,,,,,,23350.0,23474.0,23027.0,22863.0,Balance Sheet
"Other Bearing Lblts, Total",,,,,,,532.0,532.0,511.0,1011.0,Balance Sheet
Total ST Borrowings,,,,,,,129.0,136.0,128.0,142.0,Balance Sheet
Total Long Term Debt,,,,,,,285.0,286.0,286.0,286.0,Balance Sheet
Total Debt,,,,,,,414.0,422.0,414.0,429.0,Balance Sheet
"Other Liabilities, Total",,,,,,,31.0,37.0,43.0,40.0,Balance Sheet
Total Liabilities,,,,,,,24610.0,24770.0,24291.0,24608.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,353.0,354.0,355.0,355.0,Balance Sheet
Additional Paid-In Capital,,,,,,,3150.0,3156.0,3160.0,3164.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,1391.0,1423.0,1470.0,1524.0,Balance Sheet
Treasury Stock - Common,,,,,,,-171.0,-197.0,-250.0,-250.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,9.0,-147.0,-261.0,-379.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-30.0,-29.0,-29.0,-28.0,Balance Sheet
Other Comprehensive Income,,,,,,,16.0,34.0,42.0,55.0,Balance Sheet
"Other Equity, Total",,,,,,,-13.0,5.0,14.0,27.0,Balance Sheet
Total Equity,,,,,,,4719.0,4595.0,4487.0,4440.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,29329.0,29366.0,28778.0,29048.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,136.0,136.0,135.0,135.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,5.0,6.0,7.0,7.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Interest & Fees on Loans,,,,,,,176384.0,180837.0,196165.0,225501.0,Income Statement
Inter & Divs/ Invest Securs,,,,,,,16274.0,19629.0,26765.0,31348.0,Income Statement
Fed. Fund/Resale,,,,,,,2536.0,2329.0,4841.0,6834.0,Income Statement
"Interest Income, Bank",,,,,,,195194.0,202795.0,227771.0,263683.0,Income Statement
Interest on Deposit,,,,,,,8820.0,8561.0,9751.0,17660.0,Income Statement
Inter on Other Borrowings,,,,,,,2696.0,2732.0,3117.0,5401.0,Income Statement
Total Interest Expense,,,,,,,11516.0,11293.0,12868.0,23061.0,Income Statement
Net Interest Income,,,,,,,183678.0,191502.0,214903.0,240622.0,Income Statement
Loan Loss Provision,,,,,,,-7405.0,-3410.0,-1807.0,7671.0,Income Statement
NetInterIn after Loan Loss Provision,,,,,,,191083.0,194912.0,216710.0,232951.0,Income Statement
Fees & Commish from Operat,,,,,,,20970.0,21214.0,21567.0,20771.0,Income Statement
Insur Commish Fees& Premium,,,,,,,1223.0,2194.0,4120.0,1472.0,Income Statement
Credit Card Fees,,,,,,,1174.0,955.0,1183.0,1348.0,Income Statement
Fees for Other Cust Serv,,,,,,,753.0,759.0,785.0,918.0,Income Statement
Invest Securities Gains,,,,,,,-39.0,-251.0,1182.0,-206.0,Income Statement
Other Unusual Income,,,,,,,0.0,,,,Income Statement
Other Revenue,,,,,,,29562.0,20728.0,14283.0,7937.0,Income Statement
"Non-Interest Income, Bank",,,,,,,53643.0,45599.0,43120.0,32240.0,Income Statement
Labor & Related Expenses,,,,,,,-82361.0,-75472.0,-74679.0,-70368.0,Income Statement
Real Estate Operat Expnse,,,,,,,-1004.0,-147.0,408.0,-1833.0,Income Statement
Other Unusual Expense,,,,,,,0.0,,,,Income Statement
Other Expense,,,,,,,-68018.0,-63130.0,-66415.0,-64486.0,Income Statement
"Non-Interest Expense, Bank",,,,,,,-151383.0,-138749.0,-140686.0,-136687.0,Income Statement
Income Before Tax,,,,,,,93343.0,101762.0,119144.0,128504.0,Income Statement
Income Tax - Total,,,,,,,19491.0,20098.0,23531.0,25919.0,Income Statement
Income After Tax,,,,,,,73852.0,81664.0,95613.0,102585.0,Income Statement
Net Inc Before Extra Items,,,,,,,73852.0,81664.0,95613.0,102585.0,Income Statement
Total Net Income,,,,,,,73852.0,81664.0,95613.0,102585.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,73852.0,81664.0,95613.0,102585.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,73852.0,81664.0,95613.0,102585.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,130956.0,136058.0,134623.0,134182.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.56,0.6,0.71,0.76,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.56,0.6,0.71,0.76,Income Statement
Diluted Weighted Average Shares,,,,,,,131249.0,136435.0,134864.0,134554.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.56,0.6,0.71,0.76,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.56,0.6,0.71,0.76,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.35,0.36,0.36,0.36,Income Statement
Gross Divid - Common Stock,,,,,,,46563.0,49266.0,46676.0,48564.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
Total Special Items,,,,,,,0.0,,,,Income Statement
Normalzd Income Before Tax,,,,,,,93343.0,101762.0,119144.0,128504.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,0.0,,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,19491.0,20098.0,23531.0,25919.0,Income Statement
Normalized Income After Tax,,,,,,,73852.0,81664.0,95613.0,102585.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,73852.0,81664.0,95613.0,102585.0,Income Statement
Basic Normalized EPS,,,,,,,0.56,0.6,0.71,0.76,Income Statement
Diluted Normalized EPS,,,,,,,0.56,0.6,0.71,0.76,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Total Cash from Operations,,,,,,,610.0,284.0,490.0,624.0,Cash Flow
Capital Expenditures,,,,,,,-15.0,-4.0,-6.0,-12.0,Cash Flow
Sale of Business,,,,,,,39.0,,,,Cash Flow
Sale of Fixed Assets,,,,,,,2.0,1.0,1.0,1.0,Cash Flow
Sale/Maturity of Investment,,,,,,,744.0,153.0,306.0,452.0,Cash Flow
"Investment, Net",,,,,,,1.0,0.0,0.0,7.0,Cash Flow
Purchase of Investments,,,,,,,-1559.0,-1089.0,-1452.0,-1616.0,Cash Flow
Loans,,,,,,,882.0,-366.0,-939.0,-1667.0,Cash Flow
Foreclosed Real Estate,,,,,,,6.0,1.0,3.0,4.0,Cash Flow
Other Investing Cash Flow,,,,,,,-84.0,1.0,9.0,12.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,31.0,-1300.0,-2072.0,-2807.0,Cash Flow
Total Cash from Investing,,,,,,,16.0,-1304.0,-2078.0,-2819.0,Cash Flow
Deposits,,,,,,,1249.0,125.0,-322.0,-485.0,Cash Flow
Fed. Funds/REPOs,,,,,,,-40.0,8.0,-1.0,14.0,Cash Flow
Financing Cash Flow Items,,,,,,,1209.0,133.0,-322.0,-471.0,Cash Flow
Total Cash Dividends Paid,,,,,,,-181.0,-47.0,-96.0,-144.0,Cash Flow
Sale/Issuance of Common,,,,,,,0.0,,,,Cash Flow
Repurch/Retirement Common,,,,,,,-11.0,-26.0,-79.0,-79.0,Cash Flow
"Common Stock, Net",,,,,,,-11.0,-26.0,-79.0,-79.0,Cash Flow
Options Exercised,,,,,,,5.0,5.0,6.0,8.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-6.0,-21.0,-73.0,-72.0,Cash Flow
Long Term Debt Issued,,,,,,,500.0,0.0,0.0,500.0,Cash Flow
Long Term Debt Reduction,,,,,,,-598.0,0.0,-20.0,-20.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,-98.0,0.0,-20.0,480.0,Cash Flow
Total Cash From Financing,,,,,,,924.0,65.0,-511.0,-207.0,Cash Flow
Net Change in Cash,,,,,,,1549.0,-955.0,-2100.0,-2402.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,2209.0,3758.0,3758.0,3758.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,3758.0,2803.0,1658.0,1356.0,Cash Flow
Free Cash Flow,,,,,,,595.0,280.0,484.0,612.0,
FCF Growth,,,,,,,,-0.5294117647058824,0.7285714285714286,0.2644628099173554,
