,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,29.4,33.7,28.59,25.68,26.62,26.83,,,,,
low,26.3,22.27,22.07,10.83,17.18,18.75,,,,,
change,-0.029500000000000002,-0.1015,0.0895,-0.3152,0.3805,0.05480000000000001,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Due from Banks,,,,,,,220.0,230.0,303.0,196.0,Balance Sheet
Interest-Earning Deposits,,,,,,,215.0,227.0,185.0,339.0,Balance Sheet
Other Short Trm Invest.,,,,,,,103.0,115.0,132.0,139.0,Balance Sheet
Securities Held,,,,,,,98.0,93.0,88.0,86.0,Balance Sheet
Securities for Sale,,,,,,,3510.0,3363.0,3327.0,3042.0,Balance Sheet
Total Invest. Securities,,,,,,,3609.0,3456.0,3415.0,3127.0,Balance Sheet
Loans Held for Sale,,,,,,,29.0,13.0,22.0,11.0,Balance Sheet
"Other Erng. Assets, Total",,,,,,,3956.0,3810.0,3754.0,3616.0,Balance Sheet
Total Gross Loans,,,,,,,9986.0,9836.0,9937.0,10287.0,Balance Sheet
Loan Loss Allowances,,,,,,,-132.0,-124.0,-118.0,-124.0,Balance Sheet
Net Loans,,,,,,,9854.0,9712.0,9819.0,10163.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,324.0,334.0,328.0,330.0,Balance Sheet
"Goodwill, Net",,,,,,,1001.0,1000.0,1000.0,998.0,Balance Sheet
Intangibles - Gross,,,,,,,129.0,129.0,129.0,142.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-41.0,-44.0,-46.0,-45.0,Balance Sheet
Intangibles - Net,,,,,,,89.0,86.0,83.0,97.0,Balance Sheet
"Other Assets, Total",,,,,,,886.0,836.0,957.0,1225.0,Balance Sheet
Total Assets,,,,,,,16329.0,16009.0,16244.0,16624.0,Balance Sheet
Accounts Payable,,,,,,,425.0,422.0,579.0,708.0,Balance Sheet
Accrued Expenses,,,,,,,68.0,66.0,65.0,66.0,Balance Sheet
Non-Interest Bearing Dep.,,,,,,,4186.0,4261.0,4124.0,4137.0,Balance Sheet
Interest Bearing Deposits,,,,,,,8686.0,8557.0,8153.0,8203.0,Balance Sheet
Total Deposits,,,,,,,12872.0,12819.0,12277.0,12340.0,Balance Sheet
"Other Bearing Lblts, Total",,,,,,,225.0,185.0,896.0,973.0,Balance Sheet
Fed Funds Purch.,,,,,,,51.0,0.0,0.0,4.0,Balance Sheet
Other ST Borrowings,,,,,,,20.0,0.0,0.0,185.0,Balance Sheet
Total ST Borrowings,,,,,,,71.0,0.0,0.0,188.0,Balance Sheet
Long Term Debt,,,,,,,408.0,378.0,357.0,353.0,Balance Sheet
Capital Lease Obligations,,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
Total Long Term Debt,,,,,,,410.0,380.0,359.0,355.0,Balance Sheet
Total Debt,,,,,,,481.0,380.0,359.0,544.0,Balance Sheet
Total Liabilities,,,,,,,14070.0,13872.0,14175.0,14630.0,Balance Sheet
Common Stock,,,,,,,1640.0,1635.0,1637.0,1632.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,837.0,857.0,887.0,921.0,Balance Sheet
Treasury Stock - Common,,,,,,,-218.0,-212.0,-212.0,-204.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-1.0,-1.0,-1.0,-1.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-21.0,-21.0,-20.0,-20.0,Balance Sheet
Other Comprehensive Income,,,,,,,21.0,-121.0,-222.0,-334.0,Balance Sheet
"Other Equity, Total",,,,,,,0.0,-142.0,-243.0,-355.0,Balance Sheet
Total Equity,,,,,,,2259.0,2137.0,2069.0,1994.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,16329.0,16009.0,16244.0,16624.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,94.0,94.0,94.0,95.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,10.0,10.0,10.0,9.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Interest & Fees on Loans,,,,,,,92682.0,87182.0,97091.0,122170.0,Income Statement
Inter & Divs/ Invest Securs,,,,,,,25120.0,26527.0,28555.0,31345.0,Income Statement
Other Interest Income,,,,,,,71.0,121.0,497.0,1597.0,Income Statement
"Interest Income, Bank",,,,,,,117873.0,113830.0,126143.0,155112.0,Income Statement
Interest on Deposit,,,,,,,3089.0,2623.0,2963.0,6386.0,Income Statement
Inter on Other Borrowings,,,,,,,3978.0,4861.0,5985.0,10834.0,Income Statement
Total Interest Expense,,,,,,,7067.0,7484.0,8948.0,17220.0,Income Statement
Net Interest Income,,,,,,,110806.0,106346.0,117195.0,137892.0,Income Statement
Loan Loss Provision,,,,,,,-7726.0,-5815.0,-786.0,8284.0,Income Statement
NetInterIn after Loan Loss Provision,,,,,,,118532.0,112161.0,117981.0,129608.0,Income Statement
Fees & Commish from Operat,,,,,,,14683.0,13789.0,13959.0,11766.0,Income Statement
