,2017,2018,2019,2020,2021,2022,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Report
high,49.65,65.57,53.03,53.84,52.85,41.62,,,,,
low,44.15,42.74,32.54,26.6,36.14,24.81,,,,,
change,0.0639,-0.06230000000000001,0.126,-0.1629,-0.0536,-0.1745,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,221.0,213.0,200.0,205.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,373.0,338.0,349.0,554.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-3.0,-2.0,-2.0,-132.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,370.0,336.0,346.0,422.0,Balance Sheet
Other Receivables,,,,,,,68.0,53.0,55.0,52.0,Balance Sheet
"Total Receivables, Net",,,,,,,439.0,389.0,401.0,473.0,Balance Sheet
Invent. - Finished Goods,,,,,,,409.0,441.0,473.0,454.0,Balance Sheet
Invent. - Work In Progress,,,,,,,208.0,251.0,275.0,202.0,Balance Sheet
Invent. - Raw Materials,,,,,,,139.0,162.0,155.0,116.0,Balance Sheet
Total Inventory,,,,,,,756.0,854.0,902.0,772.0,Balance Sheet
Prepaid Expenses,,,,,,,110.0,111.0,105.0,91.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,,,9.0,7.0,6.0,6.0,Balance Sheet
Other Current Assets,,,,,,,15.0,20.0,28.0,43.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,24.0,27.0,34.0,49.0,Balance Sheet
Total Current Assets,,,,,,,1550.0,1594.0,1641.0,1590.0,Balance Sheet
Buildings,,,,,,,107.0,122.0,122.0,121.0,Balance Sheet
Land/Improvements,,,,,,,14.0,15.0,14.0,14.0,Balance Sheet
Machinery/Equipment,,,,,,,838.0,828.0,828.0,828.0,Balance Sheet
Construction in Progress,,,,,,,53.0,75.0,41.0,50.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,181.0,159.0,160.0,139.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,1193.0,1198.0,1165.0,1153.0,Balance Sheet
Accumulated Depreciation,,,,,,,-702.0,-705.0,-692.0,-690.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,491.0,493.0,473.0,462.0,Balance Sheet
"Goodwill, Net",,,,,,,1053.0,1049.0,1035.0,1003.0,Balance Sheet
Intangibles - Gross,,,,,,,2057.0,2057.0,2068.0,1540.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-201.0,-216.0,-230.0,-244.0,Balance Sheet
Intangibles - Net,,,,,,,1856.0,1841.0,1838.0,1296.0,Balance Sheet
Other Long Term Assets,,,,,,,135.0,162.0,176.0,159.0,Balance Sheet
Total Assets,,,,,,,5110.0,5160.0,5183.0,4572.0,Balance Sheet
Accounts Payable,,,,,,,420.0,383.0,373.0,329.0,Balance Sheet
Accrued Expenses,,,,,,,167.0,193.0,194.0,207.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,183.0,1.0,61.0,6.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,14.0,14.0,13.0,12.0,Balance Sheet
Income Taxes Payable,,,,,,,48.0,37.0,33.0,37.0,Balance Sheet
Other Current Liabilities,,,,,,,182.0,110.0,99.0,106.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,231.0,147.0,132.0,143.0,Balance Sheet
Total Current Liabilities,,,,,,,1016.0,739.0,773.0,698.0,Balance Sheet
Long Term Debt,,,,,,,3277.0,3552.0,3513.0,3468.0,Balance Sheet
Capital Lease Obligations,,,,,,,41.0,41.0,32.0,32.0,Balance Sheet
Total Long Term Debt,,,,,,,3318.0,3593.0,3545.0,3499.0,Balance Sheet
Total Debt,,,,,,,3516.0,3608.0,3619.0,3518.0,Balance Sheet
Deferred Income Tax,,,,,,,94.0,102.0,103.0,18.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,66.0,65.0,62.0,49.0,Balance Sheet
Other LT Liabilities,,,,,,,207.0,201.0,200.0,177.0,Balance Sheet
"Other Liabilities, Total",,,,,,,273.0,265.0,262.0,226.0,Balance Sheet
Total Liabilities,,,,,,,4701.0,4699.0,4683.0,4442.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,840.0,844.0,848.0,829.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,31.0,28.0,59.0,-305.0,Balance Sheet
Treasury Stock - Common,,,,,,,-251.0,-250.0,-250.0,-249.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-98.0,-75.0,-81.0,-78.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-133.0,-131.0,-129.0,-141.0,Balance Sheet
Other Comprehensive Income,,,,,,,19.0,44.0,51.0,73.0,Balance Sheet
"Other Equity, Total",,,,,,,-212.0,-162.0,-158.0,-145.0,Balance Sheet
Total Equity,,,,,,,409.0,461.0,500.0,131.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,5110.0,5160.0,5183.0,4572.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,67.0,71.0,71.0,71.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,6.0,6.0,6.0,6.0,Balance Sheet
Trsry Shrs-Pref. Iss. 1,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,846.0,685.0,728.0,790.0,Income Statement
"Cost of Revenue, Total",,,,,,,525.0,447.0,444.0,495.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,113.0,123.0,119.0,119.0,Income Statement
Advertising Expense,,,,,,,52.0,20.0,39.0,27.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,164.0,143.0,157.0,147.0,Income Statement
Research & Development,,,,,,,8.0,8.0,9.0,9.0,Income Statement
Depreciation/Amortization,,,,,,,15.0,15.0,15.0,15.0,Income Statement
"Inter Expense,Net Operatng",,,,,,,37.0,38.0,41.0,42.0,Income Statement
"Interest Income, Operating",,,,,,,0.0,0.0,0.0,0.0,Income Statement
"Invest Income, Operating",,,,,,,1.0,0.0,3.0,4.0,Income Statement
"Inter/Invest Inc, Operating",,,,,,,1.0,0.0,2.0,4.0,Income Statement
Restructuring Charge,,,,,,,4.0,0.0,0.0,1.0,Income Statement
Impair-Assets Held for Use,,,,,,,,,,542.0,Income Statement
Other Unusual Expnse (In),,,,,,,17.0,8.0,0.0,10.0,Income Statement
Unusual Expense (Income),,,,,,,21.0,8.0,-5.0,553.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,,,,,,-5.0,,Income Statement
"Other, Net",,,,,,,-1.0,-1.0,-1.0,1.0,Income Statement
"Other Operat Expse, Total",,,,,,,-1.0,-1.0,-1.0,1.0,Income Statement
Total Operating Expense,,,,,,,770.0,657.0,663.0,1266.0,Income Statement
Total Operating Income,,,,,,,77.0,28.0,65.0,-475.0,Income Statement
Income Before Tax,,,,,,,77.0,28.0,65.0,-475.0,Income Statement
Income Tax - Total,,,,,,,17.0,9.0,13.0,-112.0,Income Statement
Income After Tax,,,,,,,60.0,19.0,52.0,-363.0,Income Statement
