,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,43.87,56.86,54.16,51.25,44.39,37.59,,,,,
low,39.89,35.88,36.15,18.98,28.15,23.89,,,,,
change,0.055400000000000005,-0.10439999999999999,0.3361,-0.2661,-0.14880000000000002,0.0279,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,658.0,576.0,458.0,352.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,814.0,810.0,815.0,852.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-74.0,-79.0,-79.0,-82.0,Balance Sheet
"Total Receivables, Net",,,,,,,935.0,930.0,933.0,975.0,Balance Sheet
Invent. - Finished Goods,,,,,,,213.0,214.0,223.0,237.0,Balance Sheet
Invent. - Work In Progress,,,,,,,242.0,266.0,274.0,295.0,Balance Sheet
Invent. - Raw Materials,,,,,,,318.0,341.0,348.0,342.0,Balance Sheet
Inventories - Other,,,,,,,-95.0,-98.0,-96.0,-95.0,Balance Sheet
Total Inventory,,,,,,,678.0,722.0,749.0,779.0,Balance Sheet
Prepaid Expenses,,,,,,,117.0,148.0,141.0,117.0,Balance Sheet
Total Current Assets,,,,,,,2389.0,2377.0,2281.0,2224.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,1708.0,1668.0,1638.0,1609.0,Balance Sheet
Accumulated Depreciation,,,,,,,-1192.0,-1161.0,-1151.0,-1135.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,710.0,694.0,666.0,647.0,Balance Sheet
"Goodwill, Net",,,,,,,1196.0,1186.0,1163.0,1136.0,Balance Sheet
Intangibles - Net,,,,,,,152.0,148.0,140.0,134.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Other Long Term Assets,,,,,,,258.0,265.0,299.0,321.0,Balance Sheet
Total Assets,,,,,,,4750.0,4703.0,4583.0,4506.0,Balance Sheet
