,2017,2018,2019,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
high,28.12,34.9,23.34,50.35,111.44,97.14,,,,,
low,24.71,17.79,13.41,6.7,46.04,15.48,,,,,
change,0.024,-0.23579999999999998,0.1497,1.1414,0.9072,-0.748,,,,,
Date,,,,,,,2021-10-30 00:00:00,2022-01-29 00:00:00,2022-04-30 00:00:00,2022-07-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,12.0,50.0,62.0,28.0,Balance Sheet
Short Term Investments,,,,,,,35.0,,,,Balance Sheet
Cash and Short Term Invs,,,,,,,47.0,50.0,62.0,28.0,Balance Sheet
"Total Receivables, Net",,,,,,,2.0,4.0,,1.0,Balance Sheet
Total Inventory,,,,,,,127.0,124.0,130.0,142.0,Balance Sheet
Prepaid Expenses,,,,,,,17.0,15.0,16.0,17.0,Balance Sheet
Total Current Assets,,,,,,,194.0,193.0,208.0,188.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,353.0,359.0,337.0,346.0,Balance Sheet
Accumulated Depreciation,,,,,,,-281.0,-283.0,-269.0,-274.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,268.0,277.0,310.0,310.0,Balance Sheet
Other Long Term Assets,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Total Assets,,,,,,,468.0,474.0,523.0,502.0,Balance Sheet
Accounts Payable,,,,,,,103.0,99.0,88.0,83.0,Balance Sheet
Accrued Expenses,,,,,,,88.0,88.0,81.0,81.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Income Taxes Payable,,,,,,,0.0,,7.0,,Balance Sheet
Other Current Liabilities,,,,,,,2.0,0.0,1.0,1.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,2.0,0.0,8.0,1.0,Balance Sheet
Total Current Liabilities,,,,,,,193.0,187.0,176.0,166.0,Balance Sheet
Total Long Term Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,,,,,165.0,170.0,206.0,202.0,Balance Sheet
Total Liabilities,,,,,,,358.0,358.0,382.0,368.0,Balance Sheet
