,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,25.2,26.04,11.28,13.91,29.44,7.33,,,,,
low,19.08,5.64,0.134,1.0,4.83,2.77,,,,,
change,0.024100000000000003,-0.6781,-0.6197,3.0325,-0.539,-0.34950000000000003,,,,,
Date,,,,,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,432.0,377.0,468.0,456.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,15.0,,,,Balance Sheet
Prov. for Doubtful Accts,,,,,,,0.0,,,,Balance Sheet
"Total Receivables, Net",,,,,,,24.0,44.0,26.0,23.0,Balance Sheet
Invent. - Work In Progress,,,,,,,41.0,,,,Balance Sheet
Invent. - Raw Materials,,,,,,,26.0,,,,Balance Sheet
Total Inventory,,,,,,,67.0,65.0,83.0,81.0,Balance Sheet
Prepaid Expenses,,,,,,,9.0,10.0,14.0,14.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,11.0,13.0,5.0,6.0,Balance Sheet
Total Current Assets,,,,,,,543.0,509.0,595.0,580.0,Balance Sheet
Buildings,,,,,,,21.0,,,,Balance Sheet
Land/Improvements,,,,,,,1.0,,,,Balance Sheet
Machinery/Equipment,,,,,,,109.0,,,,Balance Sheet
Construction in Progress,,,,,,,6.0,,,,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,256.0,256.0,264.0,274.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,393.0,256.0,264.0,274.0,Balance Sheet
Accumulated Depreciation,,,,,,,-122.0,-20.0,-24.0,-28.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,271.0,285.0,292.0,306.0,Balance Sheet
"Goodwill, Net",,,,,,,4.0,4.0,4.0,4.0,Balance Sheet
Intangibles - Gross,,,,,,,22.0,22.0,22.0,22.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-3.0,-4.0,-4.0,-4.0,Balance Sheet
Intangibles - Net,,,,,,,19.0,18.0,18.0,18.0,Balance Sheet
