,2017,2018,2019,2020,2021,2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023,Report
high,99.91,109.98,125.38,153.66,152.57,160.77,,,,,
low,96.14,81.78,91.64,102.0,126.28,117.27,,,,,
change,0.015700000000000002,-0.061900000000000004,0.2968,0.21280000000000002,0.0027,0.066,,,,,
Date,,,,,,,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,2022-10-31 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,14760.0,11817.0,13923.0,11587.0,Balance Sheet
"Total Receivables, Net",,,,,,,8280.0,7674.0,7522.0,8218.0,Balance Sheet
Total Inventory,,,,,,,56511.0,61229.0,59921.0,64706.0,Balance Sheet
Prepaid Expenses,,,,,,,1519.0,2500.0,2798.0,3169.0,Balance Sheet
Total Current Assets,,,,,,,81070.0,83220.0,84164.0,87680.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,112624.0,113217.0,114392.0,115544.0,Balance Sheet
"Goodwill, Net",,,,,,,29014.0,29438.0,28664.0,28137.0,Balance Sheet
Other Long Term Assets,,,,,,,22152.0,20267.0,19979.0,16295.0,Balance Sheet
Total Assets,,,,,,,244860.0,246142.0,247199.0,247656.0,Balance Sheet
Accounts Payable,,,,,,,55261.0,52926.0,54191.0,57263.0,Balance Sheet
Accrued Expenses,,,,,,,27543.0,22546.0,25307.0,28900.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,410.0,11432.0,10634.0,6811.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,3314.0,4091.0,5850.0,6007.0,Balance Sheet
Dividends Payable,,,,,,,,4631.0,3049.0,1527.0,Balance Sheet
Income Taxes Payable,,,,,,,851.0,904.0,868.0,900.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,851.0,5535.0,3917.0,2427.0,Balance Sheet
Total Current Liabilities,,,,,,,87379.0,96530.0,99899.0,101408.0,Balance Sheet
Long Term Debt,,,,,,,34864.0,32174.0,29801.0,33935.0,Balance Sheet
Capital Lease Obligations,,,,,,,4243.0,4409.0,4420.0,4512.0,Balance Sheet
Total Long Term Debt,,,,,,,39107.0,36583.0,34221.0,38447.0,Balance Sheet
Total Debt,,,,,,,42831.0,52106.0,50705.0,51265.0,Balance Sheet
Deferred Income Tax,,,,,,,13474.0,13943.0,14092.0,14760.0,Balance Sheet
Minority Interest,,,,,,,8638.0,8964.0,8278.0,8130.0,Balance Sheet
"Other Liabilities, Total",,,,,,,13009.0,13226.0,13140.0,12658.0,Balance Sheet
Total Liabilities,,,,,,,161607.0,169246.0,169630.0,175403.0,Balance Sheet
Common Stock,,,,,,,276.0,275.0,272.0,270.0,Balance Sheet
Additional Paid-In Capital,,,,,,,4839.0,4587.0,4672.0,4817.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,86904.0,80532.0,82519.0,77946.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-8100.0,-7875.0,-8980.0,,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-12.0,-11.0,-9.0,,Balance Sheet
Other Comprehensive Income,,,,,,,-654.0,-612.0,-905.0,-10780.0,Balance Sheet
"Other Equity, Total",,,,,,,-8766.0,-8498.0,-9894.0,-10780.0,Balance Sheet
Total Equity,,,,,,,83253.0,76896.0,77569.0,72253.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,244860.0,246142.0,247199.0,247656.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,2761.0,2748.0,2722.0,2714.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,2022-10-31 00:00:00,Income Statement
Total Revenue,,,,,,,152871.0,141569.0,152859.0,152813.0,Income Statement
"Cost of Revenue, Total",,,,,,,115522.0,106847.0,115838.0,115613.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,30962.0,29404.0,30167.0,34505.0,Income Statement
Unusual Expense (Income),,,,,,,-300.0,400.0,-200.0,0.0,Income Statement
Total Operating Expense,,,,,,,146184.0,136651.0,145805.0,150118.0,Income Statement
Total Operating Income,,,,,,,6687.0,4918.0,7054.0,2695.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-427.0,-455.0,-479.0,-584.0,Income Statement
"Inter Income, Non-Operating",,,,,,,47.0,36.0,31.0,84.0,Income Statement
"Invest Income, Non-Operat",,,,,,,,,1200.0,,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,47.0,36.0,1231.0,84.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,-1525.0,-1598.0,-1162.0,-3626.0,Income Statement
"Other, Net",,,,,,,-1525.0,-1598.0,-1162.0,-3626.0,Income Statement
Income Before Tax,,,,,,,4782.0,2901.0,6644.0,-1431.0,Income Statement
Income Tax - Total,,,,,,,1149.0,798.0,1497.0,336.0,Income Statement
Income After Tax,,,,,,,3633.0,2103.0,5147.0,-1767.0,Income Statement
Minority Interest,,,,,,,-71.0,-49.0,2.0,-31.0,Income Statement
Net Inc Before Extra Items,,,,,,,3562.0,2054.0,5149.0,-1798.0,Income Statement
Total Net Income,,,,,,,3562.0,2054.0,5149.0,-1798.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,3562.0,2054.0,5149.0,-1798.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,3562.0,2054.0,5149.0,-1798.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,2771.0,2754.0,2736.0,2711.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,1.29,0.75,1.88,-0.66,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,1.29,0.75,1.88,-0.66,Income Statement
Diluted Weighted Average Shares,,,,,,,2781.0,2765.0,2745.0,2711.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,1.28,0.74,1.88,-0.66,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,1.28,0.74,1.88,-0.66,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.55,0.56,0.56,0.56,Income Statement
Gross Divid - Common Stock,,,,,,,1546.0,6173.0,0.0,,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,427.0,455.0,479.0,584.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,2706.0,2680.0,2699.0,2755.0,Income Statement
Total Special Items,,,,,,,-300.0,400.0,-200.0,0.0,Income Statement
Normalzd Income Before Tax,,,,,,,4482.0,3301.0,6444.0,-1431.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,-72.0,110.0,-45.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,1077.0,908.0,1452.0,336.0,Income Statement
Normalized Income After Tax,,,,,,,3405.0,2393.0,4992.0,-1767.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,3334.0,2344.0,4994.0,-1798.0,Income Statement
Basic Normalized EPS,,,,,,,1.2,0.85,1.83,-0.66,Income Statement
Diluted Normalized EPS,,,,,,,1.2,0.85,1.82,-0.66,Income Statement
Date,,,,,,,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,2022-10-31 00:00:00,Cash Flow
Net Income,,,,,,,13940.0,2103.0,7250.0,5483.0,Cash Flow
Depreciation/Depletion,,,,,,,10658.0,2680.0,5379.0,8134.0,Cash Flow
Deferred Taxes,,,,,,,-755.0,-69.0,111.0,28.0,Cash Flow
Unusual Items,,,,,,,5283.0,1989.0,1988.0,5611.0,Cash Flow
Other Non-Cash Items,,,,,,,1652.0,-59.0,244.0,921.0,Cash Flow
Non-Cash Items,,,,,,,6935.0,1930.0,2232.0,6532.0,Cash Flow
Accounts Receivable,,,,,,,-1796.0,837.0,874.0,-59.0,Cash Flow
Inventories,,,,,,,-11764.0,-4699.0,-3730.0,-9008.0,Cash Flow
Accounts Payable,,,,,,,5520.0,-1640.0,-453.0,3183.0,Cash Flow
Accrued Expenses,,,,,,,1404.0,-4949.0,-2439.0,1354.0,Cash Flow
Changes in Working Capital,,,,,,,-4749.0,-10402.0,-5732.0,-4479.0,Cash Flow
Total Cash from Operations,,,,,,,26029.0,-3758.0,9240.0,15698.0,Cash Flow
Capital Expenditures,,,,,,,-13106.0,-3539.0,-7492.0,-12061.0,Cash Flow
Acquisition of Business,,,,,,,-359.0,-598.0,-616.0,-730.0,Cash Flow
Sale of Business,,,,,,,7935.0,0.0,0.0,,Cash Flow
Sale of Fixed Assets,,,,,,,394.0,35.0,72.0,126.0,Cash Flow
Other Investing Cash Flow,,,,,,,-879.0,-456.0,-548.0,-300.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,7091.0,-1019.0,-1092.0,-904.0,Cash Flow
Total Cash from Investing,,,,,,,-6015.0,-4558.0,-8584.0,-12965.0,Cash Flow
Financing Cash Flow Items,,,,,,,-1017.0,-803.0,-1363.0,-2254.0,Cash Flow
Total Cash Dividends Paid,,,,,,,-6152.0,-1543.0,-3081.0,-4600.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-9787.0,-2408.0,-5747.0,-8708.0,Cash Flow
"Short Term Debt, Net",,,,,,,193.0,10995.0,10230.0,6451.0,Cash Flow
Long Term Debt Issued,,,,,,,6945.0,,,4969.0,Cash Flow
Long Term Debt Reduction,,,,,,,-13010.0,-926.0,-1439.0,-1439.0,Cash Flow
"Long Term Debt, Net",,,,,,,-6065.0,-926.0,-1439.0,3530.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,-5872.0,10069.0,8791.0,9981.0,Cash Flow
Total Cash From Financing,,,,,,,-22828.0,5315.0,-1400.0,-5581.0,Cash Flow
Foreign Exchange Effects,,,,,,,-140.0,49.0,-100.0,-331.0,Cash Flow
Net Change in Cash,,,,,,,-2954.0,-2952.0,-844.0,-3179.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,17788.0,14834.0,14834.0,14834.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,14834.0,11882.0,13990.0,11655.0,Cash Flow
"Depreciation, Supplemental",,,,,,,10658.0,2680.0,5379.0,8134.0,Cash Flow
Free Cash Flow,,,,,,,12923.0,-7297.0,1748.0,3637.0,
FCF Growth,,,,,,,,-1.5646521705486343,-1.239550500205564,1.0806636155606406,
