,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,32.44,16.78,,,,,
low,12.56,2.5,,,,,
change,-0.289,-0.8174,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,288576.0,239715.0,207294.0,180727.0,Balance Sheet
"Trade Accts Recvble, Net",,,16000.0,9196.0,9757.0,14156.0,Balance Sheet
Other Receivables,,,23945.0,23125.0,21558.0,21796.0,Balance Sheet
"Total Receivables, Net",,,39945.0,32321.0,31315.0,35952.0,Balance Sheet
Invent. - Finished Goods,,,108585.0,120283.0,133869.0,135199.0,Balance Sheet
Inventories - Other,,,-1709.0,-1813.0,-11572.0,-8729.0,Balance Sheet
Total Inventory,,,106876.0,118470.0,122297.0,126470.0,Balance Sheet
Prepaid Expenses,,,7865.0,10289.0,8219.0,6670.0,Balance Sheet
Restricted Cash - Current,,,0.0,630.0,630.0,630.0,Balance Sheet
Other Current Assets,,,1106.0,929.0,859.0,823.0,Balance Sheet
"Other Curr. Assets, Total",,,1106.0,1559.0,1489.0,1453.0,Balance Sheet
Total Current Assets,,,444368.0,402354.0,370614.0,351272.0,Balance Sheet
Buildings,,,27137.0,30627.0,34198.0,37025.0,Balance Sheet
Machinery/Equipment,,,16469.0,18595.0,21119.0,23315.0,Balance Sheet
Other Prop./Plant/Equip.,,,15276.0,17912.0,19835.0,22697.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,58882.0,67134.0,75152.0,83037.0,Balance Sheet
Accumulated Depreciation,,,-20927.0,-24198.0,-27292.0,-30826.0,Balance Sheet
Prop./Plant/Equip. - Net,,,37955.0,42936.0,47860.0,52211.0,Balance Sheet
Intangibles - Net,,,622.0,501.0,378.0,255.0,Balance Sheet
Long Term Investments,,,2250.0,2250.0,2250.0,2250.0,Balance Sheet
Note Rcvble - Long Term,,,,,3839.0,3839.0,Balance Sheet
Other Long Term Assets,,,3132.0,3239.0,3490.0,3639.0,Balance Sheet
Total Assets,,,488429.0,451382.0,428533.0,413568.0,Balance Sheet
Accounts Payable,,,30726.0,17061.0,15096.0,17771.0,Balance Sheet
Accrued Expenses,,,22861.0,17197.0,16651.0,19879.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,4187.0,3587.0,3212.0,3398.0,Balance Sheet
Income Taxes Payable,,,17930.0,16876.0,19990.0,19280.0,Balance Sheet
Other Current Liabilities,,,5452.0,3876.0,3521.0,3189.0,Balance Sheet
"Other Curr. Lblts, Total",,,27569.0,24339.0,26723.0,25867.0,Balance Sheet
Total Current Liabilities,,,81156.0,58597.0,58470.0,63517.0,Balance Sheet
Total Long Term Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,10269.0,12465.0,15743.0,17676.0,Balance Sheet
Total Liabilities,,,91425.0,71062.0,74213.0,81193.0,Balance Sheet
Redeemable Preferred Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,15.0,15.0,15.0,15.0,Balance Sheet
Additional Paid-In Capital,,,533709.0,539578.0,546346.0,553333.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-137386.0,-159265.0,-188634.0,-213876.0,Balance Sheet
