,2017,2018,2019,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
high,49.31,52.52,42.03,39.23,43.04,38.36,,,,,
low,44.75,30.32,27.49,14.45,32.5,20.21,,,,,
change,0.059500000000000004,-0.3154,0.1389,-0.0276,-0.0175,-0.25579999999999997,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,102.0,100.0,86.0,65.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,282.0,322.0,305.0,288.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-9.0,-10.0,-9.0,-9.0,Balance Sheet
"Total Receivables, Net",,,,,,,273.0,312.0,295.0,279.0,Balance Sheet
Invent. - Finished Goods,,,,,,,320.0,331.0,317.0,331.0,Balance Sheet
Invent. - Work In Progress,,,,,,,191.0,207.0,231.0,243.0,Balance Sheet
Invent. - Raw Materials,,,,,,,99.0,101.0,107.0,101.0,Balance Sheet
LIFO Reserve,,,,,,,-76.0,-77.0,-84.0,-85.0,Balance Sheet
Total Inventory,,,,,,,533.0,562.0,571.0,591.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,77.0,70.0,73.0,77.0,Balance Sheet
Total Current Assets,,,,,,,984.0,1043.0,1025.0,1011.0,Balance Sheet
Land/Improvements,,,,,,,415.0,414.0,410.0,410.0,Balance Sheet
Machinery/Equipment,,,,,,,1938.0,1940.0,1905.0,1869.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,46.0,46.0,47.0,44.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,2398.0,2400.0,2362.0,2322.0,Balance Sheet
Accumulated Depreciation,,,,,,,-1330.0,-1342.0,-1313.0,-1306.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,1068.0,1058.0,1049.0,1016.0,Balance Sheet
"Goodwill, Gross",,,,,,,1084.0,1082.0,1075.0,1069.0,Balance Sheet
Accum. Goodwill Amort.,,,,,,,-811.0,-811.0,-811.0,-811.0,Balance Sheet
"Goodwill, Net",,,,,,,273.0,271.0,264.0,258.0,Balance Sheet
Intangibles - Gross,,,,,,,272.0,270.0,266.0,263.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-159.0,-160.0,-161.0,-161.0,Balance Sheet
Intangibles - Net,,,,,,,113.0,110.0,106.0,102.0,Balance Sheet
Pension Bene. - Overfunded,,,,,,,,,66.0,,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,57.0,56.0,55.0,53.0,Balance Sheet
Other Long Term Assets,,,,,,,115.0,121.0,9.0,76.0,Balance Sheet
Total Assets,,,,,,,2611.0,2660.0,2574.0,2516.0,Balance Sheet
Accounts Payable,,,,,,,186.0,198.0,228.0,206.0,Balance Sheet
Accrued Expenses,,,,,,,57.0,64.0,69.0,53.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,12.0,29.0,21.0,85.0,Balance Sheet
Income Taxes Payable,,,,,,,30.0,37.0,29.0,39.0,Balance Sheet
Other Current Liabilities,,,,,,,126.0,133.0,138.0,115.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,156.0,170.0,168.0,154.0,Balance Sheet
Total Current Liabilities,,,,,,,411.0,460.0,486.0,497.0,Balance Sheet
Total Long Term Debt,,,,,,,593.0,593.0,594.0,595.0,Balance Sheet
Total Debt,,,,,,,605.0,622.0,616.0,680.0,Balance Sheet
Deferred Income Tax,,,,,,,24.0,24.0,32.0,31.0,Balance Sheet
Minority Interest,,,,,,,41.0,42.0,39.0,37.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,163.0,159.0,113.0,107.0,Balance Sheet
Other LT Liabilities,,,,,,,64.0,62.0,57.0,48.0,Balance Sheet
"Other Liabilities, Total",,,,,,,227.0,220.0,170.0,155.0,Balance Sheet
Total Liabilities,,,,,,,1295.0,1339.0,1321.0,1315.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,,0.0,0.0,Balance Sheet
Common Stock,,,,,,,104.0,103.0,102.0,101.0,Balance Sheet
Additional Paid-In Capital,,,,,,,535.0,525.0,494.0,479.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,1027.0,1045.0,1071.0,1083.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-148.0,-156.0,-210.0,-261.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-206.0,-202.0,-208.0,-204.0,Balance Sheet
Other Comprehensive Income,,,,,,,5.0,5.0,5.0,4.0,Balance Sheet
"Other Equity, Total",,,,,,,-349.0,-353.0,-414.0,-461.0,Balance Sheet
Total Equity,,,,,,,1316.0,1320.0,1253.0,1201.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,2611.0,2660.0,2574.0,2516.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,83.0,83.0,81.0,81.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,487.0,512.0,530.0,495.0,Income Statement
"Cost of Revenue, Total",,,,,,,332.0,346.0,360.0,335.0,Income Statement
Research & Development,,,,,,,11.0,11.0,11.0,11.0,Income Statement
Depreciation/Amortization,,,,,,,3.0,3.0,3.0,3.0,Income Statement
Restructuring Charge,,,,,,,-2.0,3.0,2.0,0.0,Income Statement
Impair-Assets Held for Use,,,,,,,,,0.0,,Income Statement
Other Unusual Expnse (In),,,,,,,-1.0,0.0,0.0,,Income Statement
Unusual Expense (Income),,,,,,,-3.0,3.0,2.0,0.0,Income Statement
"Other Operat Expse, Total",,,,,,,96.0,96.0,92.0,98.0,Income Statement
Total Operating Expense,,,,,,,439.0,459.0,467.0,446.0,Income Statement
Total Operating Income,,,,,,,48.0,53.0,63.0,49.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-6.0,-6.0,-7.0,-7.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,3.0,5.0,3.0,-1.0,Income Statement
"Other, Net",,,,,,,3.0,5.0,3.0,-1.0,Income Statement
Income Before Tax,,,,,,,44.0,51.0,59.0,41.0,Income Statement
Income Tax - Total,,,,,,,11.0,15.0,17.0,11.0,Income Statement
Income After Tax,,,,,,,33.0,37.0,43.0,30.0,Income Statement
Minority Interest,,,,,,,-1.0,-2.0,-1.0,-1.0,Income Statement
Net Inc Before Extra Items,,,,,,,31.0,35.0,42.0,28.0,Income Statement
Total Net Income,,,,,,,31.0,35.0,42.0,28.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,31.0,35.0,42.0,28.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,31.0,35.0,42.0,28.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,84.0,83.0,82.0,82.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.38,0.42,0.51,0.35,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.38,0.42,0.51,0.35,Income Statement
Diluted Weighted Average Shares,,,,,,,84.0,84.0,83.0,82.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.37,0.42,0.5,0.34,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.37,0.42,0.5,0.34,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.2,0.2,0.2,0.2,Income Statement
Gross Divid - Common Stock,,,,,,,17.0,17.0,17.0,16.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,6.0,6.0,7.0,7.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,29.0,30.0,31.0,29.0,Income Statement
Total Special Items,,,,,,,-3.0,3.0,2.0,0.0,Income Statement
Normalzd Income Before Tax,,,,,,,42.0,55.0,61.0,41.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,-1.0,1.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,11.0,15.0,17.0,11.0,Income Statement
Normalized Income After Tax,,,,,,,31.0,39.0,44.0,30.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,29.0,37.0,43.0,28.0,Income Statement
