,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,11.14,13.46,,,,,
low,5.27,4.09,,,,,
change,-0.0655,0.0012,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,103859.0,103863.0,110779.0,114808.0,Balance Sheet
"Trade Accts Recvble, Gross",,,84873.0,77112.0,91195.0,93160.0,Balance Sheet
Prov. for Doubtful Accts,,,-1295.0,-1554.0,-1654.0,-1746.0,Balance Sheet
"Total Receivables, Net",,,83578.0,75558.0,89541.0,91414.0,Balance Sheet
Prepaid Expenses,,,6970.0,6773.0,6482.0,7600.0,Balance Sheet
"Other Curr. Assets, Total",,,1649.0,1825.0,1906.0,1893.0,Balance Sheet
Total Current Assets,,,196056.0,188019.0,208708.0,215715.0,Balance Sheet
Buildings,,,2196.0,,,,Balance Sheet
Machinery/Equipment,,,18900.0,,,,Balance Sheet
Other Prop./Plant/Equip.,,,1635.0,,,,Balance Sheet
Prop./Plant/Equip. - Gross,,,22731.0,,,,Balance Sheet
Accumulated Depreciation,,,-17101.0,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,5630.0,5329.0,5538.0,6235.0,Balance Sheet
"Goodwill, Net",,,114509.0,133049.0,133029.0,133009.0,Balance Sheet
Intangibles - Gross,,,231178.0,152776.0,156674.0,160647.0,Balance Sheet
Accum. Intangible Amort.,,,-152177.0,-65410.0,-71835.0,-78183.0,Balance Sheet
Intangibles - Net,,,79001.0,87366.0,84839.0,82464.0,Balance Sheet
Other Long Term Assets,,,1113.0,1545.0,2472.0,2059.0,Balance Sheet
Total Assets,,,397265.0,416317.0,435816.0,440735.0,Balance Sheet
Accounts Payable,,,21711.0,17272.0,38069.0,28400.0,Balance Sheet
Accrued Expenses,,,63979.0,62353.0,53213.0,63516.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,6866.0,5699.0,5864.0,6104.0,Balance Sheet
Other Current Liabilities,,,13201.0,23888.0,27404.0,25478.0,Balance Sheet
"Other Curr. Lblts, Total",,,20067.0,29587.0,33268.0,31582.0,Balance Sheet
