,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,58.61,59.2,62.75,61.32,78.17,76.0,,,,,
low,54.18,40.54,42.77,19.04,47.47,60.17,,,,,
change,-0.0126,-0.21100000000000002,0.3948,-0.19649999999999998,0.3911,0.0962,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash,,,,,,,205.0,223.0,258.0,175.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,1027.0,995.0,970.0,941.0,Balance Sheet
"Goodwill, Net",,,,,,,1911.0,1911.0,1911.0,1911.0,Balance Sheet
Intangibles - Net,,,,,,,858.0,835.0,813.0,796.0,Balance Sheet
LT Invt. - Affiliate Comp.,,,,,,,3353.0,3659.0,3856.0,4108.0,Balance Sheet
LT Investments - Other,,,,,,,54396.0,52292.0,48536.0,46553.0,Balance Sheet
Long Term Investments,,,,,,,57749.0,55951.0,52392.0,50661.0,Balance Sheet
Insurance Receivables,,,,,,,4445.0,4787.0,4996.0,4990.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,270.0,706.0,1191.0,1507.0,Balance Sheet
Disct. Ops. - LT Asset,,,,,,,0.0,,,,Balance Sheet
Restricted Cash - LT,,,,,,,132.0,83.0,90.0,110.0,Balance Sheet
Def. Policy Acq. Costs,,,,,,,881.0,941.0,975.0,1008.0,Balance Sheet
Reinsurance - Asset,,,,,,,6523.0,6626.0,6726.0,6644.0,Balance Sheet
Other Assets,,,,,,,2577.0,2194.0,2080.0,3058.0,Balance Sheet
"Other Assets, Total",,,,,,,9100.0,8820.0,8806.0,9702.0,Balance Sheet
Total Assets,,,,,,,76578.0,75252.0,72402.0,71801.0,Balance Sheet
Accrued Expenses,,,,,,,184.0,,,,Balance Sheet
Policy Liabilities,,,,,,,48136.0,48568.0,49110.0,49761.0,Balance Sheet
Insurance Reserves,,,,,,,596.0,582.0,576.0,567.0,Balance Sheet
Unearned Prem. Or Rev.,,,,,,,7194.0,7550.0,7838.0,7934.0,Balance Sheet
Other Policyholders’ Funds,,,,,,,687.0,677.0,664.0,659.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,,591.0,,,Balance Sheet
Total Long Term Debt,,,,,,,4944.0,4354.0,4355.0,4356.0,Balance Sheet
Total Debt,,,,,,,4944.0,4945.0,4355.0,4356.0,Balance Sheet
Discont. Ops. - Lblts,,,,,,,0.0,,,,Balance Sheet
Other Liabilities,,,,,,,5471.0,5842.0,4711.0,4729.0,Balance Sheet
"Other Liabilities, Total",,,,,,,5471.0,5842.0,4711.0,4729.0,Balance Sheet
Total Liabilities,,,,,,,58735.0,59355.0,58176.0,58846.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,334.0,334.0,334.0,334.0,Balance Sheet
Common Stock,,,,,,,4.0,4.0,4.0,4.0,Balance Sheet
Additional Paid-In Capital,,,,,,,3309.0,3249.0,3264.0,3277.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,15764.0,16077.0,16388.0,16598.0,Balance Sheet
Treasury Stock - Common,,,,,,,-1740.0,-2068.0,-2502.0,-2844.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,1616.0,-266.0,-1858.0,-3038.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,41.0,41.0,33.0,14.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-1489.0,-1477.0,-1465.0,-1452.0,Balance Sheet
Other Comprehensive Income,,,,,,,4.0,3.0,28.0,62.0,Balance Sheet
"Other Equity, Total",,,,,,,-1444.0,-1433.0,-1404.0,-1376.0,Balance Sheet
Total Equity,,,,,,,17843.0,15897.0,14226.0,12955.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,76578.0,75252.0,72402.0,71801.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,335.0,331.0,325.0,320.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,32.0,36.0,42.0,47.0,Balance Sheet
Trsry Shrs-Pref. Iss. 1,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Net Premiums Earned,,,,,,,4631.0,4651.0,4810.0,4910.0,Income Statement
Other Insurance Revenue,,,,,,,400.0,378.0,360.0,349.0,Income Statement
Total Premiums Earned,,,,,,,5031.0,5029.0,5170.0,5259.0,Income Statement
Net Investment Income,,,,,,,573.0,509.0,541.0,487.0,Income Statement
Realized Gains (Losses),,,,,,,212.0,-145.0,-338.0,-166.0,Income Statement
Total Revenue,,,,,,,5816.0,5393.0,5373.0,5580.0,Income Statement
"Losses,Benies& Adjmts,Total",,,,,,,3173.0,3118.0,3076.0,3408.0,Income Statement
Amort. Of Policy Acquisition Costs,,,,,,,428.0,440.0,453.0,467.0,Income Statement
Depreciation/Amortization,,,,,,,18.0,18.0,17.0,18.0,Income Statement
Restructuring Charge,,,,,,,2.0,5.0,2.0,3.0,Income Statement
Other Unusual Expnse (In),,,,,,,0.0,,9.0,0.0,Income Statement
Unusual Expense (Income),,,,,,,2.0,5.0,11.0,3.0,Income Statement
"Other Operat Expse, Total",,,,,,,1233.0,1207.0,1213.0,1203.0,Income Statement
Total Operating Expense,,,,,,,4854.0,4788.0,4770.0,5099.0,Income Statement
Total Operating Income,,,,,,,962.0,605.0,603.0,481.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-62.0,-62.0,-51.0,-50.0,Income Statement
Income Before Tax,,,,,,,900.0,543.0,552.0,431.0,Income Statement
Income Tax - Total,,,,,,,171.0,98.0,110.0,92.0,Income Statement
Income After Tax,,,,,,,729.0,445.0,442.0,339.0,Income Statement
Net Inc Before Extra Items,,,,,,,729.0,445.0,442.0,339.0,Income Statement
Total Net Income,,,,,,,729.0,445.0,442.0,339.0,Income Statement
Total Adjust to Net Income,,,,,,,-5.0,-5.0,-5.0,-6.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,724.0,440.0,437.0,333.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,724.0,440.0,437.0,333.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,339.0,332.0,327.0,322.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,2.14,1.32,1.33,1.03,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,2.14,1.32,1.33,1.03,Income Statement
Diluted Weighted Average Shares,,,,,,,345.0,337.0,332.0,326.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,2.1,1.3,1.32,1.02,Income Statement
