,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,50.25,53.82,65.31,69.17,65.79,73.76,,,,,
low,46.76,40.48,47.97,46.03,53.19,52.41,,,,,
change,-0.049400000000000006,0.0477,0.269,-0.0294,0.0727,-0.0572,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,452.0,446.0,77.0,168.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,951.0,1062.0,1015.0,1187.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-20.0,-20.0,-24.0,-26.0,Balance Sheet
"Total Receivables, Net",,,,,,,943.0,1052.0,1004.0,1175.0,Balance Sheet
Invent. - Raw Materials,,,,,,,168.0,174.0,184.0,196.0,Balance Sheet
Gas in Storage - Inventory,,,,,,,462.0,233.0,606.0,1057.0,Balance Sheet
Fuel - Inventory,,,,,,,37.0,47.0,55.0,51.0,Balance Sheet
Total Inventory,,,,,,,667.0,454.0,845.0,1304.0,Balance Sheet
Prepaid Expenses,,,,,,,120.0,158.0,167.0,103.0,Balance Sheet
Restricted Cash - Current,,,,,,,24.0,28.0,19.0,27.0,Balance Sheet
Deferred Income Tax,,,,,,,2210.0,2315.0,2326.0,2367.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,,,19.0,,,,Balance Sheet
Other Current Assets,,,,,,,46.0,34.0,23.0,15.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,445.0,349.0,300.0,276.0,Balance Sheet
Total Current Assets,,,,,,,2627.0,2459.0,2393.0,3026.0,Balance Sheet
Construction in Progress,,,,,,,961.0,884.0,912.0,1078.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,26.0,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,987.0,884.0,912.0,1078.0,Balance Sheet
Utility Plant,,,,,,,29893.0,30199.0,29426.0,30125.0,Balance Sheet
Utlty. Plnt. Accum. Deprc.,,,,,,,-8502.0,-8543.0,-8711.0,-8863.0,Balance Sheet
"Total Utility Plant, Net",,,,,,,21391.0,21656.0,20715.0,21262.0,Balance Sheet
Long Term Investments,,,,,,,71.0,71.0,69.0,70.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,30.0,30.0,29.0,28.0,Balance Sheet
Other Long Term Assets,,,,,,,3647.0,3640.0,4922.0,4908.0,Balance Sheet
Total Assets,,,,,,,28753.0,28740.0,29040.0,30372.0,Balance Sheet
Accounts Payable,,,,,,,886.0,695.0,914.0,956.0,Balance Sheet
Accrued Expenses,,,,,,,122.0,112.0,107.0,117.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,45.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,382.0,382.0,674.0,1000.0,Balance Sheet
Income Taxes Payable,,,,,,,515.0,389.0,392.0,178.0,Balance Sheet
Discontinued Operations,,,,,,,0.0,,,,Balance Sheet
Other Current Liabilities,,,,,,,299.0,236.0,257.0,237.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,814.0,625.0,649.0,415.0,Balance Sheet
Total Current Liabilities,,,,,,,2204.0,1814.0,2389.0,2488.0,Balance Sheet
Long Term Debt,,,,,,,12046.0,12045.0,11667.0,12685.0,Balance Sheet
Capital Lease Obligations,,,,,,,46.0,46.0,44.0,70.0,Balance Sheet
Total Long Term Debt,,,,,,,12092.0,12091.0,11711.0,12755.0,Balance Sheet
Total Debt,,,,,,,12474.0,12473.0,12430.0,13755.0,Balance Sheet
Minority Interest,,,,,,,557.0,551.0,593.0,591.0,Balance Sheet
Reserves,,,,,,,628.0,619.0,620.0,747.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,142.0,140.0,137.0,136.0,Balance Sheet
Other LT Liabilities,,,,,,,4289.0,4356.0,4386.0,4375.0,Balance Sheet
Discont. Ops. - Lblts,,,,,,,0.0,,,,Balance Sheet
"Other Liabilities, Total",,,,,,,5059.0,5115.0,5143.0,5258.0,Balance Sheet
Total Liabilities,,,,,,,22122.0,21886.0,22162.0,23459.0,Balance Sheet
Redeemable Preferred Stock,,,,,,,224.0,224.0,224.0,224.0,Balance Sheet
Common Stock,,,,,,,3.0,3.0,3.0,3.0,Balance Sheet
Additional Paid-In Capital,,,,,,,5406.0,5406.0,5417.0,5423.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,1057.0,1275.0,1286.0,1315.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-56.0,-53.0,-52.0,-52.0,Balance Sheet
Other Comprehensive Income,,,,,,,-3.0,-1.0,0.0,0.0,Balance Sheet
"Other Equity, Total",,,,,,,-59.0,-54.0,-52.0,-52.0,Balance Sheet
Total Equity,,,,,,,6631.0,6854.0,6878.0,6913.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,28753.0,28740.0,29040.0,30372.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,290.0,290.0,290.0,290.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsry Shrs-Pref. Iss. 1,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Electric Operations,,,,,,,1245.0,1241.0,1325.0,1594.0,Income Statement
Gas Operations,,,,,,,702.0,1042.0,477.0,292.0,Income Statement
Revenue,,,,,,,1947.0,2283.0,1802.0,1886.0,Income Statement
"Other Revenue, Total",,,,,,,86.0,91.0,118.0,138.0,Income Statement
Total Revenue,,,,,,,2033.0,2374.0,1920.0,2024.0,Income Statement
Purchased Power,,,,,,,456.0,472.0,501.0,593.0,Income Statement
Cost of Revenue,,,,,,,303.0,468.0,216.0,118.0,Income Statement
"Cost of Revenue, Total",,,,,,,759.0,940.0,717.0,711.0,Income Statement
Fuel Expense,,,,,,,155.0,167.0,241.0,312.0,Income Statement
Operations & Maintenance,,,,,,,534.0,334.0,392.0,413.0,Income Statement
Depreciation/Amortization,,,,,,,282.0,345.0,242.0,243.0,Income Statement
"Other Operat Expse, Total",,,,,,,99.0,132.0,89.0,87.0,Income Statement
Total Operating Expense,,,,,,,1829.0,1918.0,1681.0,1766.0,Income Statement
Total Operating Income,,,,,,,204.0,456.0,239.0,258.0,Income Statement
"Inter Expse, Non-Operating",,,,,,,-127.0,-125.0,-126.0,-130.0,Income Statement
"Inter Capital, Non-Operat",,,,,,,1.0,1.0,0.0,0.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-126.0,-124.0,-126.0,-130.0,Income Statement
"Inter Income, Non-Operating",,,,,,,1.0,1.0,1.0,1.0,Income Statement
"Invest Income, Non-Operat",,,,,,,2.0,0.0,0.0,1.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,3.0,1.0,1.0,2.0,Income Statement
Allow Funds Used Dur Const,,,,,,,3.0,2.0,1.0,1.0,Income Statement
"Other, Net",,,,,,,35.0,45.0,41.0,51.0,Income Statement
Income Before Tax,,,,,,,119.0,380.0,156.0,182.0,Income Statement
Income Tax - Total,,,,,,,55.0,39.0,14.0,19.0,Income Statement
Income After Tax,,,,,,,64.0,341.0,142.0,163.0,Income Statement
Minority Interest,,,,,,,5.0,8.0,6.0,2.0,Income Statement
Net Inc Before Extra Items,,,,,,,69.0,349.0,148.0,165.0,Income Statement
Discontinued Operations,,,,,,,665.0,5.0,0.0,0.0,Income Statement
Extraordinary Item,,,,,,,50.0,,,,Income Statement
Tax on Extraordinary Items,,,,,,,-145.0,-1.0,0.0,0.0,Income Statement
Total Extraordinary Items,,,,,,,570.0,4.0,0.0,0.0,Income Statement
Total Net Income,,,,,,,639.0,353.0,148.0,165.0,Income Statement
Total Adjust to Net Income,,,,,,,-2.0,-2.0,-3.0,-2.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,67.0,347.0,145.0,163.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,637.0,351.0,145.0,163.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,289.0,289.0,290.0,290.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.23,1.2,0.5,0.56,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,2.2,1.21,0.5,0.56,Income Statement
Diluted Weighted Average Shares,,,,,,,290.0,290.0,290.0,290.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.23,1.2,0.5,0.56,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,2.2,1.21,0.5,0.56,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.44,0.46,0.46,0.46,Income Statement
Gross Divid - Common Stock,,,,,,,127.0,133.0,134.0,134.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,126.0,124.0,126.0,130.0,Income Statement
"Interest Capitalized, Suppl",,,,,,,-1.0,-1.0,0.0,0.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,282.0,345.0,242.0,243.0,Income Statement
Normalzd Income Before Tax,,,,,,,119.0,380.0,156.0,182.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,55.0,39.0,14.0,19.0,Income Statement
Normalized Income After Tax,,,,,,,64.0,341.0,142.0,163.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,67.0,347.0,145.0,163.0,Income Statement
Basic Normalized EPS,,,,,,,0.23,1.2,0.5,0.56,Income Statement
Diluted Normalized EPS,,,,,,,0.23,1.2,0.5,0.56,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,1330.0,345.0,487.0,650.0,Cash Flow
Depreciation/Depletion,,,,,,,1114.0,345.0,587.0,830.0,Cash Flow
Deferred Taxes,,,,,,,249.0,33.0,39.0,58.0,Cash Flow
Discontinued Operations,,,,,,,-111.0,,,0.0,Cash Flow
Unusual Items,,,,,,,-657.0,-5.0,-5.0,-5.0,Cash Flow
Other Non-Cash Items,,,,,,,-60.0,-22.0,-33.0,-60.0,Cash Flow
Non-Cash Items,,,,,,,-828.0,-27.0,-38.0,-65.0,Cash Flow
Accounts Receivable,,,,,,,-103.0,-121.0,-80.0,-257.0,Cash Flow
Inventories,,,,,,,-93.0,213.0,-179.0,-637.0,Cash Flow
Payable/Accrued,,,,,,,153.0,-129.0,53.0,25.0,Cash Flow
Changes in Working Capital,,,,,,,-46.0,11.0,-16.0,-806.0,Cash Flow
Total Cash from Operations,,,,,,,1819.0,707.0,1059.0,667.0,Cash Flow
Capital Expenditures,,,,,,,-2076.0,-520.0,-1088.0,-1738.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,843.0,-19.0,-51.0,-70.0,Cash Flow
Total Cash from Investing,,,,,,,-1233.0,-539.0,-1139.0,-1808.0,Cash Flow
Financing Cash Flow Items,,,,,,,-136.0,-35.0,13.0,3.0,Cash Flow
Total Cash Dividends Paid,,,,,,,-509.0,-136.0,-273.0,-410.0,Cash Flow
"Common Stock, Net",,,,,,,26.0,4.0,7.0,10.0,Cash Flow
"Preferred Stock, Net",,,,,,,224.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,250.0,4.0,7.0,10.0,Cash Flow
"Short Term Debt, Net",,,,,,,,,45.0,,Cash Flow
Long Term Debt Issued,,,,,,,335.0,,,1349.0,Cash Flow
Long Term Debt Reduction,,,,,,,-235.0,-3.0,-92.0,-92.0,Cash Flow
"Long Term Debt, Net",,,,,,,100.0,-3.0,-92.0,1257.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,100.0,-3.0,-47.0,1257.0,Cash Flow
Total Cash From Financing,,,,,,,-295.0,-170.0,-300.0,860.0,Cash Flow
Net Change in Cash,,,,,,,291.0,-2.0,-380.0,-281.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,185.0,476.0,476.0,476.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,476.0,474.0,96.0,195.0,Cash Flow
"Depreciation, Supplemental",,,,,,,1114.0,345.0,587.0,830.0,Cash Flow
Free Cash Flow,,,,,,,-257.0,187.0,-29.0,-1071.0,
FCF Growth,,,,,,,,-1.727626459143969,-1.1550802139037433,35.93103448275862,
