,2017,2018,2019,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
high,147.5,161.65,116.84,72.5,113.5,83.77,,,,,
low,129.7,87.05,53.62,9.25,47.88,29.2,,,,,
change,0.0799,-0.3832,-0.2953,-0.20500000000000002,0.5817,-0.5132,,,,,
Date,,,,,,,2021-10-30 00:00:00,2022-01-29 00:00:00,2022-04-30 00:00:00,2022-07-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,67.0,55.0,58.0,28.0,Balance Sheet
"Total Receivables, Net",,,,,,,39.0,22.0,29.0,44.0,Balance Sheet
Total Inventory,,,,,,,442.0,429.0,549.0,616.0,Balance Sheet
Prepaid Expenses,,,,,,,60.0,76.0,51.0,59.0,Balance Sheet
Total Current Assets,,,,,,,607.0,582.0,687.0,748.0,Balance Sheet
Buildings,,,,,,,247.0,233.0,232.0,232.0,Balance Sheet
Land/Improvements,,,,,,,3.0,3.0,3.0,3.0,Balance Sheet
Machinery/Equipment,,,,,,,378.0,386.0,389.0,402.0,Balance Sheet
Construction in Progress,,,,,,,9.0,8.0,16.0,17.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,431.0,407.0,405.0,374.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,1068.0,1038.0,1046.0,1028.0,Balance Sheet
Accumulated Depreciation,,,,,,,-700.0,-688.0,-697.0,-705.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,369.0,350.0,349.0,322.0,Balance Sheet
Intangibles - Gross,,,,,,,77.0,77.0,77.0,77.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-5.0,-5.0,-5.0,-6.0,Balance Sheet
Intangibles - Net,,,,,,,72.0,72.0,71.0,71.0,Balance Sheet
Other Long Term Assets,,,,,,,12.0,11.0,13.0,12.0,Balance Sheet
Total Assets,,,,,,,1088.0,1037.0,1145.0,1174.0,Balance Sheet
Accounts Payable,,,,,,,173.0,184.0,261.0,304.0,Balance Sheet
Accrued Expenses,,,,,,,238.0,222.0,201.0,203.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,174.0,175.0,250.0,284.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,28.0,,,,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,11.0,11.0,6.0,2.0,Balance Sheet
Total Current Liabilities,,,,,,,624.0,592.0,718.0,793.0,Balance Sheet
Total Long Term Debt,,,,,,,49.0,50.0,50.0,50.0,Balance Sheet
Total Debt,,,,,,,252.0,225.0,299.0,334.0,Balance Sheet
"Other Liabilities, Total",,,,,,,193.0,170.0,164.0,147.0,Balance Sheet
Total Liabilities,,,,,,,866.0,812.0,931.0,990.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,,0.0,0.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,164.0,160.0,155.0,152.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,70.0,78.0,72.0,46.0,Balance Sheet
Treasury Stock - Common,,,,,,,-3.0,-3.0,-4.0,-4.0,Balance Sheet
"Other Equity, Total",,,,,,,-10.0,-11.0,-11.0,-11.0,Balance Sheet
Total Equity,,,,,,,222.0,225.0,214.0,184.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,1088.0,1037.0,1145.0,1174.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,14.0,14.0,13.0,13.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-10-30 00:00:00,2022-01-29 00:00:00,2022-04-30 00:00:00,2022-07-30 00:00:00,Income Statement
Total Revenue,,,,,,,558.0,508.0,362.0,381.0,Income Statement
"Cost of Revenue, Total",,,,,,,313.0,314.0,219.0,265.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,109.0,114.0,100.0,107.0,Income Statement
Labor & Related Expense,,,,,,,6.0,5.0,8.0,6.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,115.0,119.0,108.0,114.0,Income Statement
Depreciation/Amortization,,,,,,,14.0,14.0,14.0,13.0,Income Statement
Restructuring Charge,,,,,,,1.0,1.0,1.0,0.0,Income Statement
Impair-Assets Held for Use,,,,,,,1.0,0.0,,1.0,Income Statement
Other Unusual Expnse (In),,,,,,,1.0,5.0,2.0,1.0,Income Statement
Unusual Expense (Income),,,,,,,2.0,6.0,2.0,2.0,Income Statement
Total Operating Expense,,,,,,,444.0,453.0,343.0,395.0,Income Statement
Total Operating Income,,,,,,,114.0,54.0,19.0,-14.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-4.0,-2.0,-2.0,-3.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,0.0,0.0,0.0,0.0,Income Statement
Income Before Tax,,,,,,,110.0,53.0,18.0,-16.0,Income Statement
