,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,12.27,17.0,7.6,,,,,
low,10.35,6.06,3.61,,,,,
change,0.060599999999999994,-0.3787,-0.4422,,,,,
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,956.0,417.0,311.0,194.0,Balance Sheet
Short Term Investments,,,,343.0,804.0,840.0,881.0,Balance Sheet
Cash and Short Term Invs,,,,1299.0,1221.0,1151.0,1075.0,Balance Sheet
"Total Receivables, Net",,,,2.0,3.0,4.0,6.0,Balance Sheet
Prepaid Expenses,,,,17.0,18.0,18.0,19.0,Balance Sheet
Restricted Cash - Current,,,,,,3.0,3.0,Balance Sheet
Other Current Assets,,,,1.0,1.0,1.0,1.0,Balance Sheet
"Other Curr. Assets, Total",,,,1.0,1.0,4.0,5.0,Balance Sheet
Total Current Assets,,,,1319.0,1243.0,1178.0,1104.0,Balance Sheet
Buildings,,,,9.0,15.0,16.0,16.0,Balance Sheet
Machinery/Equipment,,,,55.0,62.0,65.0,70.0,Balance Sheet
Construction in Progress,,,,6.0,3.0,4.0,5.0,Balance Sheet
Other Prop./Plant/Equip.,,,,8.0,9.0,10.0,10.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,79.0,88.0,95.0,101.0,Balance Sheet
Accumulated Depreciation,,,,-26.0,-30.0,-34.0,-38.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,53.0,58.0,61.0,63.0,Balance Sheet
"Goodwill, Net",,,,11.0,11.0,14.0,14.0,Balance Sheet
Intangibles - Gross,,,,18.0,19.0,22.0,22.0,Balance Sheet
Accum. Intangible Amort.,,,,-4.0,-5.0,-6.0,-8.0,Balance Sheet
Intangibles - Net,,,,15.0,15.0,16.0,14.0,Balance Sheet
Long Term Investments,,,,20.0,27.0,20.0,12.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,60.0,Balance Sheet
Deferred Charges,,,,,,,5.0,Balance Sheet
Restricted Cash - LT,,,,1.0,2.0,1.0,1.0,Balance Sheet
Other Long Term Assets,,,,70.0,69.0,67.0,1.0,Balance Sheet
Total Assets,,,,1488.0,1423.0,1356.0,1274.0,Balance Sheet
Accounts Payable,,,,4.0,3.0,2.0,4.0,Balance Sheet
Accrued Expenses,,,,9.0,15.0,28.0,25.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,1.0,,,,Balance Sheet
"Other Curr. Lblts, Total",,,,0.0,,,,Balance Sheet
Total Current Liabilities,,,,14.0,18.0,30.0,29.0,Balance Sheet
Long Term Debt,,,,1.0,,,,Balance Sheet
Capital Lease Obligations,,,,1.0,,,,Balance Sheet
Total Long Term Debt,,,,1.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,2.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,,156.0,141.0,98.0,85.0,Balance Sheet
Total Liabilities,,,,172.0,159.0,128.0,114.0,Balance Sheet
Redeemable Preferred Stock,,,,,,0.0,,Balance Sheet
Common Stock,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,1793.0,1806.0,1822.0,1837.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-477.0,-539.0,-589.0,-668.0,Balance Sheet
"Other Equity, Total",,,,0.0,-3.0,-5.0,-10.0,Balance Sheet
Total Equity,,,,1317.0,1264.0,1229.0,1160.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,1488.0,1423.0,1356.0,1274.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,604.0,606.0,607.0,610.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,0.0,0.0,0.0,0.0,Income Statement
Selling/Gen/Admin Expense,,,,17805.0,17565.0,19131.0,19617.0,Income Statement
Labor & Related Expense,,,,2129.0,4707.0,6046.0,3634.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,19934.0,22272.0,25177.0,23251.0,Income Statement
Research & Development,,,,57258.0,72071.0,74205.0,73870.0,Income Statement
Unusual Expense (Income),,,,72.0,,,0.0,Income Statement
Total Operating Expense,,,,77264.0,94343.0,99382.0,97121.0,Income Statement
Total Operating Income,,,,-77264.0,-94343.0,-99382.0,-97121.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-38.0,-31.0,-29.0,-35.0,Income Statement
"Inter Income, Non-Operating",,,,276.0,788.0,2583.0,5395.0,Income Statement
"Invest Income, Non-Operat",,,,21672.0,14458.0,4581.0,0.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,21948.0,15246.0,7164.0,5395.0,Income Statement
OtherNon-OperatInc (Expnse),,,,49853.0,16814.0,42698.0,12560.0,Income Statement
"Other, Net",,,,49853.0,16814.0,42698.0,12560.0,Income Statement
Income Before Tax,,,,-5501.0,-62314.0,-49549.0,-79201.0,Income Statement
Income Tax - Total,,,,-10546.0,5.0,25.0,5.0,Income Statement
Income After Tax,,,,5045.0,-62319.0,-49574.0,-79206.0,Income Statement
Net Inc Before Extra Items,,,,5045.0,-62319.0,-49574.0,-79206.0,Income Statement
Total Net Income,,,,5045.0,-62319.0,-49574.0,-79206.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,5045.0,-62319.0,-49574.0,-79206.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,5045.0,-62319.0,-49574.0,-79206.0,Income Statement
Basic/Primary Weighted Average Shares,,,,568798.0,579091.0,581266.0,583970.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,0.01,-0.11,-0.09,-0.14,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,0.01,-0.11,-0.09,-0.14,Income Statement
Diluted Weighted Average Shares,,,,568798.0,579091.0,581266.0,583970.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,0.01,-0.11,-0.09,-0.14,Income Statement
