,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,10.88,14.35,12.52,,,,,
low,9.29,9.38,7.02,,,,,
change,0.002,0.0719,-0.3642,,,,,
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,490.0,314.0,288.0,274.0,Balance Sheet
"Total Receivables, Net",,,,36.0,54.0,44.0,40.0,Balance Sheet
Total Inventory,,,,12.0,18.0,21.0,14.0,Balance Sheet
Prepaid Expenses,,,,10.0,8.0,9.0,10.0,Balance Sheet
Restricted Cash - Current,,,,,0.0,0.0,1.0,Balance Sheet
Other Current Assets,,,,63.0,67.0,50.0,25.0,Balance Sheet
"Other Curr. Assets, Total",,,,63.0,68.0,51.0,25.0,Balance Sheet
Total Current Assets,,,,610.0,462.0,413.0,364.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,1.0,11.0,12.0,17.0,Balance Sheet
"Goodwill, Net",,,,718.0,718.0,715.0,715.0,Balance Sheet
Intangibles - Gross,,,,,81.0,83.0,87.0,Balance Sheet
Accum. Intangible Amort.,,,,,-1.0,-3.0,-6.0,Balance Sheet
Intangibles - Net,,,,79.0,80.0,80.0,82.0,Balance Sheet
Other Long Term Assets,,,,1.0,3.0,3.0,3.0,Balance Sheet
Total Assets,,,,1409.0,1274.0,1223.0,1181.0,Balance Sheet
Accounts Payable,,,,191.0,236.0,191.0,165.0,Balance Sheet
Accrued Expenses,,,,281.0,246.0,214.0,174.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,0.0,3.0,3.0,3.0,Balance Sheet
Customer Advances,,,,25.0,28.0,33.0,34.0,Balance Sheet
Other Current Liabilities,,,,,26.0,32.0,30.0,Balance Sheet
"Other Curr. Lblts, Total",,,,25.0,54.0,64.0,64.0,Balance Sheet
Total Current Liabilities,,,,497.0,540.0,473.0,405.0,Balance Sheet
Total Long Term Debt,,,,460.0,266.0,266.0,265.0,Balance Sheet
Total Debt,,,,460.0,269.0,269.0,268.0,Balance Sheet
Minority Interest,,,,1286.0,1307.0,883.0,905.0,Balance Sheet
"Other Liabilities, Total",,,,26.0,36.0,27.0,30.0,Balance Sheet
Total Liabilities,,,,2269.0,2149.0,1649.0,1606.0,Balance Sheet
Common Stock,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,182.0,166.0,606.0,602.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-1043.0,-1042.0,-1032.0,-1024.0,Balance Sheet
Treasury Stock - Common,,,,,,,-3.0,Balance Sheet
Total Equity,,,,-861.0,-875.0,-426.0,-425.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,1409.0,1274.0,1223.0,1181.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,79.0,79.0,79.0,82.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,,118.0,118.0,118.0,118.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,197.0,197.0,197.0,200.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,,0.0,0.0,0.0,,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,163888.0,130772.0,147694.0,156818.0,Income Statement
"Cost of Revenue, Total",,,,36231.0,32164.0,32422.0,37617.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,81294.0,83503.0,95619.0,96562.0,Income Statement
Depreciation,,,,816.0,85.0,126.0,58.0,Income Statement
Amortiz of Intangibles,,,,,1300.0,1600.0,2100.0,Income Statement
Depreciation/Amortization,,,,816.0,1385.0,1726.0,2158.0,Income Statement
Impair-Assets Held for Use,,,,0.0,,,,Income Statement
Other Unusual Expnse (In),,,,35828.0,4285.0,0.0,0.0,Income Statement
Unusual Expense (Income),,,,35828.0,4285.0,0.0,0.0,Income Statement
"Other Operat Expse, Total",,,,,,,-1220.0,Income Statement
Total Operating Expense,,,,154169.0,121337.0,129767.0,135117.0,Income Statement
Total Operating Income,,,,9719.0,9435.0,17927.0,21701.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-7702.0,-3942.0,-2699.0,-2901.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,8832.0,65.0,Income Statement
OtherNon-OperatInc (Expnse),,,,-1389.0,-2279.0,,,Income Statement
"Other, Net",,,,-1389.0,-2279.0,,,Income Statement
Income Before Tax,,,,628.0,3214.0,24060.0,18865.0,Income Statement
Income Tax - Total,,,,304.0,76.0,0.0,118.0,Income Statement
Income After Tax,,,,324.0,3138.0,24060.0,18747.0,Income Statement
Minority Interest,,,,3010.0,-1879.0,-14405.0,-11084.0,Income Statement
Net Inc Before Extra Items,,,,3334.0,1259.0,9655.0,7663.0,Income Statement
Total Net Income,,,,3334.0,1259.0,9655.0,7663.0,Income Statement
Total Adjust to Net Income,,,,12836.0,0.0,0.0,0.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,16170.0,1259.0,9655.0,7663.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,16170.0,1259.0,9655.0,7663.0,Income Statement
Basic/Primary Weighted Average Shares,,,,77499.0,79230.0,79256.0,81996.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,0.21,0.02,0.12,0.09,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,0.21,0.02,0.12,0.09,Income Statement
Dilution Adjustment,,,,,44.0,0.0,1.0,Income Statement
Diluted Weighted Average Shares,,,,77499.0,79498.0,79259.0,82023.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,0.21,0.02,0.12,0.09,Income Statement
Diluted EPS Incl. Extra. Items,,,,0.21,0.02,0.12,0.09,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,7702.0,3942.0,2699.0,2901.0,Income Statement
"Depreciat/Amort, Suppl",,,,816.0,85.0,126.0,58.0,Income Statement
Total Special Items,,,,35828.0,5673.0,3354.0,627.0,Income Statement
Normalzd Income Before Tax,,,,36456.0,8887.0,27414.0,19492.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,17343.0,922.0,0.0,4.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,17647.0,998.0,0.0,122.0,Income Statement
Normalized Income After Tax,,,,18809.0,7889.0,27414.0,19370.0,Income Statement
Normalzd Inc Avail to Common,,,,34655.0,6010.0,13009.0,8286.0,Income Statement
Basic Normalized EPS,,,,0.45,0.08,0.16,0.1,Income Statement
Diluted Normalized EPS,,,,0.45,0.08,0.16,0.1,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-19129.0,3138.0,27198.0,45945.0,Cash Flow
Depreciation/Depletion,,,,2322.0,1385.0,3111.0,5269.0,Cash Flow
Unusual Items,,,,35828.0,6564.0,-2268.0,-3490.0,Cash Flow
Other Non-Cash Items,,,,37122.0,4416.0,10661.0,16392.0,Cash Flow
Non-Cash Items,,,,72950.0,10980.0,8393.0,12902.0,Cash Flow
"Cash Interest Pd, Suppl",,,,28595.0,3612.0,6285.0,9886.0,Cash Flow
Accounts Receivable,,,,-874.0,-17854.0,-8171.0,-4292.0,Cash Flow
Inventories,,,,-4311.0,-6126.0,-9429.0,-2350.0,Cash Flow
Prepaid Expenses,,,,7623.0,-3252.0,13412.0,37778.0,Cash Flow
Accounts Payable,,,,128160.0,45094.0,-638.0,-26737.0,Cash Flow
Accrued Expenses,,,,14196.0,-10599.0,-38014.0,-73938.0,Cash Flow
Changes in Working Capital,,,,163788.0,8031.0,-37296.0,-62727.0,Cash Flow
Total Cash from Operations,,,,219931.0,23534.0,1406.0,1389.0,Cash Flow
Purchase of Fixed Assets,,,,-1132.0,-693.0,-1392.0,-2727.0,Cash Flow
Purchase/Acq of Intangibles,,,,-76.0,,-137.0,-165.0,Cash Flow
Capital Expenditures,,,,-1208.0,-693.0,-1529.0,-2892.0,Cash Flow
Acquisition of Business,,,,,,-8.0,-8.0,Cash Flow
Purchase of Investments,,,,-8438.0,-2748.0,-5394.0,-8988.0,Cash Flow
Sale of Intangible,,,,0.0,,,,Cash Flow
Other Investing Cash Flow,,,,301.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-8137.0,-2748.0,-5402.0,-8996.0,Cash Flow
Total Cash from Investing,,,,-9345.0,-3441.0,-6931.0,-11888.0,Cash Flow
Financing Cash Flow Items,,,,-6437.0,-4856.0,-4856.0,-9774.0,Cash Flow
Total Cash Dividends Paid,,,,-17698.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-3050.0,Cash Flow
Long Term Debt Issued,,,,475172.0,275000.0,275000.0,275000.0,Cash Flow
Long Term Debt Reduction,,,,-457150.0,-465712.0,-466399.0,-467087.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,18022.0,-190712.0,-191399.0,-192087.0,Cash Flow
Total Cash From Financing,,,,-6113.0,-195568.0,-196255.0,-204911.0,Cash Flow
Net Change in Cash,,,,204473.0,-175475.0,-201780.0,-215410.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,285337.0,489810.0,489810.0,489810.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,489810.0,314335.0,288030.0,274400.0,Cash Flow
"Depreciation, Supplemental",,,,2322.0,1385.0,3111.0,5269.0,Cash Flow
Free Cash Flow,,,,218723.0,22841.0,-123.0,-1503.0,
FCF Growth,,,,,-0.8955711104913521,-1.0053850531938182,11.21951219512195,
