,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,33.5,45.0,18.84,,,,,
low,8.9,17.06,6.44,,,,,
change,1.355,-0.2384,-0.6056,,,,,
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,2291.0,2269.0,2358.0,2411.0,Balance Sheet
Short Term Investments,,,,234.0,253.0,99.0,57.0,Balance Sheet
Cash and Short Term Invs,,,,2525.0,2522.0,2458.0,2469.0,Balance Sheet
"Total Receivables, Net",,,,191.0,257.0,266.0,343.0,Balance Sheet
Prepaid Expenses,,,,111.0,115.0,151.0,114.0,Balance Sheet
"Other Curr. Assets, Total",,,,37.0,34.0,28.0,21.0,Balance Sheet
Total Current Assets,,,,2863.0,2927.0,2902.0,2947.0,Balance Sheet
Buildings,,,,73.0,75.0,72.0,77.0,Balance Sheet
Machinery/Equipment,,,,17.0,24.0,29.0,37.0,Balance Sheet
Construction in Progress,,,,3.0,4.0,8.0,6.0,Balance Sheet
Other Prop./Plant/Equip.,,,,225.0,234.0,222.0,211.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,318.0,336.0,330.0,332.0,Balance Sheet
Accumulated Depreciation,,,,-70.0,-70.0,-71.0,-75.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,248.0,267.0,259.0,257.0,Balance Sheet
Other Long Term Assets,,,,96.0,96.0,92.0,94.0,Balance Sheet
Total Assets,,,,3247.0,3319.0,3282.0,3319.0,Balance Sheet
Accounts Payable,,,,75.0,27.0,57.0,60.0,Balance Sheet
Accrued Expenses,,,,196.0,190.0,228.0,205.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,389.0,451.0,380.0,424.0,Balance Sheet
Total Current Liabilities,,,,660.0,669.0,666.0,688.0,Balance Sheet
Total Long Term Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,,296.0,285.0,268.0,244.0,Balance Sheet
Total Liabilities,,,,956.0,954.0,934.0,932.0,Balance Sheet
Redeemable Preferred Stock,,,,0.0,,,,Balance Sheet
Common Stock,,,,2.0,2.0,2.0,2.0,Balance Sheet
Additional Paid-In Capital,,,,7777.0,7954.0,8120.0,8285.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-5486.0,-5587.0,-5766.0,-5890.0,Balance Sheet
"Other Equity, Total",,,,-2.0,-4.0,-7.0,-10.0,Balance Sheet
Total Equity,,,,2291.0,2365.0,2349.0,2387.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,3247.0,3319.0,3282.0,3319.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,1927.0,1945.0,1962.0,1979.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,,100.0,100.0,100.0,100.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 3,,,,1.0,1.0,1.0,1.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,2027.0,2046.0,2063.0,2080.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 3,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,432867.0,446357.0,473010.0,477880.0,Income Statement
"Cost of Revenue, Total",,,,87563.0,94403.0,102224.0,107611.0,Income Statement
Selling/Gen/Admin Expense,,,,194166.0,192051.0,214780.0,226927.0,Income Statement
Labor & Related Expense,,,,125905.0,110741.0,109580.0,104670.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,320071.0,302792.0,324360.0,331597.0,Income Statement
Research & Development,,,,84176.0,88601.0,88171.0,100863.0,Income Statement
Total Operating Expense,,,,491810.0,485796.0,514755.0,540071.0,Income Statement
Total Operating Income,,,,-58943.0,-39439.0,-41745.0,-62191.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-601.0,-594.0,-670.0,-1082.0,Income Statement
