,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,77.79,81.93,92.98,90.66,135.69,130.81,,,,,
low,65.1,54.36,57.79,23.25,81.27,87.64,,,,,
change,0.17579999999999998,-0.2364,0.4644,0.0637,0.25620000000000004,-0.0701,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Due from Banks,,,,,,,8750.0,9625.0,11439.0,10004.0,Balance Sheet
Other Short Trm Invest.,,,,,,,0.0,,,,Balance Sheet
Securities Held,,,,,,,204.0,205.0,208.0,216.0,Balance Sheet
Securities for Sale,,,,,,,6549.0,5781.0,5390.0,6876.0,Balance Sheet
Total Invest. Securities,,,,,,,6904.0,5977.0,5536.0,6897.0,Balance Sheet
"Other Erng. Assets, Total",,,,,,,6904.0,5977.0,5536.0,6897.0,Balance Sheet
Total Gross Loans,,,,,,,93684.0,93471.0,99301.0,104908.0,Balance Sheet
Loan Loss Allowances,,,,,,,-6822.0,-6647.0,-6757.0,-7061.0,Balance Sheet
Net Loans,,,,,,,86862.0,86824.0,92544.0,97847.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,983.0,984.0,984.0,1015.0,Balance Sheet
"Goodwill, Net",,,,,,,255.0,255.0,255.0,255.0,Balance Sheet
Intangibles - Net,,,,,,,0.0,,,,Balance Sheet
Long Term Investments,,,,,,,388.0,377.0,366.0,382.0,Balance Sheet
"Other Assets, Total",,,,,,,6100.0,3370.0,3476.0,5486.0,Balance Sheet
Total Assets,,,,,,,110242.0,107412.0,114600.0,121886.0,Balance Sheet
Accrued Expenses,,,,,,,4214.0,4365.0,4439.0,4526.0,Balance Sheet
Non-Interest Bearing Dep.,,,,,,,1575.0,1541.0,1514.0,1524.0,Balance Sheet
Interest Bearing Deposits,,,,,,,70818.0,70941.0,74898.0,81373.0,Balance Sheet
Total Deposits,,,,,,,72393.0,72482.0,76412.0,82897.0,Balance Sheet
Total ST Borrowings,,,,,,,1750.0,0.0,1800.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,5185.0,2638.0,2322.0,2331.0,Balance Sheet
Total Long Term Debt,,,,,,,13292.0,14494.0,15863.0,17846.0,Balance Sheet
Total Debt,,,,,,,20227.0,17132.0,19985.0,20177.0,Balance Sheet
Total Liabilities,,,,,,,96834.0,93979.0,100836.0,107600.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,1056.0,1056.0,1056.0,1056.0,Balance Sheet
Common Stock,,,,,,,6.0,6.0,6.0,6.0,Balance Sheet
Additional Paid-In Capital,,,,,,,4369.0,4390.0,4417.0,4444.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,24766.0,25833.0,26776.0,27585.0,Balance Sheet
Treasury Stock - Common,,,,,,,-16695.0,-17639.0,-18240.0,-18452.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,114.0,-7.0,-48.0,-148.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-199.0,-199.0,-199.0,-199.0,Balance Sheet
Other Comprehensive Income,,,,,,,-9.0,-7.0,-4.0,-6.0,Balance Sheet
"Other Equity, Total",,,,,,,-208.0,-206.0,-203.0,-205.0,Balance Sheet
Total Equity,,,,,,,13408.0,13433.0,13764.0,14286.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,110242.0,107412.0,114600.0,121886.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,288.0,281.0,275.0,273.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,281.0,289.0,294.0,296.0,Balance Sheet
Trsry Shrs-Pref. Iss. 1,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Interest & Fees on Loans,,,,,,,2698.0,2696.0,2863.0,3259.0,Income Statement
Inter & Divs/ Invest Securs,,,,,,,40.0,36.0,33.0,35.0,Income Statement
Other Interest Income,,,,,,,4.0,4.0,19.0,63.0,Income Statement
"Interest Income, Bank",,,,,,,2742.0,2736.0,2915.0,3357.0,Income Statement
Interest on Deposit,,,,,,,142.0,139.0,174.0,345.0,Income Statement
Inter on Other Borrowings,,,,,,,117.0,118.0,131.0,169.0,Income Statement
Total Interest Expense,,,,,,,259.0,257.0,305.0,514.0,Income Statement
Net Interest Income,,,,,,,2483.0,2479.0,2610.0,2843.0,Income Statement
Loan Loss Provision,,,,,,,263.0,154.0,549.0,773.0,Income Statement
NetInterIn after Loan Loss Provision,,,,,,,2220.0,2325.0,2061.0,2070.0,Income Statement
Fees & Commish from Operat,,,,,,,131.0,140.0,142.0,168.0,Income Statement
Invest Securities Gains,,,,,,,-138.0,-162.0,-42.0,-4.0,Income Statement
Other Revenue,,,,,,,460.0,445.0,514.0,472.0,Income Statement
"Non-Interest Income, Bank",,,,,,,453.0,423.0,614.0,636.0,Income Statement
Labor & Related Expenses,,,,,,,-499.0,-500.0,-515.0,-551.0,Income Statement
Other Expense,,,,,,,-813.0,-630.0,-708.0,-837.0,Income Statement
"Non-Interest Expense, Bank",,,,,,,-1312.0,-1130.0,-1223.0,-1388.0,Income Statement
Income Before Tax,,,,,,,1361.0,1618.0,1452.0,1318.0,Income Statement
