,2017,2018,2019,2020,2021,2022,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Report
high,51.07,48.42,49.54,57.54,53.77,53.28,,,,,
low,45.78,32.21,32.04,40.7,39.76,41.73,,,,,
change,0.0302,-0.3156,0.5085000000000001,-0.0222,-0.0983,0.2218,,,,,
Date,,,,,,,2021-10-31 00:00:00,2022-01-30 00:00:00,2022-05-01 00:00:00,2022-07-31 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,69.0,357.0,196.0,109.0,Balance Sheet
"Total Receivables, Net",,,,,,,731.0,610.0,511.0,541.0,Balance Sheet
Invent. - Finished Goods,,,,,,,549.0,509.0,663.0,856.0,Balance Sheet
Invent. - Raw Materials,,,,,,,425.0,402.0,381.0,390.0,Balance Sheet
Total Inventory,,,,,,,974.0,911.0,1044.0,1246.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,102.0,102.0,101.0,67.0,Balance Sheet
Total Current Assets,,,,,,,1876.0,1980.0,1852.0,1963.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,2586.0,2561.0,2559.0,2582.0,Balance Sheet
"Goodwill, Net",,,,,,,3982.0,3979.0,3978.0,3979.0,Balance Sheet
Intangibles - Gross,,,,,,,3379.0,3379.0,3379.0,3379.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-151.0,-161.0,-171.0,-181.0,Balance Sheet
Intangibles - Net,,,,,,,3228.0,3218.0,3208.0,3198.0,Balance Sheet
Other Long Term Assets,,,,,,,227.0,253.0,250.0,170.0,Balance Sheet
Total Assets,,,,,,,11899.0,11991.0,11847.0,11892.0,Balance Sheet
Accounts Payable,,,,,,,1151.0,1162.0,1286.0,1334.0,Balance Sheet
Accrued Expenses,,,,,,,539.0,577.0,542.0,587.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,465.0,450.0,735.0,235.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,15.0,14.0,15.0,579.0,Balance Sheet
Dividends Payable,,,,,,,113.0,112.0,112.0,114.0,Balance Sheet
Income Taxes Payable,,,,,,,55.0,7.0,9.0,3.0,Balance Sheet
Other Current Liabilities,,,,,,,,,,34.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,168.0,119.0,121.0,151.0,Balance Sheet
Total Current Liabilities,,,,,,,2338.0,2322.0,2699.0,2886.0,Balance Sheet
Long Term Debt,,,,,,,4543.0,4544.0,3980.0,3980.0,Balance Sheet
Capital Lease Obligations,,,,,,,24.0,21.0,18.0,16.0,Balance Sheet
Total Long Term Debt,,,,,,,4567.0,4565.0,3998.0,3996.0,Balance Sheet
Total Debt,,,,,,,5047.0,5029.0,4748.0,4810.0,Balance Sheet
Deferred Income Tax,,,,,,,1073.0,1084.0,1094.0,1074.0,Balance Sheet
Minority Interest,,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
"Other Liabilities, Total",,,,,,,684.0,668.0,661.0,603.0,Balance Sheet
Total Liabilities,,,,,,,8664.0,8641.0,8454.0,8561.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,12.0,12.0,12.0,12.0,Balance Sheet
Additional Paid-In Capital,,,,,,,372.0,388.0,402.0,415.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,3882.0,3983.0,4059.0,4040.0,Balance Sheet
Treasury Stock - Common,,,,,,,-1038.0,-1039.0,-1088.0,-1138.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,6.0,2.0,0.0,0.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,3.0,2.0,2.0,2.0,Balance Sheet
Other Comprehensive Income,,,,,,,-2.0,2.0,6.0,0.0,Balance Sheet
"Other Equity, Total",,,,,,,7.0,6.0,8.0,2.0,Balance Sheet
Total Equity,,,,,,,3235.0,3350.0,3393.0,3331.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,11899.0,11991.0,11847.0,11892.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,302.0,302.0,300.0,299.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,21.0,21.0,23.0,24.0,Balance Sheet
Date,,,,,,,2021-10-31 00:00:00,2022-01-30 00:00:00,2022-05-01 00:00:00,2022-07-31 00:00:00,Income Statement
Total Revenue,,,,,,,2236.0,2209.0,2130.0,1987.0,Income Statement
"Cost of Revenue, Total",,,,,,,1512.0,1538.0,1464.0,1416.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,324.0,341.0,334.0,331.0,Income Statement
