,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,31.54,20.99,49.5,61.3,,,,,
low,15.75,10.1,17.2,10.0,,,,,
change,-0.061200000000000004,0.0408,-0.0367,2.0396,,,,,
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,25580.0,17897.0,30386.0,204462.0,Balance Sheet
Short Term Investments,,,,,66872.0,54104.0,27697.0,0.0,Balance Sheet
Cash and Short Term Invs,,,,,92452.0,72001.0,58083.0,204462.0,Balance Sheet
"Total Receivables, Net",,,,,5934.0,11724.0,12979.0,22035.0,Balance Sheet
Invent. - Finished Goods,,,,,5653.0,5891.0,6809.0,7415.0,Balance Sheet
Invent. - Work In Progress,,,,,1932.0,2501.0,1685.0,1721.0,Balance Sheet
Invent. - Raw Materials,,,,,7274.0,8322.0,8974.0,9439.0,Balance Sheet
Total Inventory,,,,,14859.0,16714.0,17468.0,18575.0,Balance Sheet
Prepaid Expenses,,,,,5460.0,5356.0,6583.0,5514.0,Balance Sheet
Total Current Assets,,,,,118705.0,105795.0,95113.0,250586.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,15688.0,17713.0,21672.0,23787.0,Balance Sheet
Other Long Term Assets,,,,,0.0,,,,Balance Sheet
Total Assets,,,,,134893.0,124008.0,117285.0,274873.0,Balance Sheet
Accounts Payable,,,,,6651.0,2934.0,5711.0,3080.0,Balance Sheet
Accrued Expenses,,,,,16337.0,17075.0,16792.0,17383.0,Balance Sheet
Notes Payable/ST Debt,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,250.0,247.0,238.0,226.0,Balance Sheet
Total Current Liabilities,,,,,23238.0,20256.0,22741.0,20689.0,Balance Sheet
Total Long Term Debt,,,,,35197.0,35334.0,35475.0,58540.0,Balance Sheet
Total Debt,,,,,35197.0,35334.0,35475.0,58540.0,Balance Sheet
"Other Liabilities, Total",,,,,8604.0,8508.0,8150.0,7787.0,Balance Sheet
Total Liabilities,,,,,67039.0,64098.0,66366.0,87016.0,Balance Sheet
Redeemable Preferred Stock,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,510488.0,513203.0,515756.0,660061.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,-442446.0,-453008.0,-464531.0,-471957.0,Balance Sheet
"Other Equity, Total",,,,,-188.0,-285.0,-306.0,-247.0,Balance Sheet
Total Equity,,,,,67854.0,59910.0,50919.0,187857.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,134893.0,124008.0,117285.0,274873.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,27792.0,27969.0,28023.0,31934.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,9668.0,15880.0,20521.0,25683.0,Income Statement
"Cost of Revenue, Total",,,,,2682.0,3776.0,6171.0,7568.0,Income Statement
Selling/Gen/Admin Expense,,,,,10320.0,11975.0,15460.0,14574.0,Income Statement
Labor & Related Expense,,,,,1680.0,1964.0,1921.0,2277.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,12000.0,13939.0,17381.0,16851.0,Income Statement
Research & Development,,,,,6314.0,7534.0,6714.0,6808.0,Income Statement
Unusual Expense (Income),,,,,,,,-600.0,Income Statement
