,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,19.01,22.13,19.48,18.98,21.53,23.8,,,,,
low,17.59,14.79,15.21,7.42,15.22,14.64,,,,,
change,0.0094,-0.1489,0.2195,-0.16440000000000002,0.3007,-0.22899999999999998,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Due from Banks,,,,,,,594.0,121.0,109.0,110.0,Balance Sheet
Interest-Earning Deposits,,,,,,,5.0,4.0,4.0,3.0,Balance Sheet
FHLB Stock,,,,,,,24.0,24.0,27.0,27.0,Balance Sheet
Securities Held,,,,,,,1452.0,1907.0,2016.0,1995.0,Balance Sheet
Securities for Sale,,,,,,,1261.0,1211.0,1078.0,1022.0,Balance Sheet
Total Invest. Securities,,,,,,,2713.0,3119.0,3094.0,3017.0,Balance Sheet
Loans Held for Sale,,,,,,,13.0,4.0,3.0,2.0,Balance Sheet
"Other Erng. Assets, Total",,,,,,,2755.0,3151.0,3127.0,3049.0,Balance Sheet
Total Gross Loans,,,,,,,3645.0,3712.0,3938.0,4012.0,Balance Sheet
Loan Loss Allowances,,,,,,,-54.0,-53.0,-52.0,-51.0,Balance Sheet
Net Loans,,,,,,,3590.0,3659.0,3885.0,3961.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,93.0,93.0,94.0,92.0,Balance Sheet
"Goodwill, Net",,,,,,,155.0,155.0,155.0,155.0,Balance Sheet
Intangibles - Net,,,,,,,21.0,20.0,19.0,18.0,Balance Sheet
Interest Receivable,,,,,,,26.0,27.0,29.0,30.0,Balance Sheet
Other Assets,,,,,,,178.0,194.0,223.0,304.0,Balance Sheet
"Other Assets, Total",,,,,,,204.0,222.0,252.0,334.0,Balance Sheet
Total Assets,,,,,,,7412.0,7420.0,7641.0,7719.0,Balance Sheet
Accounts Payable,,,,,,,2.0,1.0,2.0,2.0,Balance Sheet
Non-Interest Bearing Dep.,,,,,,,1360.0,1326.0,1328.0,1315.0,Balance Sheet
Interest Bearing Deposits,,,,,,,4443.0,4526.0,4517.0,4516.0,Balance Sheet
Total Deposits,,,,,,,5803.0,5851.0,5846.0,5831.0,Balance Sheet
Total Long Term Debt,,,,,,,828.0,844.0,1075.0,1164.0,Balance Sheet
Total Debt,,,,,,,828.0,844.0,1075.0,1164.0,Balance Sheet
"Other Liabilities, Total",,,,,,,55.0,46.0,60.0,77.0,Balance Sheet
Total Liabilities,,,,,,,6689.0,6743.0,6983.0,7074.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,352.0,352.0,352.0,353.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,364.0,381.0,399.0,415.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,13.0,-68.0,-118.0,-158.0,Balance Sheet
"Other Equity, Total",,,,,,,-6.0,14.0,25.0,35.0,Balance Sheet
Total Equity,,,,,,,723.0,677.0,658.0,645.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,7412.0,7420.0,7641.0,7719.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,44.0,44.0,44.0,44.0,Balance Sheet
