,2017,2018,2019,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
high,58.99,88.08,78.35,67.63,94.69,96.82,,,,,
low,54.93,52.0,44.55,34.66,58.83,60.56,,,,,
change,-0.023799999999999998,0.0751,0.0701,0.0689,0.3839,-0.189,,,,,
Date,,,,,,,2021-10-29 00:00:00,2022-01-28 00:00:00,2022-04-29 00:00:00,2022-07-29 00:00:00,Balance Sheet
Cash,,,,,,,4439.0,4111.0,4041.0,3219.0,Balance Sheet
Cash & Equivalents,,,,,,,70.0,59.0,71.0,69.0,Balance Sheet
Short Term Investments,,,,,,,39.0,31.0,22.0,151.0,Balance Sheet
Cash and Short Term Invs,,,,,,,4548.0,4201.0,4134.0,3439.0,Balance Sheet
"Total Receivables, Net",,,,,,,647.0,799.0,1230.0,865.0,Balance Sheet
Invent. - Finished Goods,,,,,,,107.0,70.0,73.0,87.0,Balance Sheet
Invent. - Raw Materials,,,,,,,48.0,97.0,131.0,145.0,Balance Sheet
Total Inventory,,,,,,,155.0,167.0,204.0,232.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,319.0,346.0,377.0,386.0,Balance Sheet
Total Current Assets,,,,,,,5669.0,5513.0,5945.0,4922.0,Balance Sheet
Buildings,,,,,,,427.0,429.0,445.0,447.0,Balance Sheet
Land/Improvements,,,,,,,46.0,46.0,46.0,46.0,Balance Sheet
Machinery/Equipment,,,,,,,1208.0,1213.0,1220.0,1265.0,Balance Sheet
Construction in Progress,,,,,,,65.0,88.0,65.0,67.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,339.0,385.0,370.0,395.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,2085.0,2161.0,2146.0,2220.0,Balance Sheet
Accumulated Depreciation,,,,,,,-1273.0,-1278.0,-1250.0,-1280.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,812.0,883.0,896.0,940.0,Balance Sheet
"Goodwill, Net",,,,,,,2050.0,2330.0,2346.0,2767.0,Balance Sheet
Intangibles - Gross,,,,,,,147.0,223.0,229.0,336.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-60.0,-73.0,-87.0,-104.0,Balance Sheet
Intangibles - Net,,,,,,,87.0,150.0,142.0,232.0,Balance Sheet
Long Term Investments,,,,,,,75.0,75.0,73.0,75.0,Balance Sheet
Deferred Charges,,,,,,,116.0,117.0,117.0,111.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,249.0,272.0,362.0,377.0,Balance Sheet
Other Long Term Assets,,,,,,,164.0,160.0,145.0,120.0,Balance Sheet
Total Assets,,,,,,,9222.0,9500.0,10026.0,9544.0,Balance Sheet
Accounts Payable,,,,,,,432.0,432.0,607.0,515.0,Balance Sheet
Accrued Expenses,,,,,,,468.0,420.0,526.0,349.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,,250.0,250.0,250.0,Balance Sheet
Customer Advances,,,,,,,1967.0,2063.0,2171.0,2088.0,Balance Sheet
Other Current Liabilities,,,,,,,328.0,387.0,399.0,373.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,2295.0,2450.0,2570.0,2461.0,Balance Sheet
Total Current Liabilities,,,,,,,3195.0,3552.0,3953.0,3575.0,Balance Sheet
Total Long Term Debt,,,,,,,2634.0,2385.0,2386.0,2387.0,Balance Sheet
Total Debt,,,,,,,2634.0,2635.0,2636.0,2637.0,Balance Sheet
"Other Liabilities, Total",,,,,,,2634.0,2681.0,2849.0,2925.0,Balance Sheet
Total Liabilities,,,,,,,8463.0,8618.0,9188.0,8887.0,Balance Sheet
Common Stock,,,,,,,603.0,709.0,760.0,705.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,194.0,214.0,122.0,0.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,1.0,0.0,0.0,0.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-35.0,-38.0,-44.0,-47.0,Balance Sheet
Other Equity,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-4.0,-4.0,-1.0,-1.0,Balance Sheet
Other Comprehensive Income,,,,,,,0.0,1.0,1.0,,Balance Sheet
"Other Equity, Total",,,,,,,-39.0,-41.0,-44.0,-48.0,Balance Sheet
Total Equity,,,,,,,759.0,882.0,838.0,657.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,9222.0,9500.0,10026.0,9544.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,223.0,223.0,220.0,218.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-10-29 00:00:00,2022-01-28 00:00:00,2022-04-29 00:00:00,2022-07-29 00:00:00,Income Statement
Total Revenue,,,,,,,1566.0,1614.0,1680.0,1592.0,Income Statement
"Cost of Revenue, Total",,,,,,,507.0,541.0,591.0,546.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,502.0,486.0,512.0,492.0,Income Statement
Labor & Related Expense,,,,,,,39.0,40.0,40.0,38.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,541.0,526.0,552.0,530.0,Income Statement
Research & Development,,,,,,,216.0,220.0,235.0,240.0,Income Statement
Restructuring Charge,,,,,,,7.0,0.0,4.0,11.0,Income Statement
Litigation,,,,,,,,,0.0,,Income Statement
Other Unusual Expnse (In),,,,,,,1.0,6.0,5.0,10.0,Income Statement
Unusual Expense (Income),,,,,,,8.0,6.0,9.0,21.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,,,,,,0.0,,Income Statement
Total Operating Expense,,,,,,,1272.0,1293.0,1387.0,1337.0,Income Statement
Total Operating Income,,,,,,,294.0,321.0,293.0,255.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-18.0,-19.0,-18.0,-18.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,1.0,2.0,2.0,7.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,3.0,2.0,-5.0,26.0,Income Statement
"Other, Net",,,,,,,3.0,2.0,-5.0,26.0,Income Statement
Income Before Tax,,,,,,,280.0,306.0,272.0,270.0,Income Statement
Income Tax - Total,,,,,,,56.0,54.0,13.0,56.0,Income Statement
Income After Tax,,,,,,,224.0,252.0,259.0,214.0,Income Statement
Net Inc Before Extra Items,,,,,,,224.0,252.0,259.0,214.0,Income Statement
Total Net Income,,,,,,,224.0,252.0,259.0,214.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,224.0,252.0,259.0,214.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,224.0,252.0,259.0,214.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,223.0,223.0,223.0,220.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,1.0,1.13,1.16,0.97,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,1.0,1.13,1.16,0.97,Income Statement
Diluted Weighted Average Shares,,,,,,,229.0,229.0,229.0,224.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.98,1.1,1.13,0.96,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.98,1.1,1.13,0.96,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.5,0.5,0.5,0.5,Income Statement
Gross Divid - Common Stock,,,,,,,112.0,111.0,111.0,110.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,18.0,19.0,18.0,18.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,37.0,38.0,35.0,41.0,Income Statement
Total Special Items,,,,,,,8.0,6.0,9.0,21.0,Income Statement
Normalzd Income Before Tax,,,,,,,288.0,312.0,281.0,291.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,2.0,1.0,0.0,4.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,58.0,55.0,13.0,60.0,Income Statement
Normalized Income After Tax,,,,,,,230.0,257.0,268.0,231.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,230.0,257.0,268.0,231.0,Income Statement
Basic Normalized EPS,,,,,,,1.03,1.15,1.2,1.05,Income Statement
Diluted Normalized EPS,,,,,,,1.01,1.12,1.17,1.03,Income Statement
Date,,,,,,,2021-10-29 00:00:00,2022-01-28 00:00:00,2022-04-29 00:00:00,2022-07-29 00:00:00,Cash Flow
Net Income,,,,,,,426.0,678.0,937.0,214.0,Cash Flow
Depreciation/Depletion,,,,,,,92.0,143.0,194.0,58.0,Cash Flow
Deferred Taxes,,,,,,,-32.0,-66.0,-144.0,-15.0,Cash Flow
Unusual Items,,,,,,,,,0.0,,Cash Flow
Other Non-Cash Items,,,,,,,131.0,184.0,246.0,15.0,Cash Flow
Non-Cash Items,,,,,,,131.0,184.0,246.0,15.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,232.0,318.0,398.0,12.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,34.0,61.0,67.0,27.0,Cash Flow
Accounts Receivable,,,,,,,292.0,137.0,-313.0,364.0,Cash Flow
Inventories,,,,,,,-41.0,-53.0,-90.0,-28.0,Cash Flow
Other Assets,,,,,,,34.0,0.0,-21.0,1.0,Cash Flow
Accounts Payable,,,,,,,11.0,10.0,181.0,-90.0,Cash Flow
Accrued Expenses,,,,,,,-206.0,-207.0,-111.0,-208.0,Cash Flow
Changes in Working Capital,,,,,,,-77.0,-139.0,-22.0,9.0,Cash Flow
Total Cash from Operations,,,,,,,540.0,800.0,1211.0,281.0,Cash Flow
Capital Expenditures,,,,,,,-97.0,-158.0,-226.0,-65.0,Cash Flow
Acquisition of Business,,,,,,,-14.0,-359.0,-380.0,-491.0,Cash Flow
Sale of Fixed Assets,,,,,,,0.0,0.0,0.0,,Cash Flow
Sale/Maturity of Investment,,,,,,,32.0,43.0,63.0,2.0,Cash Flow
Purchase of Investments,,,,,,,-6.0,-7.0,-18.0,-133.0,Cash Flow
Other Investing Cash Flow,,,,,,,0.0,0.0,0.0,59.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,12.0,-323.0,-335.0,-563.0,Cash Flow
Total Cash from Investing,,,,,,,-85.0,-481.0,-561.0,-628.0,Cash Flow
Financing Cash Flow Items,,,,,,,-65.0,-71.0,-76.0,-53.0,Cash Flow
Total Cash Dividends Paid,,,,,,,-224.0,-335.0,-446.0,-110.0,Cash Flow
Sale/Issuance of Common,,,,,,,53.0,105.0,105.0,54.0,Cash Flow
Repurch/Retirement Common,,,,,,,-225.0,-350.0,-600.0,-350.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-172.0,-245.0,-495.0,-296.0,Cash Flow
Short Term Debt Issued,,,,,,,0.0,0.0,0.0,,Cash Flow
"Short Term Debt, Net",,,,,,,0.0,0.0,0.0,,Cash Flow
"Long Term Debt, Net",,,,,,,0.0,0.0,0.0,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,0.0,0.0,0.0,,Cash Flow
Total Cash From Financing,,,,,,,-461.0,-651.0,-1017.0,-459.0,Cash Flow
Foreign Exchange Effects,,,,,,,-13.0,-26.0,-49.0,-18.0,Cash Flow
Net Change in Cash,,,,,,,-19.0,-358.0,-416.0,-824.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,4535.0,4535.0,4535.0,4119.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,4516.0,4177.0,4119.0,3295.0,Cash Flow
"Depreciation, Supplemental",,,,,,,92.0,143.0,194.0,58.0,Cash Flow
Free Cash Flow,,,,,,,443.0,642.0,985.0,216.0,
FCF Growth,,,,,,,,0.4492099322799097,0.5342679127725856,-0.7807106598984772,
