,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,14.74,16.11,11.54,,,,,
low,10.9,8.58,7.41,,,,,
change,0.1058,-0.1404,-0.20420000000000002,,,,,
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,183.0,195.0,228.0,248.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,83.0,81.0,87.0,103.0,Balance Sheet
Prov. for Doubtful Accts,,,,-4.0,-4.0,-4.0,-5.0,Balance Sheet
"Trade Accts Recvble, Net",,,,79.0,77.0,83.0,98.0,Balance Sheet
Other Receivables,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Total Receivables, Net",,,,79.0,77.0,83.0,98.0,Balance Sheet
Prepaid Expenses,,,,27.0,23.0,17.0,,Balance Sheet
"Other Curr. Assets, Total",,,,35.0,37.0,29.0,50.0,Balance Sheet
Total Current Assets,,,,323.0,332.0,357.0,396.0,Balance Sheet
Buildings,,,,35.0,33.0,33.0,,Balance Sheet
Land/Improvements,,,,5.0,5.0,5.0,,Balance Sheet
Machinery/Equipment,,,,178.0,184.0,193.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,37.0,35.0,34.0,,Balance Sheet
Prop./Plant/Equip. - Gross,,,,255.0,256.0,265.0,,Balance Sheet
Accumulated Depreciation,,,,-82.0,-81.0,-87.0,,Balance Sheet
Prop./Plant/Equip. - Net,,,,173.0,174.0,177.0,182.0,Balance Sheet
"Goodwill, Net",,,,1467.0,1494.0,1494.0,1494.0,Balance Sheet
Intangibles - Gross,,,,1674.0,1678.0,1678.0,,Balance Sheet
Accum. Intangible Amort.,,,,-460.0,-485.0,-510.0,,Balance Sheet
Intangibles - Net,,,,1213.0,1193.0,1168.0,1144.0,Balance Sheet
Long Term Investments,,,,10.0,10.0,10.0,10.0,Balance Sheet
Other Long Term Assets,,,,26.0,37.0,36.0,50.0,Balance Sheet
Total Assets,,,,3238.0,3265.0,3266.0,3298.0,Balance Sheet
Accounts Payable,,,,13.0,17.0,15.0,15.0,Balance Sheet
Accrued Expenses,,,,72.0,53.0,65.0,68.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,11.0,11.0,11.0,11.0,Balance Sheet
Customer Advances,,,,31.0,33.0,33.0,34.0,Balance Sheet
Income Taxes Payable,,,,10.0,30.0,21.0,17.0,Balance Sheet
"Other Curr. Lblts, Total",,,,41.0,64.0,54.0,51.0,Balance Sheet
Total Current Liabilities,,,,137.0,145.0,145.0,144.0,Balance Sheet
Total Long Term Debt,,,,814.0,812.0,810.0,807.0,Balance Sheet
Total Debt,,,,825.0,823.0,820.0,818.0,Balance Sheet
Deferred Income Tax,,,,276.0,254.0,232.0,222.0,Balance Sheet
Minority Interest,,,,14.0,14.0,14.0,14.0,Balance Sheet
"Other Liabilities, Total",,,,124.0,121.0,98.0,100.0,Balance Sheet
Total Liabilities,,,,1365.0,1346.0,1299.0,1287.0,Balance Sheet
Common Stock,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,2619.0,2653.0,2686.0,2721.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-746.0,-734.0,-719.0,-709.0,Balance Sheet
"Other Equity, Total",,,,0.0,0.0,-1.0,-1.0,Balance Sheet
Total Equity,,,,1872.0,1919.0,1967.0,2011.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,3238.0,3265.0,3266.0,3298.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,610.0,614.0,616.0,620.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,187083.0,186823.0,192786.0,198734.0,Income Statement
