,2017,2018,2019,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
high,60.85,114.78,109.0,74.2,129.7,110.96,,,,,
low,55.91,56.01,50.0,33.49,51.52,41.66,,,,,
change,-0.0291,0.40090000000000003,-0.16620000000000001,-0.0115,0.6878000000000001,-0.5217,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,246.0,269.0,303.0,471.0,Balance Sheet
Short Term Investments,,,,,,,534.0,560.0,564.0,362.0,Balance Sheet
Cash and Short Term Invs,,,,,,,780.0,829.0,867.0,833.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,180.0,229.0,113.0,115.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-3.0,-3.0,-3.0,-3.0,Balance Sheet
"Total Receivables, Net",,,,,,,204.0,250.0,131.0,131.0,Balance Sheet
Prepaid Expenses,,,,,,,25.0,29.0,28.0,25.0,Balance Sheet
Total Current Assets,,,,,,,1009.0,1108.0,1026.0,990.0,Balance Sheet
Buildings,,,,,,,50.0,50.0,50.0,39.0,Balance Sheet
Machinery/Equipment,,,,,,,166.0,161.0,159.0,161.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,57.0,56.0,54.0,50.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,273.0,267.0,263.0,249.0,Balance Sheet
Accumulated Depreciation,,,,,,,-148.0,-149.0,-149.0,-142.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,125.0,119.0,114.0,107.0,Balance Sheet
"Goodwill, Net",,,,,,,164.0,164.0,164.0,172.0,Balance Sheet
Intangibles - Gross,,,,,,,28.0,28.0,28.0,35.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-10.0,-12.0,-14.0,-16.0,Balance Sheet
Intangibles - Net,,,,,,,18.0,16.0,13.0,18.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,15.0,10.0,7.0,6.0,Balance Sheet
Other Long Term Assets,,,,,,,5.0,5.0,6.0,6.0,Balance Sheet
Total Assets,,,,,,,1341.0,1428.0,1335.0,1305.0,Balance Sheet
Accounts Payable,,,,,,,26.0,33.0,35.0,34.0,Balance Sheet
Accrued Expenses,,,,,,,47.0,48.0,46.0,48.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,,,498.0,499.0,Balance Sheet
Customer Advances,,,,,,,308.0,399.0,333.0,284.0,Balance Sheet
Other Current Liabilities,,,,,,,24.0,36.0,34.0,35.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,332.0,435.0,367.0,319.0,Balance Sheet
Total Current Liabilities,,,,,,,405.0,516.0,946.0,900.0,Balance Sheet
Total Long Term Debt,,,,,,,497.0,498.0,0.0,0.0,Balance Sheet
Total Debt,,,,,,,497.0,498.0,498.0,499.0,Balance Sheet
Minority Interest,,,,,,,23.0,22.0,16.0,19.0,Balance Sheet
"Other Liabilities, Total",,,,,,,80.0,70.0,64.0,63.0,Balance Sheet
Total Liabilities,,,,,,,1004.0,1105.0,1026.0,982.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1068.0,1114.0,1153.0,1215.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-728.0,-783.0,-834.0,-880.0,Balance Sheet
Treasury Stock - Common,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Equity, Total",,,,,,,-3.0,-8.0,-10.0,-12.0,Balance Sheet
Total Equity,,,,,,,337.0,323.0,309.0,323.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,1341.0,1428.0,1335.0,1305.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,66.0,67.0,67.0,68.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,203591.0,205752.0,216459.0,226912.0,Income Statement
"Cost of Revenue, Total",,,,,,,68793.0,63960.0,63893.0,64783.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,110045.0,117065.0,123198.0,114809.0,Income Statement
Labor & Related Expense,,,,,,,23292.0,22078.0,20252.0,23877.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,133337.0,139143.0,143450.0,138686.0,Income Statement
Research & Development,,,,,,,53362.0,58396.0,64769.0,68730.0,Income Statement
Total Operating Expense,,,,,,,255492.0,261499.0,272112.0,272199.0,Income Statement
Total Operating Income,,,,,,,-51901.0,-55747.0,-55653.0,-45287.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-1228.0,-1239.0,-1232.0,-1233.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,575.0,625.0,1110.0,2425.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,-268.0,-523.0,-209.0,207.0,Income Statement
"Other, Net",,,,,,,-268.0,-523.0,-209.0,207.0,Income Statement
Income Before Tax,,,,,,,-52822.0,-56884.0,-55984.0,-43888.0,Income Statement
Income Tax - Total,,,,,,,763.0,-493.0,267.0,-381.0,Income Statement
Income After Tax,,,,,,,-53585.0,-56391.0,-56251.0,-43507.0,Income Statement
Minority Interest,,,,,,,-9121.0,878.0,6012.0,-3268.0,Income Statement
Net Inc Before Extra Items,,,,,,,-62706.0,-55513.0,-50239.0,-46775.0,Income Statement
Total Net Income,,,,,,,-62706.0,-55513.0,-50239.0,-46775.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,-62706.0,-55513.0,-50239.0,-46775.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,-62706.0,-55513.0,-50239.0,-46775.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,64983.0,65759.0,66421.0,46775.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,-0.96,-0.84,-0.76,-1.0,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,-0.96,-0.84,-0.76,-1.0,Income Statement
Diluted Weighted Average Shares,,,,,,,64983.0,65759.0,66421.0,46775.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,-0.96,-0.84,-0.76,-1.0,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,-0.96,-0.84,-0.76,-1.0,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,1228.0,1239.0,1232.0,1233.0,Income Statement
