,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,22.01,23.98,19.31,14.61,15.08,14.61,,,,,
low,15.38,10.5,10.24,4.5,6.11,6.6,,,,,
change,0.3398,-0.4369,0.1775,-0.43,-0.2108,0.6371,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,36497.0,25128.0,15351.0,10433.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,33866.0,46403.0,67242.0,68881.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-746.0,-746.0,-388.0,-385.0,Balance Sheet
"Total Receivables, Net",,,,,,,33120.0,45657.0,66854.0,71092.0,Balance Sheet
Total Inventory,,,,,,,1654.0,2136.0,4317.0,5615.0,Balance Sheet
Prepaid Expenses,,,,,,,9797.0,8080.0,6422.0,8548.0,Balance Sheet
Total Current Assets,,,,,,,81068.0,81001.0,92944.0,95688.0,Balance Sheet
Buildings,,,,,,,4425.0,4400.0,4400.0,4600.0,Balance Sheet
Land/Improvements,,,,,,,612.0,600.0,600.0,600.0,Balance Sheet
Machinery/Equipment,,,,,,,12179.0,12400.0,15600.0,17900.0,Balance Sheet
Construction in Progress,,,,,,,0.0,,,,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,331119.0,344846.0,366208.0,387913.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,348335.0,362246.0,386808.0,411013.0,Balance Sheet
Accumulated Depreciation,,,,,,,-104062.0,-110578.0,-115084.0,-121887.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,244273.0,251668.0,271724.0,289126.0,Balance Sheet
"Goodwill, Net",,,,,,,13004.0,13004.0,13004.0,13004.0,Balance Sheet
Intangibles - Net,,,,,,,2203.0,2008.0,1814.0,1619.0,Balance Sheet
Other Long Term Assets,,,,,,,2733.0,3121.0,2736.0,2544.0,Balance Sheet
Total Assets,,,,,,,406223.0,412901.0,442420.0,460129.0,Balance Sheet
Accounts Payable,,,,,,,9927.0,17240.0,24319.0,26079.0,Balance Sheet
Accrued Expenses,,,,,,,17635.0,15237.0,30632.0,31033.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,31.0,31.0,556.0,1222.0,Balance Sheet
Income Taxes Payable,,,,,,,1210.0,1210.0,1210.0,1210.0,Balance Sheet
Other Current Liabilities,,,,,,,496.0,250.0,1827.0,1301.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,1706.0,1460.0,3037.0,2511.0,Balance Sheet
Total Current Liabilities,,,,,,,29299.0,33968.0,58544.0,60845.0,Balance Sheet
