,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,29.55,44.61,45.82,33.96,24.71,19.24,,,,,
low,26.95,23.55,30.46,6.84,12.3,13.41,,,,,
change,-0.037000000000000005,0.439,-0.18600000000000003,-0.579,0.3084,-0.09910000000000001,,,,,
Date,,,,,,,2021-12-30 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-29 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,18.0,19.0,58.0,11.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,30.0,22.0,26.0,26.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-1.0,-1.0,0.0,0.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,29.0,21.0,26.0,26.0,Balance Sheet
Other Receivables,,,,,,,27.0,0.0,0.0,0.0,Balance Sheet
"Total Receivables, Net",,,,,,,56.0,21.0,26.0,26.0,Balance Sheet
Restricted Cash - Current,,,,,,,6.0,5.0,6.0,6.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,,,5.0,2.0,1.0,1.0,Balance Sheet
Other Current Assets,,,,,,,15.0,17.0,20.0,18.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,27.0,24.0,26.0,25.0,Balance Sheet
Total Current Assets,,,,,,,100.0,65.0,110.0,61.0,Balance Sheet
Buildings,,,,,,,923.0,925.0,933.0,934.0,Balance Sheet
Land/Improvements,,,,,,,130.0,130.0,130.0,130.0,Balance Sheet
Construction in Progress,,,,,,,6.0,8.0,4.0,9.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,668.0,665.0,669.0,666.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,1727.0,1728.0,1735.0,1740.0,Balance Sheet
Accumulated Depreciation,,,,,,,-738.0,-755.0,-770.0,-785.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,988.0,973.0,965.0,954.0,Balance Sheet
"Goodwill, Net",,,,,,,75.0,75.0,75.0,75.0,Balance Sheet
Long Term Investments,,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
Other Long Term Assets,,,,,,,13.0,13.0,12.0,13.0,Balance Sheet
Total Assets,,,,,,,1188.0,1139.0,1175.0,1116.0,Balance Sheet
Accounts Payable,,,,,,,36.0,24.0,38.0,25.0,Balance Sheet
