,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,39.55,39.38,47.33,54.52,53.93,53.66,,,,,
low,37.22,32.09,32.7,30.4,41.11,38.5,,,,,
change,0.0484,-0.1267,0.38060000000000005,0.0083,0.1344,-0.1116,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,11.0,58.0,13.0,23.0,Balance Sheet
"Total Receivables, Net",,,,,,,141.0,183.0,143.0,120.0,Balance Sheet
Invent. - Raw Materials,,,,,,,34.0,39.0,38.0,42.0,Balance Sheet
Gas in Storage - Inventory,,,,,,,76.0,21.0,90.0,188.0,Balance Sheet
Total Inventory,,,,,,,110.0,59.0,129.0,230.0,Balance Sheet
Prepaid Expenses,,,,,,,37.0,30.0,32.0,39.0,Balance Sheet
Unbilled Utility Revenues,,,,,,,120.0,105.0,79.0,83.0,Balance Sheet
Other Current Assets,,,,,,,20.0,9.0,17.0,47.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,140.0,114.0,97.0,129.0,Balance Sheet
Total Current Assets,,,,,,,438.0,444.0,413.0,541.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,49.0,46.0,45.0,43.0,Balance Sheet
"Goodwill, Net",,,,,,,2341.0,2341.0,2341.0,2341.0,Balance Sheet
Intangibles - Net,,,,,,,6.0,6.0,5.0,5.0,Balance Sheet
Utility Plant,,,,,,,12610.0,12837.0,13111.0,13468.0,Balance Sheet
Utlty. Plnt. Accum. Deprc.,,,,,,,-2359.0,-2442.0,-2519.0,-2592.0,Balance Sheet
"Total Utility Plant, Net",,,,,,,10252.0,10395.0,10592.0,10876.0,Balance Sheet
Other Long Term Assets,,,,,,,1431.0,1507.0,1513.0,1302.0,Balance Sheet
Total Assets,,,,,,,14658.0,14877.0,15046.0,15280.0,Balance Sheet
Accounts Payable,,,,,,,193.0,162.0,194.0,218.0,Balance Sheet
Accrued Expenses,,,,,,,165.0,183.0,167.0,215.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,65.0,80.0,5.0,213.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,132.0,132.0,121.0,150.0,Balance Sheet
Dividends Payable,,,,,,,,68.0,,,Balance Sheet
Income Taxes Payable,,,,,,,38.0,37.0,34.0,33.0,Balance Sheet
Other Current Liabilities,,,,,,,82.0,17.0,23.0,19.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,120.0,122.0,57.0,52.0,Balance Sheet
Total Current Liabilities,,,,,,,675.0,678.0,544.0,848.0,Balance Sheet
Total Long Term Debt,,,,,,,5780.0,5872.0,6088.0,6174.0,Balance Sheet
Total Debt,,,,,,,5977.0,6083.0,6213.0,6537.0,Balance Sheet
Deferred Income Tax,,,,,,,1407.0,1481.0,1511.0,1305.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,50.0,49.0,29.0,54.0,Balance Sheet
Other LT Liabilities,,,,,,,1562.0,1542.0,1532.0,1556.0,Balance Sheet
"Other Liabilities, Total",,,,,,,1613.0,1591.0,1561.0,1610.0,Balance Sheet
Total Liabilities,,,,,,,9474.0,9622.0,9704.0,9937.0,Balance Sheet
Common Stock,,,,,,,128.0,128.0,133.0,133.0,Balance Sheet
Additional Paid-In Capital,,,,,,,3706.0,3714.0,3716.0,3724.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,1434.0,1498.0,1577.0,1571.0,Balance Sheet
Treasury Stock - Common,,,,,,,-84.0,-84.0,-84.0,-84.0,Balance Sheet
Total Equity,,,,,,,5184.0,5255.0,5342.0,5343.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,14658.0,14877.0,15046.0,15280.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,253.0,253.0,262.0,262.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,3.0,3.0,3.0,3.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
