,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,21.16,25.41,29.74,34.3,37.9,36.65,,,,,
low,19.9,17.8,19.55,19.48,30.4,23.28,,,,,
change,0.05280000000000001,-0.0358,0.457,0.16640000000000002,0.020499999999999997,-0.18230000000000002,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,262.0,280.0,269.0,223.0,Balance Sheet
Short Term Investments,,,,,,,5.0,7.0,12.0,16.0,Balance Sheet
Cash and Short Term Invs,,,,,,,268.0,287.0,281.0,239.0,Balance Sheet
"Total Receivables, Net",,,,,,,250.0,281.0,274.0,292.0,Balance Sheet
Invent. - Finished Goods,,,,,,,47.0,64.0,70.0,63.0,Balance Sheet
Invent. - Work In Progress,,,,,,,34.0,38.0,43.0,40.0,Balance Sheet
Invent. - Raw Materials,,,,,,,235.0,261.0,279.0,315.0,Balance Sheet
Total Inventory,,,,,,,316.0,363.0,393.0,418.0,Balance Sheet
Prepaid Expenses,,,,,,,39.0,25.0,44.0,40.0,Balance Sheet
Total Current Assets,,,,,,,873.0,956.0,992.0,989.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,464.0,468.0,489.0,527.0,Balance Sheet
"Goodwill, Net",,,,,,,314.0,314.0,314.0,314.0,Balance Sheet
Intangibles - Gross,,,,,,,618.0,431.0,461.0,461.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-345.0,-164.0,-169.0,-174.0,Balance Sheet
Intangibles - Net,,,,,,,273.0,267.0,292.0,287.0,Balance Sheet
Long Term Investments,,,,,,,208.0,176.0,198.0,194.0,Balance Sheet
Total Assets,,,,,,,2131.0,2180.0,2284.0,2311.0,Balance Sheet
Accounts Payable,,,,,,,98.0,141.0,187.0,171.0,Balance Sheet
Accrued Expenses,,,,,,,83.0,98.0,100.0,94.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Current Liabilities,,,,,,,182.0,239.0,286.0,265.0,Balance Sheet
Total Long Term Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Deferred Income Tax,,,,,,,0.0,,,,Balance Sheet
"Other Liabilities, Total",,,,,,,12.0,12.0,12.0,12.0,Balance Sheet
Total Liabilities,,,,,,,193.0,251.0,298.0,277.0,Balance Sheet
Common Stock,,,,,,,14.0,14.0,14.0,14.0,Balance Sheet
Additional Paid-In Capital,,,,,,,879.0,881.0,901.0,909.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,1042.0,1039.0,1083.0,1108.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,1.0,,,,Balance Sheet
Cum. Trans. Adjustment,,,,,,,1.0,,,,Balance Sheet
Other Comprehensive Income,,,,,,,,-5.0,-11.0,3.0,Balance Sheet
"Other Equity, Total",,,,,,,1.0,-5.0,-11.0,3.0,Balance Sheet
Total Equity,,,,,,,1938.0,1929.0,1987.0,2034.0,Balance Sheet
