,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,46.79,47.48,37.33,40.96,61.46,58.6,,,,,
low,43.31,26.16,24.47,8.69,36.69,27.65,,,,,
change,-0.045599999999999995,-0.3442,0.3055,0.0851,0.3754,-0.395,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,601.0,563.0,645.0,544.0,Balance Sheet
"Total Receivables, Net",,,,,,,642.0,758.0,753.0,505.0,Balance Sheet
Invent. - Finished Goods,,,,,,,244.0,249.0,253.0,198.0,Balance Sheet
Invent. - Work In Progress,,,,,,,21.0,27.0,26.0,26.0,Balance Sheet
Invent. - Raw Materials,,,,,,,196.0,200.0,215.0,218.0,Balance Sheet
Total Inventory,,,,,,,461.0,475.0,494.0,442.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,,,,,,368.0,Balance Sheet
Other Current Assets,,,,,,,122.0,134.0,128.0,130.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,122.0,134.0,128.0,498.0,Balance Sheet
Total Current Assets,,,,,,,1827.0,1930.0,2020.0,1988.0,Balance Sheet
Buildings,,,,,,,351.0,352.0,344.0,382.0,Balance Sheet
Land/Improvements,,,,,,,92.0,90.0,86.0,81.0,Balance Sheet
Machinery/Equipment,,,,,,,972.0,976.0,969.0,1273.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,74.0,67.0,63.0,56.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,1489.0,1485.0,1462.0,1792.0,Balance Sheet
Accumulated Depreciation,,,,,,,-738.0,-756.0,-760.0,-771.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,750.0,729.0,702.0,1021.0,Balance Sheet
"Goodwill, Net",,,,,,,1286.0,1283.0,1257.0,1491.0,Balance Sheet
Intangibles - Gross,,,,,,,1195.0,1190.0,1187.0,1840.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-270.0,-286.0,-320.0,-314.0,Balance Sheet
Intangibles - Net,,,,,,,925.0,904.0,867.0,1526.0,Balance Sheet
Other Long Term Assets,,,,,,,208.0,200.0,198.0,281.0,Balance Sheet
Total Assets,,,,,,,4997.0,5047.0,5044.0,6307.0,Balance Sheet
Accounts Payable,,,,,,,554.0,642.0,634.0,449.0,Balance Sheet
Accrued Expenses,,,,,,,378.0,310.0,329.0,323.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,9.0,608.0,608.0,614.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,,,,170.0,Balance Sheet
Total Current Liabilities,,,,,,,941.0,1560.0,1571.0,1556.0,Balance Sheet
Total Long Term Debt,,,,,,,1850.0,1250.0,1249.0,2503.0,Balance Sheet
Total Debt,,,,,,,1859.0,1858.0,1857.0,3117.0,Balance Sheet
Deferred Income Tax,,,,,,,101.0,99.0,107.0,210.0,Balance Sheet
Minority Interest,,,,,,,16.0,16.0,16.0,16.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,100.0,99.0,95.0,92.0,Balance Sheet
Other LT Liabilities,,,,,,,215.0,210.0,197.0,211.0,Balance Sheet
Discont. Ops. - Lblts,,,,,,,,,,0.0,Balance Sheet
"Other Liabilities, Total",,,,,,,315.0,309.0,292.0,302.0,Balance Sheet
Total Liabilities,,,,,,,3223.0,3234.0,3234.0,4587.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1512.0,1510.0,1513.0,1516.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,1208.0,1271.0,1334.0,1302.0,Balance Sheet
Treasury Stock - Common,,,,,,,-901.0,-915.0,-935.0,-935.0,Balance Sheet
"Other Equity, Total",,,,,,,-46.0,-54.0,-103.0,-164.0,Balance Sheet
Total Equity,,,,,,,1775.0,1813.0,1810.0,1720.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,4997.0,5047.0,5044.0,6307.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,92.0,91.0,91.0,91.0,Balance Sheet
