,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,60.3,47.29,,,,,
low,42.03,10.86,,,,,
change,-0.1386,-0.6577,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,256.0,230.0,212.0,198.0,Balance Sheet
"Total Receivables, Net",,,1.0,1.0,1.0,1.0,Balance Sheet
Invent. - Finished Goods,,,14.0,14.0,15.0,15.0,Balance Sheet
Inventories - Other,,,43.0,50.0,56.0,56.0,Balance Sheet
Total Inventory,,,57.0,64.0,71.0,71.0,Balance Sheet
Prepaid Expenses,,,13.0,17.0,13.0,13.0,Balance Sheet
Total Current Assets,,,328.0,312.0,296.0,282.0,Balance Sheet
Buildings,,,111.0,117.0,124.0,130.0,Balance Sheet
Machinery/Equipment,,,36.0,40.0,45.0,46.0,Balance Sheet
Construction in Progress,,,11.0,13.0,13.0,16.0,Balance Sheet
Other Prop./Plant/Equip.,,,17.0,130.0,136.0,150.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,176.0,300.0,318.0,342.0,Balance Sheet
Accumulated Depreciation,,,-64.0,-69.0,-74.0,-80.0,Balance Sheet
Prop./Plant/Equip. - Net,,,112.0,231.0,244.0,262.0,Balance Sheet
Other Long Term Assets,,,0.0,2.0,4.0,6.0,Balance Sheet
Total Assets,,,441.0,545.0,544.0,550.0,Balance Sheet
Accounts Payable,,,31.0,33.0,31.0,20.0,Balance Sheet
Accrued Expenses,,,61.0,75.0,69.0,70.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,22.0,19.0,18.0,16.0,Balance Sheet
Income Taxes Payable,,,,,,3.0,Balance Sheet
Other Current Liabilities,,,4.0,2.0,2.0,2.0,Balance Sheet
"Other Curr. Lblts, Total",,,26.0,21.0,20.0,21.0,Balance Sheet
Total Current Liabilities,,,118.0,129.0,120.0,111.0,Balance Sheet
Total Long Term Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,37.0,135.0,142.0,155.0,Balance Sheet
Total Liabilities,,,155.0,264.0,262.0,266.0,Balance Sheet
Redeemable Preferred Stock,,,0.0,,,,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,779.0,808.0,842.0,868.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-493.0,-527.0,-560.0,-583.0,Balance Sheet
"Other Equity, Total",,,0.0,0.0,0.0,0.0,Balance Sheet
Total Equity,,,286.0,281.0,282.0,284.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,441.0,545.0,544.0,550.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,95.0,95.0,96.0,96.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,19.0,19.0,19.0,19.0,Balance Sheet
Ttl Comm. Shares Outs.,,,114.0,114.0,115.0,115.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,132892.0,153218.0,149624.0,148777.0,Income Statement
"Cost of Revenue, Total",,,56642.0,63572.0,63277.0,64359.0,Income Statement
Selling/Gen/Admin Expense,,,120047.0,93979.0,88921.0,81062.0,Income Statement
Labor & Related Expense,,,,26918.0,26533.0,24065.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,120047.0,120897.0,115454.0,105127.0,Income Statement
Depreciation/Amortization,,,2099.0,2489.0,2974.0,2963.0,Income Statement
Total Operating Expense,,,178788.0,186958.0,181705.0,172449.0,Income Statement
Total Operating Income,,,-45896.0,-33740.0,-32081.0,-23672.0,Income Statement
"Other, Net",,,105.0,146.0,-38.0,-183.0,Income Statement
Income Before Tax,,,-45791.0,-33594.0,-32119.0,-23855.0,Income Statement
Income Tax - Total,,,112.0,539.0,47.0,-12.0,Income Statement
Income After Tax,,,-45903.0,-34133.0,-32166.0,-23843.0,Income Statement
Net Inc Before Extra Items,,,-45903.0,-34133.0,-32166.0,-23843.0,Income Statement
Total Net Income,,,-45903.0,-34133.0,-32166.0,-23843.0,Income Statement
Total Adjust to Net Income,,,0.0,0.0,0.0,0.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-45903.0,-34133.0,-32166.0,-23843.0,Income Statement
