,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,24.4,150.1,79.5,30.75,42.6,13.91,,,,,
low,17.0,9.0,3.0,0.97,9.52,2.01,,,,,
change,0.3943,1.05,-0.7325,4.4047,-0.6853,-0.7718,,,,,
Date,,,,,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Balance Sheet
Cash,,,,,,,18040.0,5212.0,1913.0,2662.0,Balance Sheet
Short Term Investments,,,,,,,495.0,513.0,541.0,570.0,Balance Sheet
Cash and Short Term Invs,,,,,,,18535.0,5725.0,2454.0,3232.0,Balance Sheet
"Total Receivables, Net",,,,,,,2620.0,4622.0,6836.0,103.0,Balance Sheet
Total Inventory,,,,,,,2673.0,1432.0,1259.0,0.0,Balance Sheet
Prepaid Expenses,,,,,,,5129.0,11245.0,10316.0,3735.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,,,,,,8830.0,Balance Sheet
Other Current Assets,,,,,,,28770.0,35658.0,21090.0,13550.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,28770.0,35658.0,21090.0,22380.0,Balance Sheet
Total Current Assets,,,,,,,57726.0,58683.0,41956.0,29449.0,Balance Sheet
Buildings,,,,,,,73.0,120.0,158.0,145.0,Balance Sheet
Land/Improvements,,,,,,,,,1530.0,1530.0,Balance Sheet
Machinery/Equipment,,,,,,,376.0,400.0,331.0,232.0,Balance Sheet
Construction in Progress,,,,,,,10498.0,10710.0,4172.0,6573.0,Balance Sheet
Natural Resources,,,,,,,123148.0,187132.0,11783.0,12161.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,12644.0,15546.0,282731.0,340103.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,146739.0,213908.0,300706.0,360744.0,Balance Sheet
Accumulated Depreciation,,,,,,,-7658.0,-13997.0,-23022.0,-37273.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,139081.0,199912.0,277684.0,323471.0,Balance Sheet
"Goodwill, Net",,,,,,,19049.0,19049.0,19049.0,12048.0,Balance Sheet
Intangibles - Gross,,,,,,,22885.0,22885.0,22900.0,9897.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-10104.0,-11412.0,-12638.0,-3090.0,Balance Sheet
Intangibles - Net,,,,,,,12781.0,11474.0,10263.0,6807.0,Balance Sheet
Other Long Term Assets,,,,,,,88835.0,129028.0,75846.0,38444.0,Balance Sheet
