,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,16.65,24.03,21.42,43.0,40.01,19.93,,,,,
low,13.2,10.2,12.65,6.35,12.02,10.41,,,,,
change,-0.0671,-0.0942,-0.0051,1.3530000000000002,-0.58,0.039900000000000005,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,91.0,34.0,39.0,91.0,Balance Sheet
Short Term Investments,,,,,,,427.0,446.0,411.0,337.0,Balance Sheet
Cash and Short Term Invs,,,,,,,518.0,480.0,450.0,428.0,Balance Sheet
Prepaid Expenses,,,,,,,4.0,7.0,10.0,9.0,Balance Sheet
Total Current Assets,,,,,,,522.0,487.0,460.0,436.0,Balance Sheet
Buildings,,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
Machinery/Equipment,,,,,,,1.0,1.0,1.0,2.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,7.0,6.0,6.0,5.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,9.0,9.0,8.0,8.0,Balance Sheet
Accumulated Depreciation,,,,,,,-1.0,-1.0,-1.0,-1.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,8.0,8.0,7.0,7.0,Balance Sheet
Other Long Term Assets,,,,,,,3.0,4.0,4.0,4.0,Balance Sheet
Total Assets,,,,,,,534.0,499.0,471.0,448.0,Balance Sheet
Accounts Payable,,,,,,,3.0,1.0,,2.0,Balance Sheet
Payable/Accrued,,,,,,,,,1.0,,Balance Sheet
Accrued Expenses,,,,,,,19.0,16.0,16.0,23.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,0.0,,,,Balance Sheet
Total Current Liabilities,,,,,,,22.0,18.0,18.0,25.0,Balance Sheet
Total Long Term Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,,,,,5.0,5.0,4.0,4.0,Balance Sheet
Total Liabilities,,,,,,,27.0,22.0,22.0,28.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,,0.0,,0.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,941.0,948.0,957.0,965.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-433.0,-465.0,-500.0,-536.0,Balance Sheet
"Other Equity, Total",,,,,,,-2.0,-7.0,-8.0,-9.0,Balance Sheet
Total Equity,,,,,,,507.0,476.0,449.0,420.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,534.0,499.0,471.0,448.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,67.0,67.0,67.0,67.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,7862.0,7675.0,7164.0,7758.0,Income Statement
Labor & Related Expense,,,,,,,4220.0,4194.0,3911.0,3863.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,12082.0,11869.0,11075.0,11621.0,Income Statement
Research & Development,,,,,,,20956.0,20913.0,24258.0,24973.0,Income Statement
Unusual Expense (Income),,,,,,,0.0,,,,Income Statement
Total Operating Expense,,,,,,,33038.0,32782.0,35333.0,36594.0,Income Statement
Total Operating Income,,,,,,,-33038.0,-32782.0,-35333.0,-36594.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,,0.0,0.0,0.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,295.0,329.0,564.0,1090.0,Income Statement
Income Before Tax,,,,,,,-32743.0,-32453.0,-34769.0,-35504.0,Income Statement
Income After Tax,,,,,,,-32743.0,-32453.0,-34769.0,-35504.0,Income Statement
Net Inc Before Extra Items,,,,,,,-32743.0,-32453.0,-34769.0,-35504.0,Income Statement
Total Net Income,,,,,,,-32743.0,-32453.0,-34769.0,-35504.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,-32743.0,-32453.0,-34769.0,-35504.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,-32743.0,-32453.0,-34769.0,-35504.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,66553.0,66607.0,66672.0,66889.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,-0.49,-0.49,-0.52,-0.53,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,-0.49,-0.49,-0.52,-0.53,Income Statement
Diluted Weighted Average Shares,,,,,,,66553.0,66607.0,66672.0,66889.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,-0.49,-0.49,-0.52,-0.53,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,-0.49,-0.49,-0.52,-0.53,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,0.0,0.0,0.0,0.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,166.0,177.0,183.0,193.0,Income Statement
Total Special Items,,,,,,,0.0,,,,Income Statement
Normalzd Income Before Tax,,,,,,,-32743.0,-32453.0,-34769.0,-35504.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,0.0,,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,0.0,,,,Income Statement
Normalized Income After Tax,,,,,,,-32743.0,-32453.0,-34769.0,-35504.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,-32743.0,-32453.0,-34769.0,-35504.0,Income Statement
Basic Normalized EPS,,,,,,,-0.49,-0.49,-0.52,-0.53,Income Statement
Diluted Normalized EPS,,,,,,,-0.49,-0.49,-0.52,-0.53,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,-130466.0,-32453.0,-67222.0,-102726.0,Cash Flow
Depreciation/Depletion,,,,,,,558.0,177.0,360.0,553.0,Cash Flow
Unusual Items,,,,,,,212.0,,0.0,0.0,Cash Flow
Other Non-Cash Items,,,,,,,28369.0,7750.0,15052.0,21777.0,Cash Flow
Non-Cash Items,,,,,,,28581.0,7750.0,15052.0,21777.0,Cash Flow
Prepaid Expenses,,,,,,,-357.0,-2630.0,-5199.0,-4287.0,Cash Flow
Other Assets,,,,,,,-329.0,105.0,-5.0,226.0,Cash Flow
Payable/Accrued,,,,,,,-2518.0,-5251.0,-5592.0,758.0,Cash Flow
Changes in Working Capital,,,,,,,-3224.0,-7655.0,-10712.0,-3136.0,Cash Flow
Total Cash from Operations,,,,,,,-104551.0,-32181.0,-62522.0,-83532.0,Cash Flow
Capital Expenditures,,,,,,,-1147.0,-49.0,-233.0,-614.0,Cash Flow
Sale/Maturity of Investment,,,,,,,319969.0,26487.0,115947.0,245091.0,Cash Flow
Purchase of Investments,,,,,,,-445657.0,-51400.0,-107579.0,-164532.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,-125688.0,-24913.0,8368.0,80559.0,Cash Flow
Total Cash from Investing,,,,,,,-126835.0,-24962.0,8135.0,79945.0,Cash Flow
Financing Cash Flow Items,,,,,,,-611.0,,0.0,0.0,Cash Flow
"Common Stock, Net",,,,,,,0.0,,,,Cash Flow
Options Exercised,,,,,,,4426.0,303.0,2972.0,3852.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,4426.0,303.0,2972.0,3852.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,-7250.0,0.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,,,,,-3435.0,303.0,2972.0,3852.0,Cash Flow
Net Change in Cash,,,,,,,-234821.0,-56840.0,-51415.0,265.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,325703.0,90882.0,90882.0,90882.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,90882.0,34042.0,39467.0,91147.0,Cash Flow
"Depreciation, Supplemental",,,,,,,558.0,177.0,360.0,553.0,Cash Flow
Free Cash Flow,,,,,,,-105698.0,-32230.0,-62755.0,-84146.0,
FCF Growth,,,,,,,,-0.6950746466347518,0.947098976109215,0.3408652696996255,
