,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,131.83,175.87,228.19,391.5,582.27,566.0,,,,,
low,121.72,123.88,141.83,160.35,305.47,278.1,,,,,
change,0.0604,0.1459,0.4482,0.7551000000000001,0.5141,-0.42590000000000006,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,24.0,35.0,91.0,49.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,161.0,202.0,246.0,198.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-6.0,-6.0,-7.0,-9.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,155.0,196.0,240.0,189.0,Balance Sheet
Other Receivables,,,,,,,221.0,484.0,517.0,361.0,Balance Sheet
"Total Receivables, Net",,,,,,,377.0,680.0,757.0,550.0,Balance Sheet
Total Inventory,,,,,,,1339.0,1641.0,1579.0,1540.0,Balance Sheet
Prepaid Expenses,,,,,,,29.0,42.0,43.0,61.0,Balance Sheet
Total Current Assets,,,,,,,1769.0,2399.0,2470.0,2199.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,421.0,441.0,443.0,440.0,Balance Sheet
"Goodwill, Net",,,,,,,688.0,688.0,693.0,692.0,Balance Sheet
Intangibles - Net,,,,,,,313.0,311.0,309.0,307.0,Balance Sheet
Long Term Investments,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Other Long Term Assets,,,,,,,38.0,42.0,45.0,48.0,Balance Sheet
Total Assets,,,,,,,3230.0,3882.0,3962.0,3688.0,Balance Sheet
Accounts Payable,,,,,,,399.0,686.0,604.0,442.0,Balance Sheet
Accrued Expenses,,,,,,,334.0,251.0,267.0,283.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,1.0,11.0,10.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,11.0,10.0,10.0,12.0,Balance Sheet
Total Current Liabilities,,,,,,,744.0,958.0,891.0,737.0,Balance Sheet
Total Long Term Debt,,,,,,,1172.0,1484.0,1576.0,1500.0,Balance Sheet
Total Debt,,,,,,,1183.0,1505.0,1595.0,1513.0,Balance Sheet
Deferred Income Tax,,,,,,,36.0,41.0,42.0,45.0,Balance Sheet
"Other Liabilities, Total",,,,,,,207.0,225.0,224.0,214.0,Balance Sheet
Total Liabilities,,,,,,,2159.0,2708.0,2733.0,2497.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,552.0,559.0,565.0,571.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,527.0,612.0,663.0,621.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-10.0,-10.0,-17.0,-28.0,Balance Sheet
Other Comprehensive Income,,,,,,,2.0,14.0,19.0,27.0,Balance Sheet
"Other Equity, Total",,,,,,,-7.0,4.0,2.0,-1.0,Balance Sheet
Total Equity,,,,,,,1071.0,1174.0,1229.0,1191.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,3230.0,3882.0,3962.0,3688.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,40.0,40.0,40.0,39.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,1036.0,1413.0,2056.0,1615.0,Income Statement
