,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,10.0,9.9,10.55,18.36,26.03,26.84,,,,,
low,10.0,9.1,8.5,4.3,16.63,13.09,,,,,
change,0.0,-0.08130000000000001,0.1722,0.7204,0.4214,-0.2711,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,1188.0,315.0,330.0,395.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,770.0,1187.0,1235.0,1251.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-3.0,-3.0,-3.0,-2.0,Balance Sheet
"Total Receivables, Net",,,,,,,984.0,1636.0,1712.0,1760.0,Balance Sheet
Total Inventory,,,,,,,69.0,142.0,149.0,150.0,Balance Sheet
Prepaid Expenses,,,,,,,83.0,131.0,167.0,164.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,302.0,3.0,3.0,3.0,Balance Sheet
Total Current Assets,,,,,,,2626.0,2227.0,2361.0,2472.0,Balance Sheet
Buildings,,,,,,,95.0,116.0,117.0,125.0,Balance Sheet
Land/Improvements,,,,,,,26.0,33.0,32.0,29.0,Balance Sheet
Machinery/Equipment,,,,,,,334.0,374.0,397.0,417.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,127.0,275.0,258.0,233.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,582.0,798.0,804.0,804.0,Balance Sheet
Accumulated Depreciation,,,,,,,-155.0,-170.0,-190.0,-196.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,427.0,628.0,614.0,608.0,Balance Sheet
"Goodwill, Net",,,,,,,1106.0,2310.0,2226.0,2327.0,Balance Sheet
Intangibles - Gross,,,,,,,1240.0,2598.0,2494.0,2197.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-358.0,-416.0,-466.0,-514.0,Balance Sheet
