,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,64.64,70.94,85.22,135.0,150.2,154.38,,,,,
low,59.96,55.09,62.55,63.5,106.7,101.51,,,,,
change,0.0317,-0.0045000000000000005,0.24730000000000002,0.7095999999999999,-0.13640000000000002,0.295,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,6631.0,3245.0,3151.0,6888.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,4313.0,4180.0,4643.0,4485.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-146.0,-164.0,-177.0,-161.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,4453.0,4226.0,4693.0,4610.0,Balance Sheet
Other Receivables,,,,,,,4775.0,5061.0,5129.0,5048.0,Balance Sheet
"Total Receivables, Net",,,,,,,9228.0,9287.0,9822.0,9658.0,Balance Sheet
Total Inventory,,,,,,,2567.0,2715.0,2243.0,2247.0,Balance Sheet
Prepaid Expenses,,,,,,,746.0,727.0,776.0,711.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,1719.0,1481.0,1484.0,1923.0,Balance Sheet
Total Current Assets,,,,,,,20891.0,17455.0,17476.0,21427.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,70084.0,74742.0,73943.0,73917.0,Balance Sheet
"Goodwill, Net",,,,,,,12188.0,12234.0,12234.0,12234.0,Balance Sheet
Intangibles - Gross,,,,,,,6925.0,,,,Balance Sheet
Accum. Intangible Amort.,,,,,,,-2192.0,,,,Balance Sheet
Intangibles - Net,,,,,,,97339.0,97109.0,99772.0,99530.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,2829.0,2837.0,2605.0,2514.0,Balance Sheet
Other Long Term Assets,,,,,,,3232.0,6276.0,3433.0,3877.0,Balance Sheet
Total Assets,,,,,,,206563.0,210653.0,209463.0,213499.0,Balance Sheet
Accounts Payable,,,,,,,6499.0,6739.0,6292.0,6822.0,Balance Sheet
Payable/Accrued,,,,,,,,,,750.0,Balance Sheet
Accrued Expenses,,,,,,,8331.0,7647.0,8238.0,7766.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,5623.0,4115.0,2942.0,7398.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,1120.0,1121.0,1220.0,1239.0,Balance Sheet
Customer Advances,,,,,,,856.0,842.0,810.0,777.0,Balance Sheet
Other Payables,,,,,,,103.0,,,,Balance Sheet
Other Current Liabilities,,,,,,,967.0,959.0,1120.0,1610.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,1926.0,1801.0,1930.0,2387.0,Balance Sheet
Total Current Liabilities,,,,,,,23499.0,21423.0,20622.0,26362.0,Balance Sheet
Long Term Debt,,,,,,,71376.0,72392.0,72053.0,70299.0,Balance Sheet
Capital Lease Obligations,,,,,,,1455.0,1447.0,1597.0,1590.0,Balance Sheet
Total Long Term Debt,,,,,,,72831.0,73839.0,73650.0,71889.0,Balance Sheet
Total Debt,,,,,,,79574.0,79075.0,77812.0,80526.0,Balance Sheet
Deferred Income Tax,,,,,,,10216.0,10410.0,10433.0,10397.0,Balance Sheet
"Other Liabilities, Total",,,,,,,30915.0,35005.0,34724.0,34701.0,Balance Sheet
Total Liabilities,,,,,,,137461.0,140677.0,139429.0,143349.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,73292.0,73420.0,73552.0,73797.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-2812.0,-2099.0,-2207.0,-1699.0,Balance Sheet
Treasury Stock - Common,,,,,,,-13.0,-16.0,-16.0,-685.0,Balance Sheet
Other Equity,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Other Comprehensive Income,,,,,,,-1365.0,-1329.0,-1295.0,-1263.0,Balance Sheet
"Other Equity, Total",,,,,,,-1365.0,-1329.0,-1295.0,-1263.0,Balance Sheet
