,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,57.77,74.92,89.24,115.14,142.6,139.83,,,,,
low,54.32,55.58,65.5,61.61,105.36,93.25,,,,,
change,0.016,0.24280000000000002,0.23399999999999999,0.2723,0.2849,-0.2329,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,9799.0,7675.0,8937.0,9594.0,Balance Sheet
Short Term Investments,,,,,,,450.0,483.0,353.0,313.0,Balance Sheet
Cash and Short Term Invs,,,,,,,10249.0,8158.0,9290.0,9907.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,7006.0,7819.0,7771.0,6928.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-519.0,-640.0,-572.0,-520.0,Balance Sheet
"Total Receivables, Net",,,,,,,6487.0,7179.0,7199.0,6408.0,Balance Sheet
Invent. - Finished Goods,,,,,,,3081.0,3470.0,3570.0,3407.0,Balance Sheet
Invent. - Work In Progress,,,,,,,694.0,695.0,710.0,726.0,Balance Sheet
Invent. - Raw Materials,,,,,,,1382.0,1526.0,1619.0,1601.0,Balance Sheet
Total Inventory,,,,,,,5157.0,5691.0,5899.0,5734.0,Balance Sheet
Prepaid Expenses,,,,,,,2346.0,2401.0,2568.0,2796.0,Balance Sheet
Total Current Assets,,,,,,,24239.0,23429.0,24956.0,24845.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,19364.0,19521.0,19458.0,19306.0,Balance Sheet
Accumulated Depreciation,,,,,,,-10405.0,-10613.0,-10640.0,-10617.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,8959.0,8908.0,8818.0,8689.0,Balance Sheet
"Goodwill, Net",,,,,,,23231.0,23179.0,22744.0,22284.0,Balance Sheet
Intangibles - Gross,,,,,,,28639.0,28625.0,28192.0,27750.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-15900.0,-16400.0,-16600.0,-16900.0,Balance Sheet
Intangibles - Net,,,,,,,12739.0,12225.0,11592.0,10850.0,Balance Sheet
LT Invt. - Affiliate Comp.,,,,,,,748.0,703.0,620.0,604.0,Balance Sheet
LT Investments - Other,,,,,,,68.0,60.0,114.0,160.0,Balance Sheet
Long Term Investments,,,,,,,816.0,763.0,734.0,764.0,Balance Sheet
