,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,27.09,28.3,21.79,24.67,44.47,41.49,,,,,
low,25.39,16.2,16.84,11.2,22.87,25.88,,,,,
change,-0.009300000000000001,-0.3461,0.2461,0.14470000000000002,0.5557,-0.029300000000000003,,,,,
Date,,,,,,,2021-11-30 00:00:00,2022-02-28 00:00:00,2022-05-31 00:00:00,2022-08-31 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,10755.0,8501.0,8523.0,9478.0,Balance Sheet
"Total Receivables, Net",,,,,,,7839.0,8275.0,9317.0,6699.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,1015.0,838.0,963.0,984.0,Balance Sheet
Total Current Assets,,,,,,,,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,911.0,910.0,891.0,913.0,Balance Sheet
"Goodwill, Net",,,,,,,1745.0,1746.0,1740.0,1733.0,Balance Sheet
Intangibles - Gross,,,,,,,316.0,324.0,322.0,275.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-163.0,-175.0,-177.0,-133.0,Balance Sheet
Intangibles - Net,,,,,,,152.0,149.0,145.0,141.0,Balance Sheet
LT Invt. - Affiliate Comp.,,,,,,,1746.0,1803.0,1804.0,1753.0,Balance Sheet
LT Investments - Other,,,,,,,33881.0,35301.0,31305.0,30965.0,Balance Sheet
Long Term Investments,,,,,,,35626.0,37104.0,33109.0,32718.0,Balance Sheet
"Other Assets, Total",,,,,,,2360.0,2514.0,2527.0,2564.0,Balance Sheet
Total Assets,,,,,,,60404.0,60036.0,57214.0,55230.0,Balance Sheet
Accounts Payable,,,,,,,10280.0,8660.0,8500.0,10.0,Balance Sheet
Payable/Accrued,,,,,,,3332.0,1771.0,2076.0,12247.0,Balance Sheet
Accrued Expenses,,,,,,,548.0,543.0,516.0,542.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,21900.0,25925.0,24061.0,21142.0,Balance Sheet
Total Current Liabilities,,,,,,,,,,,Balance Sheet
Long Term Debt,,,,,,,13738.0,12574.0,11673.0,10915.0,Balance Sheet
Capital Lease Obligations,,,,,,,0.0,,,,Balance Sheet
Total Long Term Debt,,,,,,,13738.0,12574.0,11673.0,10915.0,Balance Sheet
Total Debt,,,,,,,35639.0,38500.0,35734.0,32057.0,Balance Sheet
Minority Interest,,,,,,,51.0,73.0,87.0,81.0,Balance Sheet
Total Liabilities,,,,,,,49850.0,49546.0,46914.0,44937.0,Balance Sheet
Common Stock,,,,,,,244.0,240.0,232.0,229.0,Balance Sheet
Additional Paid-In Capital,,,,,,,2742.0,2391.0,2156.0,2063.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,7940.0,8190.0,8228.0,8351.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,-153.0,-112.0,-77.0,-84.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-166.0,-167.0,-189.0,-216.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-52.0,-52.0,-51.0,-50.0,Balance Sheet
"Other Equity, Total",,,,,,,-219.0,-218.0,-240.0,-266.0,Balance Sheet
Total Equity,,,,,,,10554.0,10490.0,10300.0,10293.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,60404.0,60036.0,57214.0,55230.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,244.0,240.0,232.0,229.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,73.0,76.0,84.0,88.0,Balance Sheet
Date,,,,,,,2021-11-30 00:00:00,2022-02-28 00:00:00,2022-05-31 00:00:00,2022-08-31 00:00:00,Income Statement
Total Revenue,,,,,,,2029.0,1943.0,1618.0,1837.0,Income Statement
"Cost of Revenue, Total",,,,,,,380.0,391.0,474.0,520.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,388.0,285.0,328.0,398.0,Income Statement
Labor & Related Expense,,,,,,,745.0,790.0,578.0,558.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,1133.0,1075.0,907.0,957.0,Income Statement
Depreciation/Amortization,,,,,,,41.0,46.0,40.0,43.0,Income Statement
"Inter Expense,Net Operatng",,,,,,,17.0,9.0,9.0,10.0,Income Statement
Total Operating Expense,,,,,,,1571.0,1520.0,1430.0,1530.0,Income Statement
Total Operating Income,,,,,,,459.0,422.0,188.0,307.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,-33.0,-30.0,-22.0,-5.0,Income Statement
Income Before Tax,,,,,,,426.0,392.0,167.0,302.0,Income Statement
Income Tax - Total,,,,,,,92.0,64.0,50.0,106.0,Income Statement
Income After Tax,,,,,,,334.0,328.0,117.0,196.0,Income Statement
Minority Interest,,,,,,,-7.0,2.0,-1.0,2.0,Income Statement
Net Inc Before Extra Items,,,,,,,327.0,330.0,116.0,198.0,Income Statement
Total Net Income,,,,,,,327.0,330.0,116.0,198.0,Income Statement
Preferred Dividends,,,,,,,-2.0,-2.0,-2.0,-2.0,Income Statement
Misc Earnings Adjustment,,,,,,,-2.0,-2.0,0.0,-1.0,Income Statement
Total Adjust to Net Income,,,,,,,-4.0,-4.0,-2.0,-3.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,323.0,326.0,114.0,195.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,323.0,326.0,114.0,195.0,Income Statement
