,2017,2018,2019,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
high,80.96,137.49,180.76,307.81,451.49,382.42,,,,,
low,71.52,77.92,110.87,78.7,276.7,212.93,,,,,
change,0.1081,0.617,0.3403,0.6896,0.2643,0.038,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,998.0,844.0,695.0,419.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,376.0,333.0,356.0,472.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-41.0,-31.0,-34.0,-37.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,348.0,314.0,335.0,448.0,Balance Sheet
Other Receivables,,,,,,,14.0,18.0,19.0,24.0,Balance Sheet
"Total Receivables, Net",,,,,,,362.0,332.0,353.0,473.0,Balance Sheet
Total Inventory,,,,,,,551.0,507.0,840.0,925.0,Balance Sheet
Prepaid Expenses,,,,,,,28.0,26.0,31.0,36.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,55.0,44.0,31.0,60.0,Balance Sheet
Total Current Assets,,,,,,,1995.0,1752.0,1950.0,1913.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,500.0,505.0,510.0,520.0,Balance Sheet
Accumulated Depreciation,,,,,,,-279.0,-283.0,-291.0,-299.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,401.0,405.0,392.0,386.0,Balance Sheet
"Goodwill, Net",,,,,,,14.0,14.0,14.0,14.0,Balance Sheet
Intangibles - Gross,,,,,,,119.0,119.0,118.0,117.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-79.0,-79.0,-79.0,-79.0,Balance Sheet
Intangibles - Net,,,,,,,40.0,40.0,39.0,39.0,Balance Sheet
Other Long Term Assets,,,,,,,57.0,57.0,55.0,54.0,Balance Sheet
Total Assets,,,,,,,2548.0,2332.0,2513.0,2466.0,Balance Sheet
Accounts Payable,,,,,,,482.0,327.0,604.0,483.0,Balance Sheet
Accrued Expenses,,,,,,,171.0,162.0,137.0,165.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,,,48.0,40.0,39.0,42.0,Balance Sheet
Income Taxes Payable,,,,,,,27.0,12.0,19.0,39.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,75.0,52.0,58.0,81.0,Balance Sheet
Total Current Liabilities,,,,,,,728.0,542.0,800.0,729.0,Balance Sheet
Total Long Term Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,,,,,255.0,252.0,241.0,222.0,Balance Sheet
Total Liabilities,,,,,,,983.0,793.0,1041.0,951.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,210.0,211.0,215.0,219.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,1374.0,1353.0,1298.0,1349.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-20.0,-25.0,-41.0,-54.0,Balance Sheet
Other Comprehensive Income,,,,,,,1.0,,1.0,2.0,Balance Sheet
"Other Equity, Total",,,,,,,-19.0,-25.0,-40.0,-52.0,Balance Sheet
Total Equity,,,,,,,1565.0,1539.0,1472.0,1516.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,2548.0,2332.0,2513.0,2466.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,27.0,27.0,27.0,26.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,1188.0,736.0,614.0,876.0,Income Statement
"Cost of Revenue, Total",,,,,,,567.0,377.0,320.0,454.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,328.0,274.0,237.0,294.0,Income Statement
Unusual Expense (Income),,,,,,,,3.0,1.0,0.0,Income Statement
Total Operating Expense,,,,,,,894.0,655.0,558.0,748.0,Income Statement
Total Operating Income,,,,,,,293.0,81.0,56.0,128.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-1.0,,-1.0,-1.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,0.0,1.0,1.0,2.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,,,,,1.0,,,Income Statement
"Other, Net",,,,,,,0.0,0.0,0.0,0.0,Income Statement
Income Before Tax,,,,,,,293.0,82.0,57.0,129.0,Income Statement
Income Tax - Total,,,,,,,60.0,14.0,12.0,27.0,Income Statement
Income After Tax,,,,,,,233.0,69.0,45.0,102.0,Income Statement
Net Inc Before Extra Items,,,,,,,233.0,69.0,45.0,102.0,Income Statement
Total Net Income,,,,,,,233.0,69.0,45.0,102.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,233.0,69.0,45.0,102.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,233.0,69.0,45.0,102.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,27.0,27.0,27.0,27.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,8.49,2.54,1.67,3.83,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,8.49,2.54,1.67,3.83,Income Statement
Diluted Weighted Average Shares,,,,,,,28.0,27.0,27.0,27.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,8.42,2.51,1.66,3.8,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,8.42,2.51,1.66,3.8,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,1.0,,1.0,1.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,11.0,12.0,12.0,11.0,Income Statement
Total Special Items,,,,,,,,3.0,1.0,0.0,Income Statement
Normalzd Income Before Tax,,,,,,,293.0,86.0,58.0,129.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,,1.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,60.0,14.0,12.0,27.0,Income Statement
Normalized Income After Tax,,,,,,,233.0,71.0,46.0,102.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,233.0,71.0,46.0,102.0,Income Statement
Basic Normalized EPS,,,,,,,8.49,2.63,1.71,3.83,Income Statement
Diluted Normalized EPS,,,,,,,8.42,2.6,1.7,3.8,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,383130.0,451949.0,44849.0,146373.0,Cash Flow
Depreciation/Depletion,,,,,,,31202.0,42878.0,11705.0,23018.0,Cash Flow
Deferred Taxes,,,,,,,-4263.0,-27796.0,-644.0,788.0,Cash Flow
Unusual Items,,,,,,,3223.0,3293.0,1083.0,1092.0,Cash Flow
Other Non-Cash Items,,,,,,,19181.0,28026.0,4426.0,15995.0,Cash Flow
Non-Cash Items,,,,,,,22404.0,31319.0,5509.0,17087.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,124651.0,192013.0,13313.0,29242.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,1399.0,1842.0,525.0,901.0,Cash Flow
Accounts Receivable,,,,,,,-126311.0,-98560.0,-19869.0,-142564.0,Cash Flow
Inventories,,,,,,,-272508.0,-228554.0,-332713.0,-418247.0,Cash Flow
