,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,73.97,83.27,83.07,82.72,88.49,103.0,,,,,
low,66.35,64.32,66.63,53.06,68.28,73.4,,,,,
change,-0.0124,-0.0038,0.2259,-0.15480000000000002,0.16579999999999998,0.22219999999999998,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Due from Banks,,,,,,,102.0,101.0,90.0,65.0,Balance Sheet
Interest-Earning Deposits,,,,,,,533.0,497.0,607.0,233.0,Balance Sheet
Other Short Trm Invest.,,,,,,,26.0,25.0,24.0,24.0,Balance Sheet
Total Invest. Securities,,,,,,,1408.0,1410.0,1497.0,1489.0,Balance Sheet
"Other Erng. Assets, Total",,,,,,,1967.0,1931.0,2128.0,1747.0,Balance Sheet
Total Gross Loans,,,,,,,3544.0,3560.0,3567.0,3629.0,Balance Sheet
Loan Loss Allowances,,,,,,,-18.0,-17.0,-17.0,-17.0,Balance Sheet
Net Loans,,,,,,,3526.0,3543.0,3550.0,3612.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,74.0,73.0,72.0,72.0,Balance Sheet
Intangibles - Net,,,,,,,117.0,117.0,116.0,116.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,0.0,18.0,31.0,50.0,Balance Sheet
Interest Receivable,,,,,,,16.0,16.0,16.0,17.0,Balance Sheet
Other Assets,,,,,,,203.0,213.0,239.0,269.0,Balance Sheet
"Other Assets, Total",,,,,,,218.0,229.0,255.0,286.0,Balance Sheet
Total Assets,,,,,,,6004.0,6012.0,6243.0,5948.0,Balance Sheet
Non-Interest Bearing Dep.,,,,,,,1373.0,1357.0,1532.0,1429.0,Balance Sheet
Interest Bearing Deposits,,,,,,,3552.0,3642.0,3610.0,3529.0,Balance Sheet
Total Deposits,,,,,,,4925.0,4999.0,5142.0,4958.0,Balance Sheet
Total ST Borrowings,,,,,,,312.0,288.0,402.0,305.0,Balance Sheet
Total Long Term Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,,,,312.0,288.0,402.0,305.0,Balance Sheet
Deferred Income Tax,,,,,,,0.0,,,,Balance Sheet
"Other Liabilities, Total",,,,,,,85.0,92.0,107.0,137.0,Balance Sheet
Total Liabilities,,,,,,,5323.0,5379.0,5651.0,5399.0,Balance Sheet
Common Stock,,,,,,,48.0,48.0,48.0,48.0,Balance Sheet
Additional Paid-In Capital,,,,,,,171.0,170.0,170.0,170.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,642.0,654.0,668.0,686.0,Balance Sheet
Treasury Stock - Common,,,,,,,-194.0,-195.0,-209.0,-210.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,18.0,-41.0,-80.0,-142.0,Balance Sheet
