,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,165.86,217.15,224.3,272.31,301.99,245.22,,,,,
low,146.48,137.95,141.79,108.14,215.86,129.06,,,,,
change,-0.08070000000000001,0.1759,-0.057699999999999994,0.5264,-0.0908,-0.16469999999999999,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,165.0,162.0,202.0,139.0,Balance Sheet
"Total Receivables, Net",,,,,,,431.0,458.0,465.0,462.0,Balance Sheet
Invent. - Work In Progress,,,,,,,135.0,154.0,150.0,152.0,Balance Sheet
Invent. - Raw Materials,,,,,,,129.0,146.0,163.0,165.0,Balance Sheet
Total Inventory,,,,,,,265.0,300.0,313.0,317.0,Balance Sheet
Prepaid Expenses,,,,,,,60.0,68.0,65.0,67.0,Balance Sheet
Total Current Assets,,,,,,,920.0,988.0,1046.0,985.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,434.0,439.0,432.0,426.0,Balance Sheet
Accumulated Depreciation,,,,,,,-237.0,-242.0,-240.0,-237.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,234.0,235.0,229.0,225.0,Balance Sheet
"Goodwill, Net",,,,,,,631.0,631.0,610.0,591.0,Balance Sheet
Intangibles - Gross,,,,,,,1220.0,1218.0,1177.0,1138.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-193.0,-206.0,-215.0,-222.0,Balance Sheet
Intangibles - Net,,,,,,,1028.0,1012.0,963.0,916.0,Balance Sheet
Long Term Investments,,,,,,,95.0,90.0,84.0,77.0,Balance Sheet
Other Long Term Assets,,,,,,,31.0,29.0,29.0,27.0,Balance Sheet
Total Assets,,,,,,,2956.0,2997.0,2971.0,2832.0,Balance Sheet
Accounts Payable,,,,,,,227.0,254.0,246.0,209.0,Balance Sheet
Accrued Expenses,,,,,,,54.0,43.0,45.0,47.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,57.0,61.0,14.0,20.0,Balance Sheet
Dividends Payable,,,,,,,7.0,7.0,7.0,8.0,Balance Sheet
Other Current Liabilities,,,,,,,86.0,87.0,87.0,81.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,93.0,94.0,95.0,88.0,Balance Sheet
Total Current Liabilities,,,,,,,430.0,453.0,401.0,366.0,Balance Sheet
Total Long Term Debt,,,,,,,836.0,858.0,972.0,931.0,Balance Sheet
Total Debt,,,,,,,893.0,920.0,987.0,952.0,Balance Sheet
Deferred Income Tax,,,,,,,179.0,171.0,156.0,151.0,Balance Sheet
Minority Interest,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,46.0,45.0,43.0,38.0,Balance Sheet
Other LT Liabilities,,,,,,,76.0,75.0,68.0,65.0,Balance Sheet
"Other Liabilities, Total",,,,,,,122.0,120.0,111.0,103.0,Balance Sheet
Total Liabilities,,,,,,,1568.0,1602.0,1641.0,1553.0,Balance Sheet
Common Stock,,,,,,,18.0,18.0,18.0,18.0,Balance Sheet
Additional Paid-In Capital,,,,,,,917.0,919.0,922.0,925.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,516.0,529.0,536.0,554.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,-1.0,-1.0,-1.0,-2.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-50.0,-57.0,-133.0,-205.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-13.0,-13.0,-11.0,-11.0,Balance Sheet
"Other Equity, Total",,,,,,,-63.0,-69.0,-144.0,-216.0,Balance Sheet
Total Equity,,,,,,,1387.0,1395.0,1330.0,1279.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,2956.0,2997.0,2971.0,2832.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,18.0,18.0,18.0,18.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,447041.0,474171.0,492388.0,492218.0,Income Statement
"Cost of Revenue, Total",,,,,,,308177.0,328100.0,342824.0,331469.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,99055.0,109333.0,112859.0,112254.0,Income Statement
Labor & Related Expense,,,,,,,2597.0,2462.0,2971.0,3202.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,101652.0,111795.0,115830.0,115456.0,Income Statement
Restructuring Charge,,,,,,,840.0,820.0,-1.0,-1423.0,Income Statement
Impair-Assets Held for Use,,,,,,,0.0,,,,Income Statement
