,2017,2018,2019,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
high,45.28,55.5,39.63,31.65,49.67,42.36,,,,,
low,40.82,32.03,18.54,10.18,30.24,26.39,,,,,
change,0.083,-0.23940000000000003,-0.1881,0.1443,0.2672,-0.11050000000000001,,,,,
Date,,,,,,,2022-01-01 00:00:00,2022-04-02 00:00:00,2022-07-02 00:00:00,2022-10-01 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,1257.0,806.0,790.0,527.0,Balance Sheet
Short Term Investments,,,,,,,390.0,267.0,163.0,31.0,Balance Sheet
Cash and Short Term Invs,,,,,,,1648.0,1073.0,953.0,557.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,296.0,247.0,256.0,273.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-4.0,-4.0,-4.0,-3.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,293.0,243.0,252.0,270.0,Balance Sheet
Other Receivables,,,,,,,182.0,174.0,217.0,228.0,Balance Sheet
"Total Receivables, Net",,,,,,,474.0,417.0,470.0,497.0,Balance Sheet
Total Inventory,,,,,,,750.0,913.0,994.0,1140.0,Balance Sheet
Prepaid Expenses,,,,,,,104.0,96.0,105.0,145.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,82.0,60.0,52.0,49.0,Balance Sheet
Total Current Assets,,,,,,,3059.0,2559.0,2574.0,2387.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,2051.0,1936.0,1826.0,1808.0,Balance Sheet
"Goodwill, Net",,,,,,,1285.0,1268.0,1242.0,1221.0,Balance Sheet
Intangibles - Gross,,,,,,,1410.0,1410.0,1410.0,1410.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-40.0,-42.0,-44.0,-45.0,Balance Sheet
Intangibles - Net,,,,,,,1370.0,1368.0,1367.0,1365.0,Balance Sheet
Other Long Term Assets,,,,,,,164.0,207.0,210.0,253.0,Balance Sheet
Total Assets,,,,,,,7929.0,7338.0,7265.0,7080.0,Balance Sheet
Accounts Payable,,,,,,,468.0,479.0,521.0,511.0,Balance Sheet
Accrued Expenses,,,,,,,950.0,842.0,880.0,771.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,401.0,401.0,32.0,26.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,25.0,11.0,36.0,,Balance Sheet
