,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,25.7,36.55,28.51,19.71,22.45,20.63,,,,,
low,22.25,23.12,12.1,5.93,15.23,12.87,,,,,
change,0.0689,-0.0125,-0.2249,-0.1165,0.0558,0.026600000000000002,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash,,,,,,,18.0,,,,Balance Sheet
Cash & Equivalents,,,,,,,66.0,41.0,41.0,43.0,Balance Sheet
Cash and Short Term Invs,,,,,,,83.0,41.0,41.0,43.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,292.0,377.0,413.0,406.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-3.0,-3.0,-3.0,-3.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,289.0,374.0,409.0,404.0,Balance Sheet
Other Receivables,,,,,,,60.0,9.0,7.0,7.0,Balance Sheet
"Total Receivables, Net",,,,,,,349.0,382.0,417.0,411.0,Balance Sheet
Invent. - Finished Goods,,,,,,,133.0,155.0,162.0,153.0,Balance Sheet
Invent. - Work In Progress,,,,,,,0.0,0.0,0.0,1.0,Balance Sheet
Invent. - Raw Materials,,,,,,,97.0,102.0,123.0,113.0,Balance Sheet
Total Inventory,,,,,,,230.0,257.0,285.0,267.0,Balance Sheet
Prepaid Expenses,,,,,,,,89.0,69.0,70.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,3.0,,,,Balance Sheet
Total Current Assets,,,,,,,665.0,769.0,812.0,791.0,Balance Sheet
Land/Improvements,,,,,,,137.0,,,,Balance Sheet
Machinery/Equipment,,,,,,,1030.0,,,,Balance Sheet
Construction in Progress,,,,,,,115.0,,,,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,123.0,95.0,94.0,93.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,1405.0,95.0,94.0,93.0,Balance Sheet
Accumulated Depreciation,,,,,,,-612.0,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,793.0,820.0,822.0,825.0,Balance Sheet
"Goodwill, Net",,,,,,,78.0,76.0,72.0,67.0,Balance Sheet
Intangibles - Gross,,,,,,,219.0,,,,Balance Sheet
Accum. Intangible Amort.,,,,,,,-182.0,,,,Balance Sheet
Intangibles - Net,,,,,,,36.0,34.0,30.0,27.0,Balance Sheet
Long Term Investments,,,,,,,5.0,5.0,5.0,4.0,Balance Sheet
Other Long Term Assets,,,,,,,4.0,3.0,47.0,71.0,Balance Sheet
Total Assets,,,,,,,1631.0,1769.0,1848.0,1843.0,Balance Sheet
Accounts Payable,,,,,,,195.0,208.0,218.0,178.0,Balance Sheet
Accrued Expenses,,,,,,,64.0,37.0,41.0,44.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,155.0,202.0,263.0,261.0,Balance Sheet
Income Taxes Payable,,,,,,,17.0,19.0,18.0,23.0,Balance Sheet
Other Current Liabilities,,,,,,,17.0,45.0,41.0,43.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,34.0,64.0,59.0,65.0,Balance Sheet
Total Current Liabilities,,,,,,,449.0,511.0,582.0,548.0,Balance Sheet
Long Term Debt,,,,,,,631.0,625.0,620.0,618.0,Balance Sheet
Capital Lease Obligations,,,,,,,61.0,,,,Balance Sheet
Total Long Term Debt,,,,,,,692.0,625.0,620.0,618.0,Balance Sheet
Total Debt,,,,,,,848.0,827.0,883.0,879.0,Balance Sheet
Deferred Income Tax,,,,,,,62.0,79.0,87.0,87.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,83.0,74.0,69.0,65.0,Balance Sheet
Other LT Liabilities,,,,,,,25.0,103.0,95.0,95.0,Balance Sheet
"Other Liabilities, Total",,,,,,,109.0,177.0,164.0,160.0,Balance Sheet
Total Liabilities,,,,,,,1311.0,1391.0,1452.0,1413.0,Balance Sheet
Common Stock,,,,,,,85.0,85.0,85.0,85.0,Balance Sheet
Additional Paid-In Capital,,,,,,,71.0,73.0,72.0,74.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,218.0,249.0,276.0,307.0,Balance Sheet
Treasury Stock - Common,,,,,,,-6.0,-6.0,-5.0,-5.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-34.0,-22.0,-41.0,-49.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-4.0,-4.0,-3.0,-3.0,Balance Sheet
Other Comprehensive Income,,,,,,,-11.0,2.0,11.0,21.0,Balance Sheet
"Other Equity, Total",,,,,,,-49.0,-24.0,-34.0,-31.0,Balance Sheet
Total Equity,,,,,,,320.0,377.0,395.0,431.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,1631.0,1769.0,1848.0,1843.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,61.0,61.0,61.0,61.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,393.0,485.0,541.0,543.0,Income Statement
"Cost of Revenue, Total",,,,,,,317.0,367.0,421.0,429.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,50.0,58.0,60.0,56.0,Income Statement
Research & Development,,,,,,,6.0,6.0,6.0,5.0,Income Statement
Unusual Expense (Income),,,,,,,0.0,,,,Income Statement
"Other Operat Expse, Total",,,,,,,7.0,0.0,1.0,0.0,Income Statement
Total Operating Expense,,,,,,,380.0,430.0,488.0,490.0,Income Statement
Total Operating Income,,,,,,,13.0,55.0,53.0,54.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,,,,-8.0,-8.0,-11.0,-10.0,Income Statement
"Other, Net",,,,,,,-1.0,0.0,0.0,0.0,Income Statement
Income Before Tax,,,,,,,4.0,46.0,42.0,43.0,Income Statement
Income Tax - Total,,,,,,,3.0,14.0,13.0,12.0,Income Statement
Income After Tax,,,,,,,1.0,32.0,30.0,32.0,Income Statement
Equity In Affiliates,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Net Inc Before Extra Items,,,,,,,1.0,33.0,30.0,32.0,Income Statement
Total Net Income,,,,,,,1.0,33.0,30.0,32.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,1.0,33.0,30.0,32.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,1.0,33.0,30.0,32.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,61.0,61.0,61.0,61.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.02,0.53,0.49,0.52,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.02,0.53,0.49,0.52,Income Statement
Diluted Weighted Average Shares,,,,,,,62.0,61.0,61.0,61.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.02,0.53,0.49,0.52,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.02,0.53,0.49,0.52,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,,1.0,3.0,1.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
