,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,32.82,36.56,35.34,38.44,46.82,43.47,,,,,
low,31.2,26.11,26.75,17.44,34.81,28.98,,,,,
change,-0.0166,-0.0653,-0.016200000000000003,0.2278,0.0327,-0.0877,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,2148.0,2016.0,1629.0,1630.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,2046.0,1949.0,1824.0,1659.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-42.0,-39.0,-38.0,-39.0,Balance Sheet
"Total Receivables, Net",,,,,,,2004.0,1910.0,1786.0,1620.0,Balance Sheet
Invent. - Finished Goods,,,,,,,1190.0,1216.0,1391.0,1394.0,Balance Sheet
Invent. - Work In Progress,,,,,,,358.0,383.0,410.0,507.0,Balance Sheet
Invent. - Raw Materials,,,,,,,933.0,1019.0,1034.0,1050.0,Balance Sheet
Total Inventory,,,,,,,2481.0,2618.0,2835.0,2951.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,1026.0,1317.0,1633.0,1603.0,Balance Sheet
Total Current Assets,,,,,,,7659.0,7861.0,7883.0,7804.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,29773.0,29790.0,28849.0,27993.0,Balance Sheet
Accumulated Depreciation,,,,,,,-13969.0,-14010.0,-13499.0,-13348.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,15804.0,15780.0,15350.0,14645.0,Balance Sheet
"Goodwill, Net",,,,,,,2421.0,2408.0,2389.0,2368.0,Balance Sheet
Intangibles - Net,,,,,,,1148.0,1118.0,1088.0,1049.0,Balance Sheet
Other Long Term Assets,,,,,,,2056.0,2060.0,2026.0,1871.0,Balance Sheet
Total Assets,,,,,,,30154.0,30257.0,29718.0,28735.0,Balance Sheet
Accounts Payable,,,,,,,1612.0,1849.0,1934.0,1808.0,Balance Sheet
Accrued Expenses,,,,,,,918.0,581.0,627.0,692.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,55.0,120.0,121.0,208.0,Balance Sheet
Customer Advances,,,,,,,371.0,372.0,302.0,336.0,Balance Sheet
Income Taxes Payable,,,,,,,196.0,238.0,184.0,99.0,Balance Sheet
Other Current Liabilities,,,,,,,1654.0,1901.0,2362.0,2024.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,2221.0,2511.0,2848.0,2459.0,Balance Sheet
Total Current Liabilities,,,,,,,4806.0,5061.0,5530.0,5167.0,Balance Sheet
Total Long Term Debt,,,,,,,6989.0,6839.0,6677.0,6525.0,Balance Sheet
Total Debt,,,,,,,7044.0,6959.0,6798.0,6733.0,Balance Sheet
Deferred Income Tax,,,,,,,258.0,248.0,206.0,136.0,Balance Sheet
Minority Interest,,,,,,,212.0,234.0,248.0,264.0,Balance Sheet
Reserves,,,,,,,35.0,,,,Balance Sheet
Pension Benefits - Underfunded,,,,,,,1329.0,1316.0,1304.0,1283.0,Balance Sheet
Other LT Liabilities,,,,,,,4192.0,4164.0,4019.0,4076.0,Balance Sheet
"Other Liabilities, Total",,,,,,,5556.0,5480.0,5323.0,5359.0,Balance Sheet
Total Liabilities,,,,,,,17821.0,17862.0,17984.0,17451.0,Balance Sheet
Common Stock,,,,,,,907.0,908.0,910.0,910.0,Balance Sheet
Additional Paid-In Capital,,,,,,,16475.0,16531.0,16590.0,16649.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,16389.0,16737.0,16837.0,17044.0,Balance Sheet
Treasury Stock - Common,,,,,,,-20263.0,-20419.0,-20509.0,-20528.0,Balance Sheet
"Other Equity, Total",,,,,,,-1175.0,-1362.0,-2094.0,-2791.0,Balance Sheet
Total Equity,,,,,,,12333.0,12395.0,11734.0,11284.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,30154.0,30257.0,29718.0,28735.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,845.0,827.0,824.0,823.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,970.0,973.0,976.0,977.0,Balance Sheet
Trsry Shrs-Pref. Iss. 1,,,,,,,0.0,0.0,0.0,,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,3676.0,3680.0,3615.0,3488.0,Income Statement
"Cost of Revenue, Total",,,,,,,2405.0,2397.0,2369.0,2426.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,476.0,434.0,486.0,461.0,Income Statement
Research & Development,,,,,,,280.0,248.0,240.0,278.0,Income Statement
Depreciation/Amortization,,,,,,,32.0,31.0,30.0,31.0,Income Statement
Total Operating Expense,,,,,,,3193.0,3110.0,3125.0,3196.0,Income Statement
Total Operating Income,,,,,,,483.0,570.0,490.0,292.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-73.0,-71.0,-72.0,-73.0,Income Statement
"Inter Income, Non-Operating",,,,,,,3.0,3.0,3.0,3.0,Income Statement
"Invest Income, Non-Operat",,,,,,,96.0,129.0,196.0,-68.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,99.0,132.0,199.0,-65.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,67.0,130.0,133.0,106.0,Income Statement
"Other, Net",,,,,,,67.0,130.0,133.0,106.0,Income Statement
Income Before Tax,,,,,,,576.0,761.0,750.0,260.0,Income Statement
Income Tax - Total,,,,,,,89.0,180.0,166.0,34.0,Income Statement
Income After Tax,,,,,,,487.0,581.0,584.0,226.0,Income Statement
Minority Interest,,,,,,,,,-21.0,-18.0,Income Statement
Net Inc Before Extra Items,,,,,,,487.0,581.0,563.0,208.0,Income Statement
Total Net Income,,,,,,,487.0,581.0,563.0,208.0,Income Statement
Total Adjust to Net Income,,,,,,,0.0,,,,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,487.0,581.0,563.0,208.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,487.0,581.0,563.0,208.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,849.0,843.0,843.0,843.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.57,0.69,0.67,0.25,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.57,0.69,0.67,0.25,Income Statement
