,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,17.31,27.5,16.26,,,,,
low,9.15,11.74,0.94,,,,,
change,0.4414,0.08410000000000001,-0.8788,,,,,
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash,,,,316.0,292.0,271.0,260.0,Balance Sheet
Short Term Investments,,,,9.0,8.0,8.0,7.0,Balance Sheet
Cash and Short Term Invs,,,,325.0,301.0,279.0,267.0,Balance Sheet
"Total Receivables, Net",,,,29.0,30.0,38.0,37.0,Balance Sheet
Prepaid Expenses,,,,14.0,21.0,23.0,21.0,Balance Sheet
Restricted Cash - Current,,,,9.0,10.0,11.0,16.0,Balance Sheet
Other Current Assets,,,,228.0,240.0,274.0,304.0,Balance Sheet
"Other Curr. Assets, Total",,,,237.0,250.0,285.0,320.0,Balance Sheet
Total Current Assets,,,,605.0,602.0,625.0,646.0,Balance Sheet
Buildings,,,,2.0,2.0,1.0,1.0,Balance Sheet
Machinery/Equipment,,,,20.0,22.0,23.0,24.0,Balance Sheet
Other Prop./Plant/Equip.,,,,7.0,6.0,8.0,7.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,29.0,31.0,33.0,32.0,Balance Sheet
Accumulated Depreciation,,,,-18.0,-18.0,-17.0,-16.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,11.0,12.0,16.0,16.0,Balance Sheet
"Goodwill, Net",,,,226.0,227.0,274.0,228.0,Balance Sheet
Intangibles - Gross,,,,151.0,151.0,168.0,147.0,Balance Sheet
Accum. Intangible Amort.,,,,-21.0,-26.0,-32.0,-35.0,Balance Sheet
Intangibles - Net,,,,130.0,124.0,137.0,112.0,Balance Sheet
Long Term Investments,,,,58.0,57.0,56.0,55.0,Balance Sheet
Note Rcvble - Long Term,,,,8.0,9.0,10.0,12.0,Balance Sheet
Other Long Term Assets,,,,1.0,5.0,2.0,3.0,Balance Sheet
Total Assets,,,,1039.0,1037.0,1120.0,1072.0,Balance Sheet
Accounts Payable,,,,7.0,8.0,8.0,7.0,Balance Sheet
Accrued Expenses,,,,38.0,35.0,48.0,37.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,0.0,0.0,0.0,6.0,Balance Sheet
Customer Advances,,,,216.0,216.0,263.0,297.0,Balance Sheet
Other Current Liabilities,,,,102.0,123.0,150.0,156.0,Balance Sheet
"Other Curr. Lblts, Total",,,,318.0,338.0,413.0,454.0,Balance Sheet
Total Current Liabilities,,,,363.0,381.0,469.0,504.0,Balance Sheet
Total Long Term Debt,,,,415.0,415.0,417.0,425.0,Balance Sheet
Total Debt,,,,415.0,415.0,417.0,431.0,Balance Sheet
"Other Liabilities, Total",,,,44.0,25.0,35.0,29.0,Balance Sheet
Total Liabilities,,,,822.0,822.0,921.0,957.0,Balance Sheet
Common Stock,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,641.0,648.0,660.0,664.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-424.0,-430.0,-456.0,-543.0,Balance Sheet
"Other Equity, Total",,,,0.0,-3.0,-5.0,-7.0,Balance Sheet
Total Equity,,,,217.0,215.0,199.0,115.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,1039.0,1037.0,1120.0,1072.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,98.0,98.0,99.0,100.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,51581.0,62561.0,70769.0,75366.0,Income Statement
"Cost of Revenue, Total",,,,14138.0,21189.0,28558.0,33269.0,Income Statement
Selling/Gen/Admin Expense,,,,46585.0,60819.0,63306.0,64851.0,Income Statement
Labor & Related Expense,,,,9231.0,5854.0,9702.0,5089.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,55816.0,66673.0,73008.0,69940.0,Income Statement
Impair-Assets Held for Use,,,,,,,57057.0,Income Statement
Other Unusual Expnse (In),,,,0.0,,0.0,0.0,Income Statement
Unusual Expense (Income),,,,0.0,,0.0,57057.0,Income Statement
Total Operating Expense,,,,69954.0,87862.0,101566.0,160266.0,Income Statement
Total Operating Income,,,,-18373.0,-25301.0,-30797.0,-84900.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-1461.0,-2293.0,-1858.0,-2085.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,253.0,197.0,243.0,335.0,Income Statement
OtherNon-OperatInc (Expnse),,,,-884.0,21424.0,6503.0,236.0,Income Statement
"Other, Net",,,,-884.0,21424.0,6503.0,236.0,Income Statement
