,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,62.53,25.91,,,,,
low,22.8,9.81,,,,,
change,-0.37329999999999997,-0.44070000000000004,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,581.0,361.0,380.0,425.0,Balance Sheet
Short Term Investments,,,241.0,419.0,403.0,361.0,Balance Sheet
Cash and Short Term Invs,,,822.0,780.0,783.0,786.0,Balance Sheet
"Trade Accts Recvble, Gross",,,34.0,54.0,58.0,55.0,Balance Sheet
Prov. for Doubtful Accts,,,0.0,0.0,0.0,0.0,Balance Sheet
"Total Receivables, Net",,,34.0,54.0,57.0,55.0,Balance Sheet
Prepaid Expenses,,,16.0,23.0,20.0,22.0,Balance Sheet
"Other Curr. Assets, Total",,,20.0,20.0,22.0,26.0,Balance Sheet
Total Current Assets,,,892.0,878.0,884.0,888.0,Balance Sheet
Buildings,,,7.0,7.0,7.0,7.0,Balance Sheet
Machinery/Equipment,,,40.0,45.0,51.0,56.0,Balance Sheet
Other Prop./Plant/Equip.,,,19.0,18.0,14.0,13.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,66.0,70.0,72.0,76.0,Balance Sheet
Accumulated Depreciation,,,-25.0,-29.0,-32.0,-37.0,Balance Sheet
Prop./Plant/Equip. - Net,,,41.0,41.0,39.0,39.0,Balance Sheet
Intangibles - Gross,,,14.0,15.0,15.0,15.0,Balance Sheet
Accum. Intangible Amort.,,,-4.0,-5.0,-6.0,-6.0,Balance Sheet
Intangibles - Net,,,10.0,10.0,9.0,9.0,Balance Sheet
Other Long Term Assets,,,13.0,16.0,18.0,18.0,Balance Sheet
Total Assets,,,959.0,947.0,952.0,956.0,Balance Sheet
Accounts Payable,,,49.0,54.0,55.0,62.0,Balance Sheet
Accrued Expenses,,,26.0,24.0,25.0,22.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,95.0,107.0,116.0,117.0,Balance Sheet
Other Payables,,,23.0,11.0,21.0,28.0,Balance Sheet
Other Current Liabilities,,,8.0,8.0,8.0,8.0,Balance Sheet
"Other Curr. Lblts, Total",,,126.0,126.0,144.0,152.0,Balance Sheet
Total Current Liabilities,,,201.0,204.0,224.0,236.0,Balance Sheet
Total Long Term Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,16.0,14.0,12.0,12.0,Balance Sheet
Total Liabilities,,,217.0,218.0,237.0,247.0,Balance Sheet
Redeemable Preferred Stock,,,0.0,0.0,0.0,,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,1235.0,1262.0,1299.0,1328.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-489.0,-527.0,-576.0,-612.0,Balance Sheet
Treasury Stock - Common,,,-5.0,-5.0,-5.0,-5.0,Balance Sheet
"Other Equity, Total",,,0.0,-2.0,-2.0,-1.0,Balance Sheet
Total Equity,,,742.0,729.0,716.0,709.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,959.0,947.0,952.0,956.0,Balance Sheet
Ttl Comm. Shares Outs.,,,142.0,144.0,148.0,146.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,3.0,3.0,3.0,3.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,114956.0,120433.0,124754.0,136389.0,Income Statement
"Cost of Revenue, Total",,,43669.0,42803.0,46348.0,48821.0,Income Statement
Selling/Gen/Admin Expense,,,68818.0,63301.0,64934.0,69461.0,Income Statement
Labor & Related Expense,,,11628.0,11658.0,14074.0,14012.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,80446.0,74959.0,79008.0,83473.0,Income Statement
Research & Development,,,38331.0,37955.0,44929.0,39415.0,Income Statement
Impair-Assets Held for Use,,,,,2304.0,0.0,Income Statement
Impair-Assets Held for Sale,,,,1886.0,0.0,1029.0,Income Statement
Unusual Expense (Income),,,,1886.0,2304.0,1029.0,Income Statement
Total Operating Expense,,,162446.0,157603.0,172589.0,172738.0,Income Statement
Total Operating Income,,,-47490.0,-37170.0,-47835.0,-36349.0,Income Statement
"Inter Expse,Net Non-Operat",,,0.0,,,,Income Statement
"Inter/Invest Inc, Non-Oper",,,93.0,335.0,837.0,2301.0,Income Statement
OtherNon-OperatInc (Expnse),,,-95.0,-425.0,-1173.0,-976.0,Income Statement
"Other, Net",,,-95.0,-425.0,-1173.0,-976.0,Income Statement
Income Before Tax,,,-47492.0,-37260.0,-48171.0,-35024.0,Income Statement
Income Tax - Total,,,246.0,1008.0,1163.0,1014.0,Income Statement
Income After Tax,,,-47738.0,-38268.0,-49334.0,-36038.0,Income Statement
